"case","city","council","day_of_week","ibr_code","location","occ_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL201421","SALT LAKE CITY","4","4","0","600 W 200 S","2014-01-01T00:48:00.000","132","Z3","2014-01-01T00:48:00.000","2499-15","STOLEN VEHICLE","1887093","886028"
"SL201431","SALT LAKE CITY","4","4","90D","200 E 500 S","2014-01-01T01:08:00.000","135","Z3","2014-01-01T01:23:00.000","5404-1","TRAFFIC","1893666","883566"
"SL201425","SALT LAKE CITY","3","4","0","700 N 300 W","2014-01-01T00:54:00.000","131","Z3","2014-01-01T00:54:00.000","5499-5","TRAFFIC","1889555","893763"
"SL201449","SALT LAKE CITY","4","4","90D","200 S WEST TEMPLE ST","2014-01-01T01:40:00.000","133","Z3","2014-01-01T01:40:00.000","5404-0","TRAFFIC","1891047","885971"
"SL201458","SALT LAKE CITY","4","4","90D","100 W PIERPONT AVE","2014-01-01T01:55:00.000","133","Z3","2014-01-01T01:55:00.000","5404-0","TRAFFIC","1890680","885618"
"SL201459","SALT LAKE CITY","4","4","35A","400 E 400 S","2014-01-01T01:50:00.000","144","Z4","2014-01-01T01:50:00.000","3562-0","DRUGS","1895517","884351"
"SL201455","SALT LAKE CITY","5","4","90D","1300 S 200 E","2014-01-01T02:32:00.000","152","Z5","2014-01-01T02:32:00.000","5404-0","TRAFFIC","1893392","877427"
"SL201467","SALT LAKE CITY","4","4","0","600 S WEST TEMPLE ST","2014-01-01T02:15:00.000","135","Z3","2014-01-01T02:15:00.000","7399-99","PUBLIC ORDER","1891033","882549"
"SL201447","SALT LAKE CITY","4","4","90D","200 S 200 W","2014-01-01T01:25:00.000","133","Z3","2014-01-01T01:25:00.000","5404-0","TRAFFIC","1890314","885738"
"SL201456","SALT LAKE CITY","2","4","240","1600 W NORTH TEMPLE ST","2014-01-01T00:00:00.000","112","Z1","2014-01-01T02:02:00.000","2499-17","STOLEN VEHICLE","1879129","888386"
"SL201435","SALT LAKE CITY","4","4","0","200 S 500 E","2014-01-01T01:22:00.000","142","Z4","2014-01-01T01:22:00.000","7399-7","PUBLIC ORDER","1895802","885485"
"SL201485","SALT LAKE CITY","7","4","23G","600 E RAMONA AVE","2014-01-01T02:50:00.000","161","Z6","2014-01-01T02:50:00.000","2304-0","LARCENY","1896613","872701"
"SL201442","SALT LAKE CITY","5","4","13A","300 W 1500 S","2014-01-01T01:41:00.000","152","Z5","2014-01-01T01:41:00.000","1303-0","ASSAULT","1889249","875845"
"SL201438","SALT LAKE CITY","4","4","13B","500 S MAIN ST","2014-01-01T01:33:00.000","135","Z3","2014-01-01T01:33:00.000","1313-0","ASSAULT","1891889","883171"
"SL201410","SALT LAKE CITY","5","4","0","2000 S 300 E","2014-01-01T00:28:00.000","161","Z6","2014-01-01T00:28:00.000","7399-1","PUBLIC ORDER","1894169","871936"
"SL201411","SALT LAKE CITY","4","4","0","00 E 600 S","2014-01-01T00:29:00.000","135","Z3","2014-01-01T00:29:00.000","7399-99","PUBLIC ORDER","1892068","882780"
"SL201430","SALT LAKE CITY","3","4","0","200 N C ST","2014-01-01T01:12:00.000","141","Z4","2014-01-01T01:12:00.000","7399-1","PUBLIC ORDER","1894835","889810"
"SL201499","SALT LAKE CITY","4","4","13A","100 S 400 W","2014-01-01T03:27:00.000","132","Z3","2014-01-01T03:27:00.000","1306-0","ASSAULT","1888674","886760"
"SL2014118","SALT LAKE CITY","4","4","290","00 S ELIZABETH ST","2014-01-01T05:35:00.000","143","Z4","2014-01-01T05:38:00.000","2902-0","DAMAGED PROP","1901183","887049"
"SL201427","SALT LAKE CITY","2","4","290","1300 W PACIFIC AVE","2014-01-01T00:54:00.000","121","Z2","2014-01-01T00:54:00.000","2902-1","DAMAGED PROP","1880956","884071"
"SL201496","SALT LAKE CITY","5","4","90E","1400 E 800 S","2014-01-01T03:19:00.000","151","Z5","2014-01-01T03:19:00.000","7399-26","PUBLIC ORDER","1902909","880728"
"SL201432","SALT LAKE CITY","4","4","13A","100 W 300 S","2014-01-01T01:14:00.000","133","Z3","2014-01-01T01:14:00.000","1303-0","ASSAULT","1890965","885220"
"SL2014127","SALT LAKE CITY","1","4","240","1200 N REDWOOD RD","2014-01-01T07:13:00.000","111","Z1","2014-01-01T07:13:00.000","2499-13","STOLEN VEHICLE","1878580","897671"
"SL2014143","SALT LAKE CITY","4","4","90Z","500 E 700 S","2014-01-01T15:21:00.000","144","Z4","2014-01-01T15:21:00.000","4902-0","ESCAPE","1896310","882031"
"SL2014134","SALT LAKE CITY",,"4","0","700 N TERMINAL DR","2014-01-01T07:15:00.000","40","40","2014-01-01T07:46:00.000","5399-28","PUBLIC PEACE","1869739","890270"
"SL2014150","SALT LAKE CITY","2","4","0","200 S 900 W","2014-01-01T08:42:00.000","121","Z2","2014-01-01T09:59:00.000","5499-12","TRAFFIC","1884709","885644"
"SL2014141","SALT LAKE CITY","2","4","0","400 S EMERY ST","2014-01-01T08:05:00.000","121","Z2","2014-01-01T08:44:00.000","2499-14","STOLEN VEHICLE","1882568","883882"
"SL20141","SALT LAKE CITY","4","4","13A","100 W 600 S","2014-01-01T00:03:00.000","135","Z3","2014-01-01T00:03:00.000","1305-0","ASSAULT","1890463","882846"
"SL201439","SALT LAKE CITY","2","4","13B","500 N 800 W","2014-01-01T01:37:00.000","112","Z1","2014-01-01T01:37:00.000","1313-0","ASSAULT","1885587","891907"
"SL201444","SALT LAKE CITY","7","4","13B","2900 S HIGHLAND DR","2014-01-01T01:44:00.000","163","Z6","2014-01-01T01:44:00.000","1313-0","ASSAULT","1902325","864633"
"SL201448","SALT LAKE CITY","5","4","13B","00 E 1700 S","2014-01-01T01:48:00.000","152","Z5","2014-01-01T01:48:00.000","1313-0","ASSAULT","1891922","874535"
"SL2014139","SALT LAKE CITY","4","4","220","100 S 800 E","2014-01-01T08:01:00.000","143","Z4","2014-01-01T08:01:00.000","2204-0","BURGLARY","1898186","886740"
"SL2014159","SALT LAKE CITY","5","4","290","1600 S 800 E","2014-01-01T16:05:00.000","153","Z5","2014-01-08T09:04:00.000","2903-0","DAMAGED PROP","1898198","874874"
"SL2014128","SALT LAKE CITY","2","4","13B","1600 W 400 S","2014-01-01T07:19:00.000","121","Z2","2014-01-01T07:19:00.000","1313-0","ASSAULT","1879308","884411"
"SL2014130","SALT LAKE CITY","2","4","0","1200 W 400 S","2014-01-01T07:27:00.000","121","Z2","2014-01-01T07:27:00.000","7399-5","PUBLIC ORDER","1882259","884461"
"SL2014133","SALT LAKE CITY","5","4","11A","1800 S STATE ST","2014-01-01T07:39:00.000","161","Z6","2014-01-01T07:39:00.000","1198-0","SEXUAL ASSAULT","1892643","872854"
"SL2014168","SALT LAKE CITY","5","4","220","300 E 1700 S","2014-01-01T09:00:00.000","161","Z6","2014-01-01T10:04:00.000","2202-0","BURGLARY","1894723","874463"
"SL2014187","SALT LAKE CITY","4","4","0","200 S 400 W","2014-01-01T11:01:00.000","132","Z3","2014-01-01T11:01:00.000","7399-5","PUBLIC ORDER","1888671","885980"
"SL201474","SALT LAKE CITY","4","4","90E","200 W 500 S","2014-01-01T02:25:00.000","134","Z3","2014-01-01T02:25:00.000","7399-26","PUBLIC ORDER","1890024","883640"
"SL2014160","SALT LAKE CITY","4","4","90E","400 S 500 E","2014-01-01T10:00:00.000","144","Z4","2014-01-01T10:00:00.000","7399-26","PUBLIC ORDER","1895856","883946"
"SL2014200","SALT LAKE CITY","4","4","0","400 E 900 S","2014-01-01T11:33:00.000","144","Z4","2014-01-01T11:33:00.000","7399-99","PUBLIC ORDER","1895641","880450"
"SL2014115","SALT LAKE CITY","3","4","90E","800 N 300 W","2014-01-01T05:19:00.000","131","Z3","2014-01-01T05:19:00.000","7399-26","PUBLIC ORDER","1889555","893911"
"SL2014191","SALT LAKE CITY","4","4","0","400 S 600 E","2014-01-01T11:08:00.000","144","Z4","2014-01-01T11:08:00.000","7399-1","PUBLIC ORDER","1896649","883941"
"SL2014190","SALT LAKE CITY","2","4","0","1200 W 400 S","2014-01-01T11:06:00.000","121","Z2","2014-01-01T11:06:00.000","7399-1","PUBLIC ORDER","1881506","884463"
"SL2014166","SALT LAKE CITY","4","4","90Z","600 S UNIVERSITY ST","2014-01-01T10:00:00.000","151","Z5","2014-01-01T10:00:00.000","5309-0","PUBLIC PEACE","1902527","882435"
"SL2014106","SALT LAKE CITY","2","4","290","1300 W 900 S","2014-01-01T04:07:00.000","122","Z2","2014-01-01T04:07:00.000","2902-1","DAMAGED PROP","1880999","880629"
"SL2014108","SALT LAKE CITY","7","4","23D","2900 S HIGHLAND DR","2014-01-01T01:45:00.000","163","Z6","2014-01-01T01:45:00.000","2308-0","LARCENY","1902325","864633"
"SL2014111","SALT LAKE CITY","5","4","90Z","1300 S 200 E","2014-01-01T02:04:00.000","152","Z5","2014-01-01T02:04:00.000","4902-0","ESCAPE","1893392","877427"
"SL2014117","SALT LAKE CITY","1","4","290","1000 N VALENTINE ST","2014-01-01T05:26:00.000","111","Z1","2014-01-01T05:36:00.000","2902-1","DAMAGED PROP","1882224","896016"
"SL2014120","SALT LAKE CITY","4","4","90Z","200 S 200 W","2014-01-01T05:46:00.000","133","Z3","2014-01-01T05:46:00.000","4902-0","ESCAPE","1890314","885738"
"SL201471","SALT LAKE CITY","4","4","290","600 S MAIN ST","2014-01-01T02:19:00.000","135","Z3","2014-01-01T02:19:00.000","2902-0","DAMAGED PROP","1891828","882799"
"SL2014238","SALT LAKE CITY","4","4","290","200 S WEST TEMPLE ST","2014-01-01T13:03:00.000","133","Z3","2014-01-01T13:36:00.000","2902-0","DAMAGED PROP","1891047","885912"
"SL2014210","SALT LAKE CITY","1","4","13C","600 N SIR PHILIP DR","2014-01-01T11:37:00.000","113","Z1","2014-01-01T11:37:00.000","1316-2","ASSAULT","1876246","892790"
"SL201429","SALT LAKE CITY","4","4","26B","00 E 600 S","2014-01-01T01:11:00.000","135","Z3","2014-01-01T01:11:00.000","2605-0","FRAUD","1892068","882780"
"SL2014228","SALT LAKE CITY","2","4","35A","00 S RIO GRANDE ST","2014-01-01T12:55:00.000","132","Z3","2014-01-01T12:55:00.000","3572-0","DRUGS","1888267","865698"
"SL2014260","SALT LAKE CITY","1","4","0","900 N RIVERSIDE DR","2014-01-01T13:50:00.000","111","Z1","2014-01-01T13:50:00.000","5499-7","TRAFFIC","1879116","895425"
"SL2014213","SALT LAKE CITY","6","4","0","2700 E SUNNYSIDE AVE","2014-01-01T11:55:00.000","154","Z5","2014-01-01T11:55:00.000","5399-60","PUBLIC PEACE","1913415","880746"
"SL2014253","SALT LAKE CITY","4","4","90E","200 S WEST TEMPLE ST","2014-01-01T13:30:00.000","133","Z3","2014-01-01T13:30:00.000","7399-26","PUBLIC ORDER","1891047","885971"
"SL2014206","SALT LAKE CITY","2","4","0","2000 S REDWOOD RD","2014-01-01T11:40:00.000","123","Z2","2014-01-01T11:40:00.000","5499-8","TRAFFIC","1878572","871891"
"SL2014263","SALT LAKE CITY","7","4","23C","900 E 2100 S","2014-01-01T13:59:00.000","162","Z6","2014-01-01T13:59:00.000","2303-0","LARCENY","1899131","871528"
"SL2014364","SALT LAKE CITY","5","4","520","900 S WEST TEMPLE ST","2014-01-01T18:00:00.000","135","Z3","2014-01-01T18:00:00.000","5203-0","WEAPON OFFENSE","1891025","880416"
"SL2014265","SALT LAKE CITY","2","4","0","1300 S CHEYENNE ST","2014-01-01T14:12:00.000","123","Z2","2014-01-01T14:12:00.000","7399-5","PUBLIC ORDER","1879850","876951"
"SL2014268","SALT LAKE CITY","7","4","23C","3200 S RICHMOND ST","2014-01-01T15:00:00.000","162","Z6","2014-01-01T15:00:00.000","2303-0","LARCENY","1901960","862699"
"SL2014300","SALT LAKE CITY","4","4","13B","200 S MAIN ST","2014-01-01T15:31:00.000","133","Z3","2014-01-01T15:31:00.000","1313-0","ASSAULT","1891838","885636"
"SL2014426","SALT LAKE CITY","4","4","0","300 W 100 S","2014-01-01T20:08:00.000","132","Z3","2014-01-01T20:08:00.000","5499-5","TRAFFIC","1888773","886754"
"SL2014424","SALT LAKE CITY","3","4","240","1100 E SOUTH TEMPLE ST","2014-01-01T17:00:00.000","141","Z4","2014-01-01T20:19:00.000","2499-13","STOLEN VEHICLE","1900835","887558"
"SL2014385","SALT LAKE CITY","2","4","90D","1600 W 400 S","2014-01-01T18:41:00.000","121","Z2","2014-01-01T18:41:00.000","5404-1","TRAFFIC","1878931","884413"
"SL2014440","SALT LAKE CITY","4","4","0","200 S 500 W","2014-01-01T21:20:00.000","132","Z3","2014-01-01T21:20:00.000","5499-12","TRAFFIC","1887937","885550"
"SL2014306","SALT LAKE CITY",,"4","0","3700 W TERMINAL DR","2014-01-01T15:45:00.000","40","40","2014-01-01T15:55:00.000","7399-1","PUBLIC ORDER","1867367","893605"
"SL2014278","SALT LAKE CITY","4","4","0","600 S STATE ST","2014-01-01T14:49:00.000","135","Z3","2014-01-01T14:49:00.000","5499-2","TRAFFIC","1892621","882798"
"SL2014332","SALT LAKE CITY","4","4","120","100 W 200 S","2014-01-01T16:52:00.000","133","Z3","2014-01-01T16:52:00.000","1210-0","ROBBERY","1890645","885955"
"SL2014274","SALT LAKE CITY",,"4","0","700 N TERMINAL DR","2014-01-01T14:42:00.000","40","40","2014-01-01T14:42:00.000","7399-1","PUBLIC ORDER","1869739","890270"
"SL2014453","SALT LAKE CITY",,"4","0","700 N TERMINAL DR","2014-01-01T21:50:00.000","40","40","2014-01-01T21:51:00.000","7399-1","PUBLIC ORDER","1869739","890270"
"SL2014386","SALT LAKE CITY","1","4","220","100 N SUN ARBOR TE","2014-01-01T18:40:00.000","113","Z1","2014-01-01T18:40:00.000","2204-0","BURGLARY","1877294","889003"
"SL2014419","SALT LAKE CITY","2","4","220","700 S REDWOOD RD","2014-01-01T19:51:00.000","121","Z2","2014-01-01T19:51:00.000","2202-0","BURGLARY","1878606","882023"
"SL2014261","SALT LAKE CITY","4","4","23H","500 S MAIN ST","2014-01-01T13:30:00.000","135","Z3","2014-01-01T14:05:00.000","2399-0","LARCENY","1891830","883321"
"SL2014282","SALT LAKE CITY","4","4","90J","02 0/2 S RIO GRANDE ST","2014-01-01T14:42:00.000","132","Z3","2014-01-01T15:00:00.000","5707-0","INV OF PRIVACY","1888237","887060"
"SL2014302","SALT LAKE CITY","6","4","23C","1600 S FOOTHILL DR","2014-01-01T15:36:00.000","154","Z5","2014-01-01T15:36:00.000","2303-0","LARCENY","1911170","874914"
"SL2014327","SALT LAKE CITY","3","4","90E","800 N WALL ST","2014-01-01T16:47:00.000","131","Z3","2014-01-01T16:47:00.000","7399-26","PUBLIC ORDER","1889529","893938"
"SL2014337","SALT LAKE CITY","1","4","0","1200 N REDWOOD RD","2014-01-01T17:00:00.000","111","Z1","2014-01-01T17:00:00.000","5399-28","PUBLIC PEACE","1878576","897216"
"SL2014342","SALT LAKE CITY","2","4","90J","1700 S PEARL ST","2014-01-01T17:04:00.000","123","Z2","2014-01-01T17:04:00.000","5707-0","INV OF PRIVACY","1884051","874076"
"SL2014357","SALT LAKE CITY","4","4","90J","00 S RIO GRANDE ST","2014-01-01T17:43:00.000","132","Z3","2014-01-01T17:43:00.000","5707-0","INV OF PRIVACY","1888237","887060"
"SL2014367","SALT LAKE CITY","5","4","0","1400 S STATE ST","2014-01-01T18:05:00.000","152","Z5","2014-01-01T18:05:00.000","5399-23","PUBLIC PEACE","1892654","875747"
"SL2014448","SALT LAKE CITY","1","4","290","900 N 900 W","2014-01-01T21:31:00.000","111","Z1","2014-01-01T21:31:00.000","2902-0","DAMAGED PROP","1884807","895043"
"SL2014461","SALT LAKE CITY","1","4","23C","900 N 900 W","2014-01-01T21:45:00.000","111","Z1","2014-01-01T21:45:00.000","2303-0","LARCENY","1884807","895043"
"SL2014425","SALT LAKE CITY","4","4","0","00 E 200 S","2014-01-01T19:50:00.000","133","Z3","2014-01-01T19:50:00.000","5499-8","TRAFFIC","1892440","886008"
"SL2014339","SALT LAKE CITY","5","4","0","900 S 700 E","2014-01-01T17:02:00.000","153","Z5","2014-01-01T17:02:00.000","5499-7","TRAFFIC","1897366","880394"
"SL2014328","SALT LAKE CITY","3","4","0","600 E 18TH AVE","2014-01-01T16:46:00.000","141","Z4","2014-01-01T16:46:00.000","5499-8","TRAFFIC","1897334","894687"
"SL2014295","SALT LAKE CITY","5","4","0","400 E 2100 S","2014-01-01T15:24:00.000","161","Z6","2014-01-01T15:24:00.000","5499-8","TRAFFIC","1895010","871527"
"SL2014583","SALT LAKE CITY","1","4","90Z","800 N SIR MICHAEL DR","2014-01-01T21:00:00.000","111","Z1","2014-01-02T09:07:00.000","5401-0","TRAFFIC","1876440","894754"
"SL2014777","SALT LAKE CITY","5","4","240","300 W 1700 S","2014-01-01T09:00:00.000","152","Z5","2014-01-02T15:25:00.000","2499-17","STOLEN VEHICLE","1889271","874547"
"SL2014241","SALT LAKE CITY","5","4","13B","1800 S STATE ST","2014-01-01T13:43:00.000","161","Z6","2014-01-01T13:43:00.000","1313-0","ASSAULT","1892643","872846"
"SL2014819","SALT LAKE CITY","5","4","220","1400 S WEST TEMPLE ST","2014-01-01T22:29:00.000","152","Z5","2014-01-02T16:27:00.000","2203-0","BURGLARY","1891008","876217"
"SL2014832","SALT LAKE CITY","4","4","240","100 S 300 E","2014-01-01T21:00:00.000","133","Z3","2014-01-02T16:49:00.000","2499-17","STOLEN VEHICLE","1894221","886362"
"SL2014906","SALT LAKE CITY","2","4","240","200 S FOSS ST","2014-01-01T21:00:00.000","121","Z2","2014-01-02T18:58:00.000","2499-13","STOLEN VEHICLE","1879751","885630"
"SL2014436","SALT LAKE CITY","4","4","90Z","300 W 100 S","2014-01-01T20:08:00.000","132","Z3","2014-01-01T20:08:00.000","4902-0","ESCAPE","1888773","886754"
"SL2014473","SALT LAKE CITY","4","4","120","200 S RIO GRANDE ST","2014-01-01T23:04:00.000","132","Z3","2014-01-01T23:04:00.000","1212-0","ROBBERY","1888298","885862"
"SL2014476","SALT LAKE CITY","4","4","0","300 S 200 E","2014-01-01T23:26:00.000","133","Z3","2014-01-01T23:26:00.000","5399-30","PUBLIC PEACE","1893421","884719"
"SL2014149","SALT LAKE CITY","2","4","0","600 S CHEYENNE ST","2014-01-01T08:40:00.000","121","Z2","2014-01-01T08:40:00.000","5499-8","TRAFFIC","1879868","882711"
"SL2014286","SALT LAKE CITY","4","4","0","500 S 400 E","2014-01-01T15:15:00.000","144","Z4","2014-01-01T15:15:00.000","5499-7","TRAFFIC","1895003","883582"
"SL20141375","SALT LAKE CITY","4","4","26A","700 E 700 S","2014-01-01T17:00:00.000","151","Z5","2014-01-03T17:17:00.000","2602-0","FRAUD","1897410","881967"
"SL20141852","SALT LAKE CITY","4","4","90Z","200 S 800 E","2014-01-01T16:26:00.000","143","Z4","2014-01-04T16:26:00.000","5401-0","TRAFFIC","1898182","885667"
"SL20142393","SALT LAKE CITY","2","4","23F","300 S REDWOOD RD","2014-01-01T17:32:00.000","124","Z2","2014-01-05T17:32:00.000","2305-0","LARCENY","1878556","884849"
"SL2014169","SALT LAKE CITY","4","4","90Z","300 S 500 W","2014-01-01T10:10:00.000","132","Z3","2014-01-01T10:10:00.000","4902-0","ESCAPE","1887876","885178"
"SL2014252","SALT LAKE CITY","4","4","90Z","200 S 400 W","2014-01-01T13:29:00.000","132","Z3","2014-01-01T13:29:00.000","3599-99","DRUGS","1888668","885258"
"SL20142974","SALT LAKE CITY","2","4","90I","1200 W 180 N","2014-01-01T08:00:00.000","112","Z1","2014-01-06T19:00:00.000","5324-0","PUBLIC PEACE","1881761","889000"
"SL2014178","SALT LAKE CITY","4","4","0","100 E 400 S","2014-01-01T10:30:00.000","133","Z3","2014-01-01T11:04:00.000","7399-40","PUBLIC ORDER","1893285","884419"
"SL20144515","SALT LAKE CITY","7","4","240","2400 S ELIZABETH ST","2014-01-01T12:00:00.000","162","Z6","2014-01-09T13:18:00.000","2499-13","STOLEN VEHICLE","1900948","868901"
"SL2014800005","SALT LAKE CITY","4","4","0","600 E 600 S","2014-01-01T07:55:00.000","144","Z4","2014-01-02T08:17:00.000","7399-6","PUBLIC ORDER","1896638","882763"
"SL2014800004","SALT LAKE CITY","5","4","290","500 E 1300 S","2014-01-01T14:00:00.000","153","Z5","2014-01-01T15:02:00.000","2902-0","DAMAGED PROP","1896493","877474"
"SL2014800003","SALT LAKE CITY","2","4","290","1300 S MONTGOMERY ST","2014-01-01T09:10:00.000","122","Z2","2014-01-01T09:31:00.000","2902-0","DAMAGED PROP","1879344","877141"
"SL2014800008","SALT LAKE CITY","4","4","23H","400 E 200 S","2014-01-01T17:00:00.000","142","Z4","2014-01-02T12:23:00.000","2399-0","LARCENY","1895203","885937"
"SL20144641","SALT LAKE CITY","3","4","26B","800 E SOUTH TEMPLE ST","2014-01-01T16:21:00.000","141","Z4","2014-01-09T16:21:00.000","2605-0","FRAUD","1898777","887566"
"SL2014800028","SALT LAKE CITY","4","4","23F","1000 E SOUTH TEMPLE ST","2014-01-01T11:50:00.000","143","Z4","2014-01-03T12:00:00.000","2305-0","LARCENY","1900209","887500"
"SL20146724","SALT LAKE CITY",,"4","0","3700 W TERMINAL DR","2014-01-01T19:45:00.000","40","40","2014-01-13T12:49:00.000","7399-6","PUBLIC ORDER","1867367","893605"
"SL2014467","SALT LAKE CITY","4","4","0","300 E 700 S","2014-01-01T22:40:00.000","144","Z4","2014-01-01T22:40:00.000","5399-23","PUBLIC PEACE","1894577","881978"
"SL2014350","SALT LAKE CITY","1","4","290","4900 W WILEY POST WAY","2014-01-01T17:24:00.000","113","Z1","2014-01-01T17:24:00.000","2902-0","DAMAGED PROP","1859265","889247"
"SL2014429","SALT LAKE CITY","4","4","0","00 S MAIN ST","2014-01-01T20:21:00.000","133","Z3","2014-01-01T20:21:00.000","7399-6","PUBLIC ORDER","1891904","887160"
"SL201436979","SALT LAKE CITY","2","4","240","5100 W 700 S","2014-01-01T16:00:00.000","124","Z2","2014-03-06T17:11:00.000","2499-17","STOLEN VEHICLE","1858737","882428"
"SL201448906","SALT LAKE CITY","2","4","36B","700 S 800 W","2014-01-01T08:00:00.000","121","Z2","2014-03-26T14:52:00.000","1199-1","SEXUAL ASSAULT","1885485","881697"
"SL201458427","SALT LAKE CITY","4","4","23D","200 W 300 S","2014-01-01T00:00:00.000","132","Z3","2014-04-11T17:57:00.000","2308-0","LARCENY","1890248","885223"
"SL201470446","SALT LAKE CITY","2","4","23D","1400 W PACIFIC AVE","2014-01-01T08:28:00.000","121","Z2","2014-05-02T08:28:00.000","2308-0","LARCENY","1880434","884073"
"SL2014801338","SALT LAKE CITY","2","4","23H","3000 W CALIFORNIA AVE","2014-01-01T12:30:00.000","124","Z2","2014-05-05T12:50:00.000","2399-0","LARCENY","1871589","877148"
"SL201473054","SALT LAKE CITY","4","4","0","400 S 300 E","2014-01-01T09:00:00.000","144","Z4","2014-05-06T08:19:00.000","7399-6","PUBLIC ORDER","1894271","883800"
"SL201495648","SALT LAKE CITY","5","4","26A","500 E RAMONA AVE","2014-01-01T00:01:00.000","161","Z6","2014-06-12T13:05:00.000","2699-2","FRAUD","1896098","872476"
"SL2014180244","SALT LAKE CITY","3","4","0","1000 N TERRACE HILLS DR","2014-01-01T00:00:00.000","141","Z4","2014-10-15T10:10:00.000","5399-28","PUBLIC PEACE","1899656","895470"
"SL2014201795","SALT LAKE CITY","5","4","90Z","1800 S MAIN ST","2014-01-01T00:01:00.000","161","Z6","2014-11-18T12:19:00.000","5309-0","PUBLIC PEACE","1891793","873500"
"SL2014209279","SALT LAKE CITY","1","4","23H","1200 N MORTON DR","2014-01-01T00:01:00.000","111","Z1","2014-12-01T10:36:00.000","2399-0","LARCENY","1877628","897415"
"SL2014489","SALT LAKE CITY","2","5","90Z","800 W NORTH TEMPLE ST","2014-01-02T00:12:00.000","112","Z1","2014-01-02T00:12:00.000","4902-0","ESCAPE","1885139","888422"
"SL2014487","SALT LAKE CITY","2","5","120","700 W NORTH TEMPLE ST","2014-01-02T00:01:00.000","112","Z1","2014-01-02T00:01:00.000","1208-0","ROBBERY","1886204","888358"
"SL2014516","SALT LAKE CITY","4","5","290","400 W 300 S","2014-01-02T02:05:00.000","132","Z3","2014-01-02T02:05:00.000","2901-0","DAMAGED PROP","1888474","885230"
"SL2014526","SALT LAKE CITY","5","5","90I","00 E REDONDO AVE","2014-01-02T03:33:00.000","161","Z6","2014-01-02T03:33:00.000","5324-0","PUBLIC PEACE","1891948","871845"
"SL2014568","SALT LAKE CITY",,"5","0","3700 W TERMINAL DR","2014-01-02T08:11:00.000","40","40","2014-01-02T08:12:00.000","5499-6","TRAFFIC","1867367","893605"
"SL2014575","SALT LAKE CITY","1","5","240","900 N SIR MICHAEL DR","2014-01-02T08:47:00.000","111","Z1","2014-01-02T08:47:00.000","2499-17","STOLEN VEHICLE","1876439","894967"
"SL2014610","SALT LAKE CITY","2","5","0","3800 W CALIFORNIA AVE","2014-01-02T10:01:00.000","124","Z2","2014-01-02T10:01:00.000","5499-6","TRAFFIC","1866314","877669"
"SL2014618","SALT LAKE CITY",,"5","0","700 N TERMINAL DR","2014-01-02T09:15:00.000","40","40","2014-01-02T10:14:00.000","5399-28","PUBLIC PEACE","1869739","890270"
"SL2014637","SALT LAKE CITY","2","5","0","1300 W CALIFORNIA AVE","2014-01-02T11:03:00.000","123","Z2","2014-01-02T11:03:00.000","5499-6","TRAFFIC","1880727","877053"
"SL2014562","SALT LAKE CITY","4","5","200","500 W 700 S","2014-01-02T07:03:00.000","134","Z3","2014-01-02T07:52:00.000","2099-0","ARSON","1887430","882064"
"SL2014551","SALT LAKE CITY","6","5","220","1400 S 2300 E","2014-01-02T07:08:00.000","154","Z5","2014-01-02T07:08:00.000","2203-0","BURGLARY","1910167","876073"
"SL2014602","SALT LAKE CITY","1","5","0","500 N TERMINAL NORTHBOUND DR","2014-01-02T09:30:00.000","113","Z1","2014-01-02T09:47:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2014705","SALT LAKE CITY","1","5","0","2300 W 100 N","2014-01-02T08:30:00.000",,,"2014-01-02T13:22:00.000","5499-84","TRAFFIC",,
"SL2014642","SALT LAKE CITY","7","5","240","700 E PARKWAY AVE","2014-01-02T11:15:00.000","162","Z6","2014-01-02T11:15:00.000","2499-13","STOLEN VEHICLE","1897912","868982"
"SL2014709","SALT LAKE CITY","7","5","90G","2100 S 500 E","2014-01-02T14:02:00.000","162","Z6","2014-01-02T14:02:00.000","4104-0","LIQUOR","1895754","870929"
"SL2014564","SALT LAKE CITY","4","5","0","500 W 700 S","2014-01-02T07:57:00.000","134","Z3","2014-01-02T07:57:00.000","7399-1","PUBLIC ORDER","1887430","882064"
"SL2014580","SALT LAKE CITY","2","5","280","1900 S MILESTONE DR","2014-01-02T08:58:00.000","124","Z2","2014-01-02T08:58:00.000","2899-0","STOLEN PROP","1871336","873228"
"SL2014720","SALT LAKE CITY","4","5","90F","500 E LOWELL AVE","2014-01-02T13:43:00.000","144","Z4","2014-01-02T13:43:00.000","3802-0","FAMILY OFFENSES","1896044","881568"
"SL2014656","SALT LAKE CITY","4","5","0","400 S 400 E","2014-01-02T11:37:00.000","144","Z4","2014-01-02T11:37:00.000","7399-3","PUBLIC ORDER","1895065","884086"
"SL2014754","SALT LAKE CITY","5","5","0","300 W HOPE AVE","2014-01-02T14:47:00.000","152","Z5","2014-01-02T14:47:00.000","7399-5","PUBLIC ORDER","1889051","876511"
"SL2014668","SALT LAKE CITY","6","5","0","2000 S WASATCH DR","2014-01-02T11:50:00.000","163","Z6","2014-01-02T11:50:00.000","7399-1","PUBLIC ORDER","1913266","872025"
