"case","city","council","day_of_week","ibr_code","location","occ_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20143581","SALT LAKE CITY","4","3","23C","300 S 900 E","2014-01-07T20:02:00.000","143","Z4","2014-01-07T20:02:00.000","2303-0","LARCENY","1898972","885047"
"SL20143593","SALT LAKE CITY","2","3","90J","00 N RIO GRANDE ST","2014-01-07T20:30:00.000","132","Z3","2014-01-07T20:30:00.000","5707-0","INV OF PRIVACY","1888267","865698"
"SL20143594","SALT LAKE CITY","1","3","26B","1700 W 700 N","2014-01-07T20:31:00.000","113","Z1","2014-01-07T20:31:00.000","2605-0","FRAUD","1878400","893204"
"SL20143618","SALT LAKE CITY","4","3","23F","00 S 500 W","2014-01-07T21:54:00.000","132","Z3","2014-01-07T21:54:00.000","2305-0","LARCENY","1887884","887183"
"SL20143631","SALT LAKE CITY","6","3","23F","1600 E SHERMAN AVE","2014-01-07T22:17:00.000","154","Z5","2014-01-07T22:17:00.000","2305-0","LARCENY","1904615","876940"
"SL20143673","SALT LAKE CITY","5","3","90Z","1100 S 300 W","2014-01-07T22:11:00.000","152","Z5","2014-01-08T22:11:00.000","4902-7","ESCAPE","1889433","878648"
"SL20143258","SALT LAKE CITY","7","3","23D","2100 S 1700 E","2014-01-07T11:47:00.000","163","Z6","2014-01-07T11:47:00.000","2308-0","LARCENY","1905397","871097"
"SL20143418","SALT LAKE CITY","2","3","0","3200 W 2100 S","2014-01-07T15:05:00.000","124","Z2","2014-01-07T15:05:00.000","5499-8","TRAFFIC","1870585","872672"
"SL20143251","SALT LAKE CITY","4","3","0","400 S WEST TEMPLE ST","2014-01-07T11:20:00.000","135","Z3","2014-01-07T11:20:00.000","5499-8","TRAFFIC","1891041","884374"
"SL20143293","SALT LAKE CITY","7","3","23H","2100 S 1300 E","2014-01-07T13:30:00.000","163","Z6","2014-01-08T06:20:00.000","2399-17","LARCENY","1902089","871422"
"SL20143340","SALT LAKE CITY","7","3","35A","2100 S 1300 E","2014-01-07T14:00:00.000","163","Z6","2014-01-08T07:46:00.000","3522-0","DRUGS","1902089","871422"
"SL20143309","SALT LAKE CITY","4","3","90Z","200 S 500 W","2014-01-07T13:14:00.000","132","Z3","2014-01-07T13:14:00.000","4902-0","ESCAPE","1887939","885945"
"SL20143250","SALT LAKE CITY","4","3","90G","100 W 400 S","2014-01-07T11:33:00.000","133","Z3","2014-01-07T11:33:00.000","4104-0","LIQUOR","1890440","884430"
"SL20143296","SALT LAKE CITY","5","3","90J","1000 S 200 W","2014-01-07T13:02:00.000","152","Z5","2014-01-07T13:02:00.000","5707-0","INV OF PRIVACY","1890229","879448"
"SL20143810","SALT LAKE CITY","7","3","90I","1300 E 2700 S","2014-01-07T17:45:00.000","163","Z6","2014-01-08T09:23:00.000","5324-0","PUBLIC PEACE","1902590","866847"
"SL20143603","SALT LAKE CITY","4","3","90G","300 W SOUTH TEMPLE ST","2014-01-07T20:50:00.000","132","Z3","2014-01-07T20:50:00.000","4104-0","LIQUOR","1889476","887543"
"SL20143364","SALT LAKE CITY","7","3","0","1700 S 700 E","2014-01-07T14:42:00.000","161","Z6","2014-01-07T14:42:00.000","5499-5","TRAFFIC","1897342","874468"
"SL20143359","SALT LAKE CITY","7","3","0","2200 S BRENTWOOD CIR","2014-01-07T14:25:00.000","163","Z6","2014-01-07T14:37:00.000","7399-0","PUBLIC ORDER","1911674","869996"
"SL20143506","SALT LAKE CITY",,"3","0","FOOTHILL DR / STRINGHAM AVE","2014-01-07T18:16:00.000","163","Z6","2014-01-07T19:48:00.000","5499-7","TRAFFIC","1913711","870162"
"SL20143358","SALT LAKE CITY","5","3","0","300 W 2100 S","2014-01-07T14:36:00.000","161","Z6","2014-01-07T14:36:00.000","5499-8","TRAFFIC","1889068","871605"
"SL20143489","SALT LAKE CITY","5","3","0","900 S 700 E","2014-01-07T17:46:00.000","153","Z5","2014-01-07T17:46:00.000","5499-8","TRAFFIC","1897366","880394"
"SL20143419","SALT LAKE CITY","7","3","0","900 E 2100 S","2014-01-07T15:59:00.000","162","Z6","2014-01-07T15:59:00.000","5499-8","TRAFFIC","1899273","871497"
"SL20143381","SALT LAKE CITY","2","3","0","1400 S 800 W","2014-01-07T15:06:00.000","123","Z2","2014-01-07T15:06:00.000","5499-8","TRAFFIC","1885464","876577"
"SL20143366","SALT LAKE CITY","2","3","23C","100 N 900 W","2014-01-07T14:45:00.000","112","Z1","2014-01-07T14:45:00.000","2303-0","LARCENY","1884782","888792"
"SL20143380","SALT LAKE CITY","4","3","90G","200 E 400 S","2014-01-07T16:45:00.000","135","Z3","2014-01-07T16:45:00.000","4104-0","LIQUOR","1893478","884359"
"SL20143399","SALT LAKE CITY","4","3","90G","400 S 200 E","2014-01-07T15:38:00.000","135","Z3","2014-01-07T15:38:00.000","4104-0","LIQUOR","1893420","884365"
"SL20143415","SALT LAKE CITY","4","3","23D","00 S RIO GRANDE ST","2014-01-07T15:55:00.000","132","Z3","2014-01-07T15:55:00.000","2308-0","LARCENY","1888237","887060"
"SL20143467","SALT LAKE CITY","4","3","90Z","200 E 400 S","2014-01-07T15:06:00.000","135","Z3","2014-01-07T15:06:00.000","4902-0","ESCAPE","1893540","884358"
"SL20143520","SALT LAKE CITY","4","3","13B","200 S RIO GRANDE ST","2014-01-07T18:36:00.000","132","Z3","2014-01-07T18:36:00.000","1313-0","ASSAULT","1888238","885862"
"SL20143582","SALT LAKE CITY","4","3","90G","300 S 400 W","2014-01-07T20:10:00.000","132","Z3","2014-01-07T20:10:00.000","4104-0","LIQUOR","1888667","885099"
"SL20143642","SALT LAKE CITY","4","3","35B","400 W 200 S","2014-01-07T22:40:00.000","132","Z3","2014-01-07T22:40:00.000","3550-0","DRUGS","1888453","885963"
"SL20143646","SALT LAKE CITY","4","3","90Z","400 W 200 S","2014-01-07T22:40:00.000","132","Z3","2014-01-07T22:40:00.000","4902-0","ESCAPE","1888453","885963"
"SL20144053","SALT LAKE CITY","5","3","23F","1000 S WINDSOR ST","2014-01-07T22:30:00.000","153","Z5","2014-01-08T15:43:00.000","2305-0","LARCENY","1898615","879328"
"SL20143284","SALT LAKE CITY","4","3","0","200 E 400 S","2014-01-07T12:27:00.000","133","Z3","2014-01-07T12:27:00.000","5499-8","TRAFFIC","1893592","884418"
"SL20143468","SALT LAKE CITY","1","3","0","5200 W DOUGLAS CORRIGAN WAY","2014-01-07T17:09:00.000","113","Z1","2014-01-07T17:09:00.000","5499-8","TRAFFIC","1857399","888631"
"SL20143474","SALT LAKE CITY","4","3","0","600 E 400 S","2014-01-07T17:19:00.000","144","Z4","2014-01-07T17:19:00.000","5499-8","TRAFFIC","1896644","884347"
"SL20143512","SALT LAKE CITY","4","3","0","600 S 300 W","2014-01-07T18:23:00.000","134","Z3","2014-01-07T18:23:00.000","5499-8","TRAFFIC","1889450","882796"
"SL20143976","SALT LAKE CITY",,"3","0","STATE ST / NORTH TEMPLE ST","2014-01-07T14:17:00.000","141","Z4","2014-01-08T15:46:00.000","5499-8","TRAFFIC","1892675","888362"
"SL20144069","SALT LAKE CITY","2","3","0","1500 W 2100 S","2014-01-07T17:00:00.000","123","Z2","2014-01-08T15:57:00.000","7399-6","PUBLIC ORDER","1879865","871758"
"SL20143442","SALT LAKE CITY","4","3","90Z","400 S STATE ST","2014-01-07T15:00:00.000","135","Z3","2014-01-07T16:24:00.000","5401-0","TRAFFIC","1892626","883989"
"SL20144279","SALT LAKE CITY","1","3","0","500 N TERMINAL NORTHBOUND DR","2014-01-07T23:35:00.000","113","Z1","2014-01-08T23:42:00.000","7399-6","PUBLIC ORDER","1866905","891511"
"SL20144352","SALT LAKE CITY","5","3","220","200 E COATSVILLE AVE","2014-01-07T15:00:00.000","161","Z6","2014-01-09T09:07:00.000","2202-0","BURGLARY","1893753","873736"
"SL20143533","SALT LAKE CITY","2","3","35A","00 N 1000 W","2014-01-07T19:02:00.000","112","Z1","2014-01-07T19:02:00.000","3599-0","DRUGS","1883927","888053"
"SL20143535","SALT LAKE CITY","1","3","35A","200 S SURPRISE AVE","2014-01-07T19:02:00.000",,"ADM","2014-01-07T19:02:00.000","3599-0","DRUGS","111111111","111111111"
"SL20143610","SALT LAKE CITY","4","3","90J","400 W 500 S","2014-01-07T21:44:00.000","134","Z3","2014-01-07T21:44:00.000","5707-0","INV OF PRIVACY","1888561","883645"
"SL20143918","SALT LAKE CITY","4","3","13C","00 S 900 E","2014-01-07T16:00:00.000","143","Z4","2014-01-08T13:13:00.000","1316-2","ASSAULT","1899040","887040"
"SL20145669","SALT LAKE CITY","2","3","90Z","1200 W 1700 S","2014-01-07T02:09:00.000","123","Z2","2014-01-07T02:09:00.000","4902-0","ESCAPE","1882207","874559"
"SL2014800019","SALT LAKE CITY","5","3","90Z","1200 S MAIN ST","2014-01-07T07:00:00.000","152","Z5","2014-01-08T12:26:00.000","5401-0","TRAFFIC","1891809","877779"
"SL20143858","SALT LAKE CITY","5","3","23H","200 E BELMONT AVE","2014-01-07T23:00:00.000","152","Z5","2014-01-08T11:06:00.000","2399-18","LARCENY","1893844","879751"
"SL2014800050","SALT LAKE CITY","5","3","0","1300 E GILMER DR","2014-01-07T10:15:00.000","154","Z5","2014-01-07T14:23:00.000","7399-6","PUBLIC ORDER","1902513","879466"
"SL2014800052","SALT LAKE CITY","1","3","90Z","400 N 1300 W","2014-01-07T08:04:00.000","112","Z1","2014-01-07T18:21:00.000","5309-0","PUBLIC PEACE","1881524","891371"
"SL20147355","SALT LAKE CITY","4","3","0","200 S MAIN ST","2014-01-07T15:54:00.000","133","Z3","2014-01-14T15:54:00.000","2499-16","STOLEN VEHICLE","1891898","885469"
"SL2014800062","SALT LAKE CITY","7","3","23F","1000 E WILSON AVE","2014-01-07T21:50:00.000","162","Z6","2014-01-08T13:54:00.000","2305-0","LARCENY","1899946","873793"
"SL2014800070","SALT LAKE CITY","3","3","26C","300 E 5TH AVE","2014-01-07T17:00:00.000","141","Z4","2014-01-09T17:44:00.000","2699-1","FRAUD","1894979","889621"
"SL20143537","SALT LAKE CITY","1","3","35A","200 S SURPRISE AVE","2014-01-07T13:00:00.000",,"ADM","2014-01-07T13:00:00.000","3599-0","DRUGS","111111111","111111111"
"SL20143542","SALT LAKE CITY","1","3","35A","200 S SURPRISE AVE","2014-01-07T19:04:00.000",,"ADM","2014-01-07T19:04:00.000","3599-0","DRUGS","111111111","111111111"
"SL20143540","SALT LAKE CITY","1","3","35A","200 S SURPRISE AVE","2014-01-07T19:04:00.000",,"ADM","2014-01-07T19:04:00.000","3599-0","DRUGS","111111111","111111111"
"SL20143546","SALT LAKE CITY","7","3","0","2800 S HIGHLAND DR","2014-01-07T19:06:00.000","163","Z6","2014-01-07T19:06:00.000","1299-94","ROBBERY","1901954","865984"
"SL20143551","SALT LAKE CITY","1","3","35A","200 S SURPRISE AVE","2014-01-07T19:07:00.000",,"ADM","2014-01-07T19:07:00.000","3599-0","DRUGS","111111111","111111111"
"SL201415281","SALT LAKE CITY","2","3","23F","200 S PUEBLO ST","2014-01-07T16:04:00.000","121","Z2","2014-01-28T16:04:00.000","2305-0","LARCENY","1880432","885471"
"SL20143189","SALT LAKE CITY","2","3","0","1700 W NORTH TEMPLE ST","2014-01-07T09:06:00.000","113","Z1","2014-01-07T09:06:00.000","7399-6","PUBLIC ORDER","1878534","888388"
