"case","city","city_council","day_of_week","ibr_code","location","occur_date","police_gird","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20101851","SALT LAKE CITY","6","2","290","2000 S 1300 E                                                                                            ","01/04/2010 12:00:00 AM","SUG","236","2010-01-04T00:00:00.000","2901-1","DAMAGED PROP","1902150","871953"
"SL20101845","SALT LAKE CITY","5","2","90Z","1000 S WEST TEMPLE ST                                                                                    ","01/04/2010 12:00:00 AM","PEF","231","2010-01-04T00:00:00.000","5401-0","TRAFFIC","1891078","878745"
"SL20101932","SALT LAKE CITY","4","2","23F","100 W 400 S                                                                                             ","01/04/2010 12:00:00 AM","DTN","115","2010-01-04T00:00:00.000","2305-0","LARCENY","1890926","884368"
"SL20101910","SALT LAKE CITY","3","2","220","300 N CENTER ST                                                                                         ","01/04/2010 12:00:00 AM","CAH","111","2010-01-04T00:00:00.000","2204-0","BURGLARY","1891123","890760"
"SL20101887","SALT LAKE CITY","2","2","23H","2000 S 900 W                                                                                             ","01/04/2010 12:00:00 AM","WSL","153","2010-01-04T00:00:00.000","2309-0","LARCENY","1884684","872260"
"SL20101956","SALT LAKE CITY",,"2","0",,"01/04/2010 12:00:00 AM","40","40","2010-01-04T00:00:00.000","7399-6","PUBLIC ORDER","1867367","893605"
"SL20101821","SALT LAKE CITY","1","2","220","2200 N REDWOOD RD                                                                                        ","01/04/2010 12:00:00 AM","ROP","131","2010-01-04T00:00:00.000","2203-0","BURGLARY","1878909","904557"
"SL20101871","SALT LAKE CITY","2","2","90Z","1900 W INDIANA AVE                                                                                       ","01/04/2010 12:00:00 AM","POP","154","2010-01-04T00:00:00.000","4902-0","ESCAPE","1876476","881083"
"SL20101891","SALT LAKE CITY","1","2","35B","1000 N REDWOOD RD                                                                                        ","01/04/2010 12:00:00 AM","ROP","131","2010-01-04T00:00:00.000","3550-0","DRUGS","1878625","896119"
"SL20101872","SALT LAKE CITY","2","2","90Z","1900 W INDIANA AVE                                                                                       ","01/04/2010 12:00:00 AM","POP","154","2010-01-04T00:00:00.000","4902-0","ESCAPE","1876270","881107"
"SL20101971","SALT LAKE CITY","4","2","100","600 S 800 E                                                                                             ","01/04/2010 12:00:00 AM","EAC","215","2010-01-04T00:00:00.000","1099-6","KIDNAP","1898168","882301"
"SL20101992","SALT LAKE CITY","1","2","23G","500 N TERMINAL NORTHBOUND DR                                                                            ","01/04/2010 12:00:00 AM","JOM","133","2010-01-04T00:00:00.000","2304-0","LARCENY","1866905","891511"
"SL20101906","SALT LAKE CITY",,"2","0",,"01/04/2010 12:00:00 AM","40","40","2010-01-04T00:00:00.000","5499-7","TRAFFIC","1867367","893605"
"SL20101942","SALT LAKE CITY","4","2","0","300 S 300 E                                                                                             ","01/04/2010 12:00:00 AM","CEC","113","2010-01-04T00:00:00.000","7399-1","PUBLIC ORDER","1894216","885154"
"SL20102027","SALT LAKE CITY","2","2","23G","1800 S 4650 W                                                                                            ","01/04/2010 12:00:00 AM","WSL","154","2010-01-04T00:00:00.000","2304-0","LARCENY","1860965","873567"
"SL20102028","SALT LAKE CITY","4","2","0","200 S WEST TEMPLE ST                                                                                    ","01/04/2010 12:00:00 AM","DTN","113","2010-01-04T00:00:00.000","5499-12","TRAFFIC","1891045","885510"
"SL20101943","SALT LAKE CITY","5","2","23C","300 W HOPE AVE                                                                                          ","01/04/2010 12:00:00 AM","PEF","231","2010-01-04T00:00:00.000","2303-0","LARCENY","1889051","876511"
"SL20102066","SALT LAKE CITY","7","2","0","800 E ASHTON AVE                                                                                        ","01/04/2010 12:00:00 AM","SUG","235","2010-01-04T00:00:00.000","2499-14","STOLEN VEHICLE","1898764","869539"
"SL20102035","SALT LAKE CITY","2","2","90I","1600 W SECRET GARDEN PL                                                                                  ","01/04/2010 12:00:00 AM","WSL","153","2010-01-04T00:00:00.000","5324-0","PUBLIC PEACE","1879159","874943"
"SL20102080","SALT LAKE CITY","1","2","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/04/2010 12:00:00 AM","WES","133","2010-01-04T00:00:00.000","7399-1","PUBLIC ORDER","1867036","893752"
"SL20101768","SALT LAKE CITY","4","2","120","200 S 300 W                                                                                             ","01/04/2010 12:00:00 AM","DTN","112","2010-01-04T00:00:00.000","1206-0","ROBBERY","1889463","885976"
"SL20106858","MAGNA",,"3","90Z",,"01/12/2010 12:00:00 AM","11","11","2010-01-12T00:00:00.000","3599-99","DRUGS","1826034","884694"
"SL20101822","SALT LAKE CITY","2","2","220","1700 S 4250 W                                                                                            ","01/04/2010 12:00:00 AM","WSL","154","2010-01-04T00:00:00.000","2203-0","BURGLARY","1863635","874208"
"SL20102061","SALT LAKE CITY","4","2","13B","000 E 400 S                                                                                             ","01/04/2010 12:00:00 AM","DTN","113","2010-01-04T00:00:00.000","1313-0","ASSAULT","1891935","884424"
"SL20101949","SALT LAKE CITY","7","2","23C","1100 E BRICKYARD RD                                                                                      ","01/04/2010 12:00:00 AM","SUG","235","2010-01-04T00:00:00.000","2303-0","LARCENY","1900883","863411"
"SL20101753","SALT LAKE CITY","7","2","0","700 E 1700 S                                                                                            ","01/04/2010 12:00:00 AM","SUG","235","2010-01-04T00:00:00.000","5399-28","PUBLIC PEACE","1897384","874452"
"SL201027408","SALT LAKE CITY",,"1","90C",,"02/14/2010 12:00:00 AM","40","40","2010-02-14T00:00:00.000","7299-2","MORALS-DECENCY","1867367","893605"
"SL20102045","SALT LAKE CITY","5","2","220","100 E KELSEY AVE                                                                                        ","01/04/2010 12:00:00 AM","WEL","231","2010-01-04T00:00:00.000","2204-0","BURGLARY","1893052","878177"
"SL20101894","SALT LAKE CITY","4","2","23H","200 E 700 S                                                                                             ","01/04/2010 12:00:00 AM","CEC","115","2010-01-04T00:00:00.000","2309-0","LARCENY","1893794","881981"
"SL20102116","SALT LAKE CITY","5","2","35A","300 E KENSINGTON AVE                                                                                    ","01/04/2010 12:00:00 AM","LIW","232","2010-01-04T00:00:00.000","3510-0","DRUGS","1894235","875499"
"SL20101815","SALT LAKE CITY","3","2","290","500 E 11TH AVE                                                                                          ","01/04/2010 12:00:00 AM","AVE","211","2010-01-04T00:00:00.000","2999-1","DAMAGED PROP","1896939","892084"
"SL20101837","SALT LAKE CITY","2","2","23H","1900 W INDIANA AVE                                                                                       ","01/04/2010 12:00:00 AM","POP","154","2010-01-04T00:00:00.000","2309-0","LARCENY","1876652","881006"
"SL20102129","SALT LAKE CITY","7","2","90D","2800 S HIGHLAND DR                                                                                       ","01/04/2010 12:00:00 AM","SUG","236","2010-01-04T00:00:00.000","5404-3","TRAFFIC","1901954","865984"
"SL20101888","SALT LAKE CITY","5","2","35B","1300 S STATE ST                                                                                          ","01/04/2010 12:00:00 AM","PEF","231","2010-01-04T00:00:00.000","3550-0","DRUGS","1892600","877443"
"SL20101863","SALT LAKE CITY","5","2","290","1800 S 500 E                                                                                             ","01/04/2010 12:00:00 AM","LIW","234","2010-01-04T00:00:00.000","2902-0","DAMAGED PROP","1895815","873212"
"SL20101890","SALT LAKE CITY",,"2","290","000 CORTEZ ST                                                                                           ","01/04/2010 12:00:00 AM","CAH","111","2010-01-04T00:00:00.000","2902-0","DAMAGED PROP","1892945","891997"
"SL20101902","SALT LAKE CITY","4","2","90Z","500 W 700 S                                                                                             ","01/04/2010 12:00:00 AM","PEF","114","2010-01-04T00:00:00.000","5309-1","PUBLIC PEACE","1887430","882064"
"SL20101916","SALT LAKE CITY","5","2","90Z","1300 S STATE ST                                                                                          ","01/04/2010 12:00:00 AM","PEF","231","2010-01-04T00:00:00.000","4902-0","ESCAPE","1892600","877443"
"SL20101986","SALT LAKE CITY","7","2","0","2200 S 1300 E                                                                                            ","01/04/2010 12:00:00 AM","SUG","236","2010-01-04T00:00:00.000","5499-8","TRAFFIC","1902126","870438"
"SL20102015","SALT LAKE CITY","5","2","26A","1100 E YALE AVE                                                                                          ","01/04/2010 12:00:00 AM","EAC","232","2010-01-04T00:00:00.000","2699-0","FRAUD","1900820","878958"
"SL20102094","SALT LAKE CITY","1","2","13C","1700 W NORTH TEMPLE ST                                                                                   ","01/04/2010 12:00:00 AM","JOM","133","2010-01-04T00:00:00.000","1316-2","ASSAULT","1878497","888448"
"SL20102157","SALT LAKE CITY","4","2","0","400 S 600 E                                                                                             ","01/04/2010 12:00:00 AM","CEC","214","2010-01-04T00:00:00.000","5499-7","TRAFFIC","1896591","884360"
"SL20102119","SALT LAKE CITY","1","2","90Z","800 N NOCTURNE DR                                                                                       ","01/04/2010 12:00:00 AM","ROP","131","2010-01-04T00:00:00.000","4902-0","ESCAPE","1883365","894625"
"SL20102032","SALT LAKE CITY","4","2","26C","400 E 300 S                                                                                             ","01/04/2010 12:00:00 AM","CEC","212","2010-01-04T00:00:00.000","2699-1","FRAUD","1895466","885143"
"SL20102108","SALT LAKE CITY","5","2","220","1700 S WEST TEMPLE ST                                                                                    ","01/04/2010 12:00:00 AM","PEF","234","2010-01-04T00:00:00.000","2204-0","BURGLARY","1891000","874331"
"SL20102206","MAGNA",,"2","90Z",,"01/04/2010 12:00:00 AM","11","11","2010-01-04T00:00:00.000","3599-99","DRUGS","1826034","884694"
"SL20102056","SALT LAKE CITY","1","2","220","1200 W DUPONT AVE                                                                                        ","01/04/2010 12:00:00 AM","ROP","131","2010-01-04T00:00:00.000","2202-0","BURGLARY","1882107","897886"
"SL20102118","SALT LAKE CITY","7","2","290","2800 S HIGHLAND DR                                                                                       ","01/04/2010 12:00:00 AM","SUG","236","2010-01-04T00:00:00.000","2902-0","DAMAGED PROP","1901954","865984"
"SL20102207","MAGNA",,"2","90Z",,"01/04/2010 12:00:00 AM","11","11","2010-01-04T00:00:00.000","3599-99","DRUGS","1826034","884694"
"SL20102180","SALT LAKE CITY","4","2","13C","200 E 400 S                                                                                             ","01/04/2010 12:00:00 AM","CEC","115","2010-01-04T00:00:00.000","1316-1","ASSAULT","1893540","884358"
"SL20102150","SALT LAKE CITY","7","2","0","2500 S 700 E                                                                                             ","01/04/2010 12:00:00 AM","SUG","235","2010-01-04T00:00:00.000","5399-87","PUBLIC PEACE","1897288","867574"
"SL20102265",,,"2","0",,"01/04/2010 12:00:00 AM",,,"2010-01-04T00:00:00.000","5499-6","TRAFFIC",,
"SL20102231","SALT LAKE CITY","5","2","0","1700 S STATE ST                                                                                          ","01/04/2010 12:00:00 AM","PEF","234","2010-01-04T00:00:00.000","7399-1","PUBLIC ORDER","1892589","874489"
"SL20102208","MAGNA",,"2","90Z",,"01/04/2010 12:00:00 AM","11","11","2010-01-04T00:00:00.000","3599-99","DRUGS","1826034","884694"
"SL20102277","SALT LAKE CITY","2","2","0","1400 S 700 W                                                                                             ","01/04/2010 12:00:00 AM","WSL","153","2010-01-04T00:00:00.000","2499-14","STOLEN VEHICLE","1886240","876450"
"SL20102168","SOUTH SALT LAKE",,"2","0",,"01/04/2010 12:00:00 AM","42","42","2010-01-04T00:00:00.000","7399-5","PUBLIC ORDER","1897217","861900"
"SL20102249","SALT LAKE CITY","4","2","0","100 W 500 S                                                                                             ","01/04/2010 12:00:00 AM","DTN","115","2010-01-04T00:00:00.000","2499-15","STOLEN VEHICLE","1890665","883638"
"SL20101795","SALT LAKE CITY","5","2","290","1300 S EDISON ST                                                                                         ","01/04/2010 12:00:00 AM","LIW","231","2010-01-04T00:00:00.000","2902-0","DAMAGED PROP","1893007","877078"
"SL20102209","MAGNA",,"2","35A",,"01/04/2010 12:00:00 AM","11","11","2010-01-04T00:00:00.000","3572-0","DRUGS","1826034","884694"
"SL20102284","SALT LAKE CITY","4","2","35B","400 W 400 S                                                                                             ","01/04/2010 12:00:00 AM","DTN","114","2010-01-04T00:00:00.000","3550-0","DRUGS","1888251","884378"
"SL20102268","SALT LAKE CITY","4","2","290","800 S JEFFERSON ST                                                                                      ","01/04/2010 12:00:00 AM","PEF","115","2010-01-04T00:00:00.000","2902-1","DAMAGED PROP","1890616","881161"
"SL20102286","SALT LAKE CITY","5","2","0","200 W 2100 S                                                                                            ","01/04/2010 12:00:00 AM","PEF",,"2010-01-04T00:00:00.000","5499-5","TRAFFIC","1889830","871571"
"SL20102071","SALT LAKE CITY","3","2","13B","200 N 200 W                                                                                             ","01/04/2010 12:00:00 AM","CAH","111","2010-01-04T00:00:00.000","1313-0","ASSAULT","1890330","889557"
"SL20102096","SALT LAKE CITY","4","2","0","200 E 400 S                                                                                             ","01/04/2010 12:00:00 AM","CEC","115","2010-01-04T00:00:00.000","7399-1","PUBLIC ORDER","1893540","884358"
"SL20102098","SALT LAKE CITY","5","2","23C","300 W HOPE AVE                                                                                          ","01/04/2010 12:00:00 AM","PEF","231","2010-01-04T00:00:00.000","2303-0","LARCENY","1889051","876511"
"SL20102110","SALT LAKE CITY","4","2","90Z","000 E 400 S                                                                                             ","01/04/2010 12:00:00 AM","DTN","113","2010-01-04T00:00:00.000","4902-0","ESCAPE","1891935","884424"
"SL20102147","SALT LAKE CITY","1","2","90Z","500 N REDWOOD RD                                                                                        ","01/04/2010 12:00:00 AM","JOM","133","2010-01-04T00:00:00.000","5401-0","TRAFFIC","1878492","891895"
"SL20102152","SALT LAKE CITY","2","2","13C","900 S 3800 W                                                                                            ","01/04/2010 12:00:00 AM","WSL","154","2010-01-04T00:00:00.000","1316-3","ASSAULT","1866711","880043"
"SL20102167","SALT LAKE CITY","3","2","520","1600 N CHICAGO ST                                                                                        ","01/04/2010 12:00:00 AM","CAH","111","2010-01-04T00:00:00.000","5201-0","WEAPON OFFENSE","1884361","899568"
"SL20102181","SALT LAKE CITY","7","2","23F","1000 E 2100 S                                                                                            ","01/04/2010 12:00:00 AM","SUG","235","2010-01-04T00:00:00.000","2305-0","LARCENY","1899884","871555"
"SL20107597","SALT LAKE CITY","1","5","240",,"01/14/2010 12:00:00 AM","JOM","133","2010-01-14T00:00:00.000","2499-17","STOLEN VEHICLE","1877236","889740"
"SL20102193","SALT LAKE CITY","1","2","23C","1100 W 600 N                                                                                             ","01/04/2010 12:00:00 AM","ROP","131","2010-01-04T00:00:00.000","2303-0","LARCENY","1882583","892384"
"SL20102202","SALT LAKE CITY","4","2","23C","400 S 500 E                                                                                             ","01/04/2010 12:00:00 AM","CEC","214","2010-01-04T00:00:00.000","2303-0","LARCENY","1895856","883946"
"SL20102237","SALT LAKE CITY","2","2","90Z","700 W 400 N                                                                                             ","01/04/2010 12:00:00 AM","STF","132","2010-01-04T00:00:00.000","5309-0","PUBLIC PEACE","1886235","890784"
"SL20102242","SALT LAKE CITY","2","2","0","1400 S UTAH ST                                                                                           ","01/04/2010 12:00:00 AM","WSL","153","2010-01-04T00:00:00.000","7399-11","PUBLIC ORDER","1879247","876379"
"SL20102243","SALT LAKE CITY","5","2","23C","300 W HOPE AVE                                                                                          ","01/04/2010 12:00:00 AM","PEF","231","2010-01-04T00:00:00.000","2303-0","LARCENY","1889051","876511"
"SL20102248","SALT LAKE CITY","3","2","0","200 W 400 N                                                                                             ","01/04/2010 12:00:00 AM","CAH","111","2010-01-04T00:00:00.000","5399-28","PUBLIC PEACE","1890144","890768"
"SL20102250","SALT LAKE CITY","4","2","23H","300 E 200 S                                                                                             ","01/04/2010 12:00:00 AM","CEC","212","2010-01-04T00:00:00.000","2399-0","LARCENY","1894390","886000"
"SL20102258","SALT LAKE CITY","6","2","290","900 S DIESTEL RD                                                                                        ","01/04/2010 12:00:00 AM","YAL","233","2010-01-04T00:00:00.000","2999-0","DAMAGED PROP","1904932","880042"
"SL20102264","SALT LAKE CITY","5","2","23F","1400 S STATE ST                                                                                          ","01/04/2010 12:00:00 AM","PEF","231","2010-01-04T00:00:00.000","2305-0","LARCENY","1892595","876120"
"SL20102296","SALT LAKE CITY","7","2","23F","2600 E THUNDERBIRD DR                                                                                    ","01/04/2010 12:00:00 AM","EAB","236","2010-01-04T00:00:00.000","2305-0","LARCENY","1913872","870286"
"SL20102306","SALT LAKE CITY","5","2","35B","200 W 2100 S                                                                                            ","01/04/2010 12:00:00 AM","PEF","234","2010-01-04T00:00:00.000","3550-0","DRUGS","1889823","871601"
"SL2010800009","SALT LAKE CITY","4","2","23G","400 E 400 S                                                                                             ","01/04/2010 12:00:00 AM","CEC","214","2010-01-04T00:00:00.000","2304-0","LARCENY","1895704","884350"
"SL20102297","SALT LAKE CITY","5","2","23C","500 E 2100 S                                                                                            ","01/04/2010 12:00:00 AM","LIW","234","2010-01-04T00:00:00.000","2303-0","LARCENY","1895818","871573"
"SL20101885","SALT LAKE CITY","4","2","0","300 S 200 E                                                                                             ","01/04/2010 12:00:00 AM","CEC","113","2010-01-04T00:00:00.000","5499-7","TRAFFIC","1893481","884759"
"SL20101976","SALT LAKE CITY","1","2","90Z","700 N REDWOOD RD                                                                                        ","01/04/2010 12:00:00 AM","WES","131","2010-01-04T00:00:00.000","5401-0","TRAFFIC","1878506","893837"
"SL20102003","SALT LAKE CITY","7","2","0","2800 S HIGHLAND DR                                                                                       ","01/04/2010 12:00:00 AM","SUG","236","2010-01-04T00:00:00.000","5499-7","TRAFFIC","1902098","865459"
"SL20101961","SALT LAKE CITY","4","2","0","600 E 400 S                                                                                             ","01/04/2010 12:00:00 AM","CEC","212","2010-01-04T00:00:00.000","5499-7","TRAFFIC","1896979","884405"
"SL20102089","SALT LAKE CITY","7","2","0","2200 S 900 E                                                                                             ","01/04/2010 12:00:00 AM","SUG","235","2010-01-04T00:00:00.000","5499-7","TRAFFIC","1898971","870648"
"SL20102040","SALT LAKE CITY","5","2","0","100 E 1300 S                                                                                            ","01/04/2010 12:00:00 AM","WEL","231","2010-01-04T00:00:00.000","5499-7","TRAFFIC","1892862","877486"
"SL20102151","SALT LAKE CITY","7","2","0","2700 S 2000 E                                                                                            ","01/04/2010 12:00:00 AM","SUG","236","2010-01-04T00:00:00.000","5499-7","TRAFFIC","1907563","866859"
"SL20102103","SALT LAKE CITY","4","2","0","800 E 800 S                                                                                             ","01/04/2010 12:00:00 AM","EAC","215","2010-01-04T00:00:00.000","5499-8","TRAFFIC","1898760","881171"
"SL20102022","SALT LAKE CITY","7","2","0","2200 S 1300 E                                                                                            ","01/04/2010 12:00:00 AM","SUG","236","2010-01-04T00:00:00.000","5499-8","TRAFFIC","1902127","870690"
"SL20102188","SALT LAKE CITY","4","2","23C","000 S RIO GRANDE ST                                                                                     ","01/04/2010 12:00:00 AM","DTN","112","2010-01-04T00:00:00.000","2303-0","LARCENY","1888248","886894"
"SL20102378","SALT LAKE CITY","3","2","240","400 E 6TH AVE                                                                                           ","01/04/2010 12:00:00 AM","AVE","211","2010-01-05T00:00:00.000","2499-13","STOLEN VEHICLE","1896261","890086"
"SL20102434","SALT LAKE CITY","6","2","23F","1400 S FOOTHILL DR                                                                                       ","01/04/2010 12:00:00 AM","BOH","233","2010-01-05T00:00:00.000","2305-0","LARCENY","1909933","876703"
"SL20102235","SALT LAKE CITY","4","2","90G","300 W SOUTH TEMPLE ST                                                                                   ","01/04/2010 12:00:00 AM","DTN","112","2010-01-04T00:00:00.000","4104-0","LIQUOR","1889476","887543"
"SL20101990","SALT LAKE CITY","5","2","280","1700 S STATE ST                                                                                          ","01/04/2010 12:00:00 AM","PEF","234","2010-01-04T00:00:00.000","2801-0","STOLEN PROP","1892587","873962"
"SL20102416","SALT LAKE CITY","7","2","23D","2700 S CHADWICK ST                                                                                       ","01/04/2010 12:00:00 AM","SUG","236","2010-01-05T00:00:00.000","2308-0","LARCENY","1903153","866824"
"SL20102020","SALT LAKE CITY","2","2","0","1400 S 800 W                                                                                             ","01/04/2010 12:00:00 AM","WSL","153","2010-01-04T00:00:00.000","5499-8","TRAFFIC","1885464","876577"
"SL20101993","SALT LAKE CITY","5","2","0","1300 S 300 W                                                                                             ","01/04/2010 12:00:00 AM","PEF","231","2010-01-04T00:00:00.000","5499-7","TRAFFIC","1889429","877457"
"SL20102458","SALT LAKE CITY","5","2","0","300 W WHITNEY AVE                                                                                       ","01/04/2010 12:00:00 AM","PEF","231","2010-01-05T00:00:00.000","2499-16","STOLEN VEHICLE","1888822","876188"
"SL20101969","SALT LAKE CITY","4","2","0","200 S MAIN ST                                                                                           ","01/04/2010 12:00:00 AM","DTN","113","2010-01-04T00:00:00.000","7399-1","PUBLIC ORDER","1891898","885545"
"SL20101849","SALT LAKE CITY","4","2","23H","100 E 600 S                                                                                             ","01/04/2010 12:00:00 AM","CEC","115","2010-01-04T00:00:00.000","2309-0","LARCENY","1892923","882777"
"SL20101981","SALT LAKE CITY","5","2","90Z","300 W LUCY AVE                                                                                          ","01/04/2010 12:00:00 AM","PEF","231","2010-01-04T00:00:00.000","4902-0","ESCAPE","1889258","877805"
"SL20102113","SALT LAKE CITY","2","2","0","2000 S 900 W                                                                                             ","01/04/2010 12:00:00 AM","WSL","153","2010-01-04T00:00:00.000","5499-8","TRAFFIC","1884684","872260"
"SL20102514","SALT LAKE CITY","5","2","0","1400 S 200 E                                                                                             ","01/04/2010 12:00:00 AM","LIW","231","2010-01-05T00:00:00.000","7399-7","PUBLIC ORDER","1893448","876295"
"SL20102272","SALT LAKE CITY","4","2","0","800 S WEST TEMPLE ST                                                                                    ","01/04/2010 12:00:00 AM","PEF","115","2010-01-04T00:00:00.000","5499-8","TRAFFIC","1891028","881205"
"SL20102523","SALT LAKE CITY","5","2","90Z","1300 S EDISON ST                                                                                         ","01/04/2010 12:00:00 AM","LIW","231","2010-01-05T00:00:00.000","5309-0","PUBLIC PEACE","1893007","877081"
"SL20102189","SOUTH SALT LAKE",,"2","90Z",,"01/04/2010 12:00:00 AM","42","42","2010-01-04T00:00:00.000","4902-0","ESCAPE","1884331","860900"
"SL20101868","SALT LAKE CITY","5","2","90Z","900 S STATE ST                                                                                          ","01/04/2010 12:00:00 AM","WEL","231","2010-01-04T00:00:00.000","4902-0","ESCAPE","1892669","879697"
"SL20102210","MAGNA",,"2","90Z",,"01/04/2010 12:00:00 AM","11","11","2010-01-04T00:00:00.000","3599-99","DRUGS","1826034","884694"
"SL20101963","SALT LAKE CITY","4","2","0","600 E 400 S                                                                                             ","01/04/2010 12:00:00 AM","CEC","214","2010-01-04T00:00:00.000","5499-8","TRAFFIC","1896644","884347"
"SL20102241","SALT LAKE CITY","5","2","90Z","300 E KENSINGTON AVE                                                                                    ","01/04/2010 12:00:00 AM","LIW","232","2010-01-04T00:00:00.000","4902-0","ESCAPE","1894235","875499"
"SL2010800011","SALT LAKE CITY","3","2","290","700 E 10TH AVE                                                                                          ","01/04/2010 12:00:00 AM","AVE","211","2010-01-05T00:00:00.000","2999-0","DAMAGED PROP","1898159","891663"
"SL20102246","SALT LAKE CITY","4","2","90E","400 S MAIN ST                                                                                           ","01/04/2010 12:00:00 AM","DTN","115","2010-01-04T00:00:00.000","7399-26","PUBLIC ORDER","1891834","884387"
"SL20102257","SALT LAKE CITY",,"2","90Z","000 300 S                                                                                               ","01/04/2010 12:00:00 AM","POP","151","2010-01-04T00:00:00.000","5401-0","TRAFFIC","1881229","885227"
"SL20102651","SALT LAKE CITY","4","2","0","500 S MCCLELLAND ST                                                                                     ","01/04/2010 12:00:00 AM","EAC","215","2010-01-05T00:00:00.000","7399-7","PUBLIC ORDER","1900056","883015"
"SL20102125","SALT LAKE CITY","5","2","23D","000 E COATSVILLE AVE                                                                                    ","01/04/2010 12:00:00 AM","PEF","234","2010-01-04T00:00:00.000","2308-0","LARCENY","1892129","873728"
"SL20101718","SALT LAKE CITY","5","2","23F","1500 S MAJOR ST                                                                                          ","01/04/2010 12:00:00 AM","PEF","231","2010-01-04T00:00:00.000","2305-0","LARCENY","1892200","875749"
"SL20101808","SALT LAKE CITY","7","2","23F","1800 E HILLCREST AVE                                                                                     ","01/04/2010 12:00:00 AM","SUG","236","2010-01-04T00:00:00.000","2305-0","LARCENY","1906289","868366"
"SL20101811","SALT LAKE CITY","4","2","23F","200 S 500 E                                                                                             ","01/04/2010 12:00:00 AM","CEC","212","2010-01-04T00:00:00.000","2305-0","LARCENY","1895862","885446"
"SL20101834","SALT LAKE CITY","3","2","23H","500 E NORTH HILLS DR                                                                                    ","01/04/2010 12:00:00 AM","AVE","211","2010-01-04T00:00:00.000","2309-0","LARCENY","1897167","893719"
"SL20101855","SALT LAKE CITY","3","2","290","1300 E CHANDLER DR                                                                                       ","01/04/2010 12:00:00 AM","AVE","211","2010-01-04T00:00:00.000","2903-0","DAMAGED PROP","1903600","891774"
"SL20101869","SALT LAKE CITY","5","2","23F","1900 S 300 E                                                                                             ","01/04/2010 12:00:00 AM","LIW","234","2010-01-04T00:00:00.000","2305-0","LARCENY","1894169","872163"
"SL20101879","SALT LAKE CITY","4","2","290","100 E 200 S                                                                                             ","01/04/2010 12:00:00 AM","CEC","113","2010-01-04T00:00:00.000","2999-0","DAMAGED PROP","1893275","886004"
"SL20101889","SALT LAKE CITY","4","2","0","200 W 400 S                                                                                             ","01/04/2010 12:00:00 AM","DTN","114","2010-01-04T00:00:00.000","7399-6","PUBLIC ORDER","1890223","884371"
"SL20101939","SALT LAKE CITY","4","2","23H","700 S STATE ST                                                                                          ","01/04/2010 12:00:00 AM","PEF","115","2010-01-04T00:00:00.000","2399-0","LARCENY","1892618","881991"
"SL20101974","SALT LAKE CITY","7","2","23H","2000 S 700 E                                                                                             ","01/04/2010 12:00:00 AM","SUG","235","2010-01-04T00:00:00.000","2399-0","LARCENY","1897380","871652"
"SL20102023","SALT LAKE CITY","4","2","23F","200 W 200 S                                                                                             ","01/04/2010 12:00:00 AM","DTN","112","2010-01-04T00:00:00.000","2305-0","LARCENY","1890027","886017"
"SL20102029","SALT LAKE CITY","3","2","0","1700 N BECK ST                                                                                           ","01/04/2010 12:00:00 AM","CAH","111","2010-01-04T00:00:00.000","7399-99","PUBLIC ORDER","1885019","900283"
"SL20102041","SALT LAKE CITY","5","2","23H","100 W WESTWOOD AVE                                                                                      ","01/04/2010 12:00:00 AM","PEF","234","2010-01-04T00:00:00.000","2309-0","LARCENY","1890747","872001"
"SL20102075","SALT LAKE CITY","4","2","23F","500 S 700 E                                                                                             ","01/04/2010 12:00:00 AM","EAC","215","2010-01-04T00:00:00.000","2305-0","LARCENY","1897439","883452"
"SL20102122","SALT LAKE CITY","4","2","23F","300 W PIERPONT AVE                                                                                      ","01/04/2010 12:00:00 AM","DTN","112","2010-01-04T00:00:00.000","2305-0","LARCENY","1889254","885536"
"SL20102138","SALT LAKE CITY","3","2","23F","100 N D ST                                                                                              ","01/04/2010 12:00:00 AM","AVE","211","2010-01-04T00:00:00.000","2305-0","LARCENY","1895185","888582"
"SL20102238","SALT LAKE CITY","4","2","23F","700 E 500 S                                                                                             ","01/04/2010 12:00:00 AM","EAC","215","2010-01-04T00:00:00.000","2305-0","LARCENY","1897433","883552"
"SL2010800014","SALT LAKE CITY","7","2","0","1000 E 2100 S                                                                                            ","01/04/2010 12:00:00 AM","SUG","235","2010-01-06T00:00:00.000","7399-6","PUBLIC ORDER","1899791","871555"
"SL20102239","SALT LAKE CITY","5","2","90Z","300 E KENSINGTON AVE                                                                                    ","01/04/2010 12:00:00 AM","LIW","232","2010-01-04T00:00:00.000","4803-0","OBST POLICE","1894235","875499"
"SL20101852","SALT LAKE CITY","5","2","0","900 S STATE ST                                                                                          ","01/04/2010 12:00:00 AM","WEL","231","2010-01-04T00:00:00.000","5499-6","TRAFFIC","1892669","879697"
"SL20101875","SALT LAKE CITY","1","2","0","3800 W TERMINAL WESTBOUND DR                                                                             ","01/04/2010 12:00:00 AM","WES","133","2010-01-04T00:00:00.000","5499-7","TRAFFIC","1866465","893923"
"SL20102213","MAGNA",,"2","90Z",,"01/04/2010 12:00:00 AM","11","11","2010-01-04T00:00:00.000","3599-99","DRUGS","1826034","884694"
