"cases","city","city_council","day_of_week","ibr_code","location","occur_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL2009867","SALT LAKE CITY","4","6","90Z","500 S 200 E                                                                                             ","01/02/2009","CEC","115","01/02/2009","5309-0","PUBLIC PEACE","1893475","883156"
"SL2009779","SALT LAKE CITY","4","6","220","300 S 1200 E                                                                                            ","01/02/2009","EAC","213","01/02/2009","2202-0","BURGLARY","1901353","884732"
"SL2009816","SALT LAKE CITY","5","6","220","400 E HARVARD AVE                                                                                       ","01/02/2009","WEL","232","01/02/2009","2202-0","BURGLARY","1895384","878599"
"SL2009815","SALT LAKE CITY","2","6","220","800 W 200 N                                                                                             ","01/02/2009","STF","132","01/02/2009","2203-0","BURGLARY","1885325","889204"
"SL2009905","SALT LAKE CITY",,"6","0",,"01/02/2009","40","40","01/02/2009","7399-6","PUBLIC ORDER","1867367","893605"
"SL2009872","SALT LAKE CITY","2","6","0","1600 S BENNETT RD                                                                                        ","01/02/2009","WSL","154","01/02/2009","5499-12","TRAFFIC","1875903","875296"
"SL2009223546","WEST VALLEY CITY",,"7","23H",,"12/12/2009","43","43","12/21/2009","2399-0","LARCENY","1873843","859491"
"SL2009727","SALT LAKE CITY","7","6","0","2300 S FOOTHILL DR                                                                                       ","01/02/2009","SUG","236","01/02/2009","5499-7","TRAFFIC","1913778","869981"
"SL2009843","SALT LAKE CITY","7","6","23F","1000 E 2100 S                                                                                            ","01/02/2009","SUG","235","01/02/2009","2305-0","LARCENY","1899995","871554"
"SL2009883","SALT LAKE CITY","4","6","270","100 S 700 E                                                                                             ","01/02/2009","CEC","212","01/02/2009","2799-1","EMBEZZLEMENT","1897391","886315"
"SL2009959","SALT LAKE CITY","2","6","35A","900 W EUCLID AVE                                                                                        ","01/02/2009","POP","151","01/02/2009","3572-0","DRUGS","1884429","886433"
"SL2009987","SALT LAKE CITY",,"6","0",,"01/02/2009","40","40","01/02/2009","5499-84","TRAFFIC","1869639","890280"
"SL2009976","SALT LAKE CITY","7","6","0","1700 S 700 E                                                                                             ","01/02/2009","LIW","234","01/02/2009","5499-6","TRAFFIC","1897342","874468"
"SL2009923","SALT LAKE CITY","1","6","26C","1100 N MORTON DR                                                                                         ","01/02/2009","WES","131","01/02/2009","2699-1","FRAUD","1876958","896591"
"SL2009692","SALT LAKE CITY","5","6","0","1000 S 300 W                                                                                             ","01/02/2009","PEF","231","01/02/2009","7399-5","PUBLIC ORDER","1889436","879221"
"SL2009701","SALT LAKE CITY","5","6","0","1400 S 300 W                                                                                             ","01/02/2009","PEF","231","01/02/2009","7399-11","PUBLIC ORDER","1889484","876301"
"SL2009712","SALT LAKE CITY","6","6","23F","1600 E ROOSEVELT AVE                                                                                     ","01/02/2009","WAH","233","01/02/2009","2305-0","LARCENY","1904863","876035"
"SL2009722","SALT LAKE CITY","6","6","290","1600 E ROOSEVELT AVE                                                                                     ","01/02/2009","WAH","233","01/02/2009","2902-0","DAMAGED PROP","1904863","876035"
"SL2009755","SALT LAKE CITY","5","6","0","300 W HOPE AVE                                                                                          ","01/02/2009","PEF","231","01/02/2009","5399-28","PUBLIC PEACE","1889051","876511"
"SL2009884","SALT LAKE CITY","4","6","0","500 S 500 W                                                                                             ","01/02/2009","PEF","114","01/02/2009","7399-25","PUBLIC ORDER","1887867","882996"
"SL2009776","SALT LAKE CITY","3","6","220","000 S WOLCOTT ST                                                                                        ","01/02/2009","AVE","211","01/02/2009","2204-0","BURGLARY","1903565","886712"
"SL2009807","SALT LAKE CITY","4","6","0","400 S 600 E                                                                                             ","01/02/2009","CEC","214","01/02/2009","7399-1","PUBLIC ORDER","1896649","883941"
"SL2009814","SALT LAKE CITY","5","6","90J","300 W HARTWELL AVE                                                                                      ","01/02/2009","PEF","234","01/02/2009","5707-0","INV OF PRIVACY","1889137","872463"
"SL2009828","SALT LAKE CITY","5","6","120","1700 S PARK ST                                                                                           ","01/02/2009","LIW","234","01/02/2009","1206-0","ROBBERY","1896195","873668"
"SL20091017","SALT LAKE CITY","4","6","26B","100 W PIERPONT AVE                                                                                      ","01/02/2009","DTN","113","01/02/2009","2605-0","FRAUD","1890717","885557"
"SL2009901","SALT LAKE CITY","4","6","26B","000 S RIO GRANDE ST                                                                                     ","01/02/2009","DTN","112","01/02/2009","2605-0","FRAUD","1888298","886997"
"SL20091004","SALT LAKE CITY","5","6","0","900 S MAIN ST                                                                                           ","01/02/2009","PEF","231","01/02/2009","5499-5","TRAFFIC","1891819","880413"
"SL2009921","SALT LAKE CITY","3","6","0","000 S WOLCOTT ST                                                                                        ","01/02/2009","AVE","211","01/02/2009","5399-28","PUBLIC PEACE","1903567","887302"
"SL20091078","SALT LAKE CITY","7","6","0","800 E 2100 S                                                                                            ","01/02/2009","SUG","235","01/02/2009","5499-5","TRAFFIC","1898700","871560"
"SL20091072","SALT LAKE CITY","4","6","35A","200 S 500 W                                                                                             ","01/02/2009","DTN","112","01/02/2009","3532-0","DRUGS","1887878","885793"
"SL2009998","SALT LAKE CITY","1","6","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/02/2009","WES","133","01/02/2009","7399-99","PUBLIC ORDER","1867036","893752"
"SL2009881","SALT LAKE CITY","7","6","23F","1100 E ASHTON AVE                                                                                        ","01/02/2009","SUG","235","01/02/2009","2305-0","LARCENY","1900708","869772"
"SL20091019","SALT LAKE CITY","4","6","0","200 W 400 S                                                                                             ","01/02/2009","DTN","112","01/02/2009","5399-0","PUBLIC PEACE","1889948","884432"
"SL2009944","SALT LAKE CITY",,"6","0",,"01/02/2009","40","40","01/02/2009","7399-1","PUBLIC ORDER","1869739","890270"
"SL20091053","SALT LAKE CITY","1","6","220","800 N OAK TREE CT                                                                                       ","01/02/2009","ROP","131","01/02/2009","2202-0","BURGLARY","1884925","894516"
"SL20091028","SALT LAKE CITY","2","6","220","800 S 800 W                                                                                             ","01/02/2009","POP","152","01/02/2009","2202-0","BURGLARY","1885541","880645"
"SL20091062","SALT LAKE CITY","7","6","0","2100 S LINCOLN ST                                                                                        ","01/02/2009","SUG","235","01/02/2009","5499-7","TRAFFIC","1899285","871511"
"SL20091032","SALT LAKE CITY",,"6","0",,"01/02/2009","40","40","01/02/2009","5499-5","TRAFFIC","1867367","893605"
"SL20091016","SALT LAKE CITY","7","6","23F","2100 S 700 E                                                                                             ","01/02/2009","SUG","235","01/02/2009","2305-0","LARCENY","1897319","871514"
"SL20091085","SALT LAKE CITY","5","6","120","1200 S STATE ST                                                                                          ","01/02/2009","WEL","231","01/02/2009","1201-0","ROBBERY","1892662","877856"
"SL2009724","SALT LAKE CITY","5","6","90I","1700 S 600 E                                                                                             ","01/02/2009","LIW","234","01/02/2009","5324-0","PUBLIC PEACE","1896548","873672"
"SL2009913","SALT LAKE CITY","5","6","23F","300 W 2100 S                                                                                            ","01/02/2009","PEF","234","01/02/2009","2305-0","LARCENY","1889068","871605"
"SL2009930","SALT LAKE CITY","3","6","90E","400 E 6TH AVE                                                                                           ","01/02/2009","AVE","211","01/02/2009","7399-26","PUBLIC ORDER","1895664","890030"
"SL2009937","SALT LAKE CITY","3","6","23H","400 E 6TH AVE                                                                                           ","01/02/2009","AVE","211","01/02/2009","2399-0","LARCENY","1895664","890030"
"SL2009894","SALT LAKE CITY","7","6","0","2100 S 800 E                                                                                             ","01/02/2009","SUG","235","01/02/2009","5499-8","TRAFFIC","1898124","871523"
"SL20091119","SALT LAKE CITY","4","6","13B","600 W 100 S                                                                                             ","01/02/2009","DTN","112","01/02/2009","1313-0","ASSAULT","1887097","886820"
"SL2009668","SALT LAKE CITY","3","6","0","100 E EDGECOMBE DR                                                                                      ","01/02/2009","CAH","111","01/02/2009","5399-28","PUBLIC PEACE","1892576","894128"
"SL20091005","SALT LAKE CITY","3","6","220","600 E 5TH AVE                                                                                           ","01/02/2009","AVE","211","01/02/2009","2202-0","BURGLARY","1897835","889663"
"SL20091188","SALT LAKE CITY","2","6","0","1600 W CALIFORNIA AVE                                                                                    ","01/02/2009","WSL","153","01/02/2009","5499-5","TRAFFIC","1878828","877101"
"SL20091168","SALT LAKE CITY","1","6","0",,"01/02/2009","JOM","133","01/02/2009","7399-1","PUBLIC ORDER","1866905","891511"
"SL2009974","SALT LAKE CITY","1","6","90Z","1000 N VICTORIA WAY                                                                                      ","01/02/2009","ROP","131","01/02/2009","4902-0","ESCAPE","1884341","895670"
"SL2009963","SALT LAKE CITY","3","6","90Z","200 N RENDON CT                                                                                         ","01/02/2009","STF","111","01/02/2009","4902-0","ESCAPE","1886766","889685"
"SL2009731","SALT LAKE CITY","5","6","13C","1700 S 300 W                                                                                             ","01/02/2009","PEF","234","01/02/2009","1316-15","ASSAULT","1889474","873872"
"SL20091227","SALT LAKE CITY","1","6","23G","500 N MARION ST                                                                                         ","01/02/2009","STF","132","01/02/2009","2304-0","LARCENY","1883608","891885"
"SL20091210","SALT LAKE CITY","1","6","0",,"01/02/2009","JOM","133","01/02/2009","7399-1","PUBLIC ORDER","1866905","891511"
"SL20091224","SALT LAKE CITY","2","6","90D","100 N 900 W                                                                                             ","01/02/2009","STF","132","01/02/2009","5404-0","TRAFFIC","1884781","888619"
"SL20091222","SALT LAKE CITY","4","6","250","800 S 200 W                                                                                             ","01/02/2009","PEF","114","01/02/2009","2502-0","FORGERY","1890235","880949"
"SL20091229","SALT LAKE CITY","7","6","90D","2100 S 900 E                                                                                             ","01/02/2009","SUG","235","01/02/2009","5404-0","TRAFFIC","1898917","871520"
"SL2009848","SALT LAKE CITY","1","6","90Z","400 N REDWOOD RD                                                                                        ","01/02/2009","JOM","133","01/02/2009","7199-1","PROPERTY CRIME","1878488","891407"
"SL2009979","SALT LAKE CITY","7","6","23H","2500 S WELLINGTON ST                                                                                     ","01/02/2009","SUG","236","01/02/2009","2399-0","LARCENY","1906549","868166"
"SL2009981","SALT LAKE CITY","4","6","23C","700 S STATE ST                                                                                          ","01/02/2009","PEF","115","01/02/2009","2303-0","LARCENY","1892617","881581"
"SL20091035","SALT LAKE CITY","4","6","23C","700 S STATE ST                                                                                          ","01/02/2009","PEF","115","01/02/2009","2303-0","LARCENY","1892617","881581"
"SL20091059","SALT LAKE CITY","1","6","0","1800 W 1700 N                                                                                            ","01/02/2009","WES","131","01/02/2009","7399-3","PUBLIC ORDER","1877458","900831"
"SL20091066","SALT LAKE CITY","2","6","23H","900 W CALIFORNIA AVE                                                                                    ","01/02/2009","WSL","152","01/02/2009","2399-0","LARCENY","1884466","877101"
"SL20091075","SALT LAKE CITY","7","6","23F","1100 E ASHTON AVE                                                                                        ","01/02/2009","SUG","235","01/02/2009","2305-0","LARCENY","1900575","869712"
"SL2009880","SALT LAKE CITY","4","6","35B","500 W 700 S                                                                                             ","01/02/2009","PEF","114","01/02/2009","3550-0","DRUGS","1887430","882064"
"SL20091090","SALT LAKE CITY","2","6","23H","500 N GRANT ST                                                                                          ","01/02/2009","STF","132","01/02/2009","2399-0","LARCENY","1885925","891832"
"SL20091097","SALT LAKE CITY","5","6","90Z","1800 S MAIN ST                                                                                           ","01/02/2009","PEF","234","01/02/2009","5309-0","PUBLIC PEACE","1891793","873498"
"SL20091107","SALT LAKE CITY","5","6","0","900 S 900 E                                                                                             ","01/02/2009","EAL","232","01/02/2009","7399-5","PUBLIC ORDER","1898953","880389"
"SL20091129","SALT LAKE CITY","7","6","23F","2300 S BERKELEY ST                                                                                       ","01/02/2009","SUG","236","01/02/2009","2305-0","LARCENY","1909429","869050"
"SL20091116","SALT LAKE CITY","4","6","40A","200 S WEST TEMPLE ST                                                                                    ","01/02/2009","DTN","113","01/02/2009","4004-0","COMMERCIAL SEX","1891105","885480"
"SL20091242","SALT LAKE CITY","2","6","0","2100 W CALIFORNIA AVE                                                                                    ","01/02/2009","WSL","154","01/02/2009","2499-14","STOLEN VEHICLE","1875513","877149"
"SL20091131","SALT LAKE CITY","4","6","23F","900 E 400 S                                                                                             ","01/02/2009","EAC","215","01/02/2009","2305-0","LARCENY","1899108","884337"
"SL20091154","SALT LAKE CITY","5","6","120","500 E 1700 S                                                                                            ","01/02/2009","LIW","232","01/02/2009","1202-0","ROBBERY","1896113","874518"
"SL20091204","SALT LAKE CITY","1","6","220","800 N OAK TREE CT                                                                                       ","01/02/2009","ROP","131","01/02/2009","2204-0","BURGLARY","1884924","894322"
"SL2009992","SALT LAKE CITY","1","6","90J","1500 N MORTON DR                                                                                         ","01/02/2009","WES","131","01/02/2009","5707-0","INV OF PRIVACY","1876548","899953"
"SL20091038","SALT LAKE CITY","4","6","290","400 E 900 S                                                                                             ","01/02/2009","CEC","214","01/02/2009","2902-0","DAMAGED PROP","1895641","880450"
"SL20091057","SALT LAKE CITY","5","6","0","1500 E 1300 S                                                                                            ","01/02/2009","WAH","233","01/02/2009","5399-28","PUBLIC PEACE","1904186","877388"
"SL20091113","SALT LAKE CITY","4","6","0","200 W 500 S                                                                                             ","01/02/2009","DTN","114","01/02/2009","7399-1","PUBLIC ORDER","1890176","883639"
"SL20091134","SALT LAKE CITY","1","6","13B","700 N 900 W                                                                                             ","01/02/2009","ROP","131","01/02/2009","1313-0","ASSAULT","1884801","893498"
"SL20091136","SALT LAKE CITY","3","6","0","200 N VIRGINIA ST                                                                                       ","01/02/2009","AVE","211","01/02/2009","5499-8","TRAFFIC","1902618","889873"
"SL20091184","SALT LAKE CITY","4","6","23F","100 S 900 E                                                                                             ","01/02/2009","EAC","213","01/02/2009","2305-0","LARCENY","1899038","886538"
"SL20091243","SALT LAKE CITY","2","6","240","600 S BRAMPTON WAY                                                                                      ","01/02/2009","POP","151","01/02/2009","2499-13","STOLEN VEHICLE","1879237","882656"
"SL20091202","SALT LAKE CITY","7","6","23F","2300 E COUNTRY CLUB DR                                                                                   ","01/02/2009","SUG","236","01/02/2009","2305-0","LARCENY","1910488","869034"
"SL20091244","SALT LAKE CITY","3","6","90Z","000 N H ST                                                                                              ","01/02/2009","AVE","211","01/02/2009","5309-0","PUBLIC PEACE","1896908","888158"
"SL20091220","SALT LAKE CITY","7","6","23F","2300 E COUNTRY CLUB DR                                                                                   ","01/02/2009","SUG","236","01/02/2009","2305-0","LARCENY","1910488","869034"
"SL2009734","SALT LAKE CITY","4","6","0","500 S STATE ST                                                                                          ","01/02/2009","PEF","115","01/02/2009","5499-8","TRAFFIC","1892624","883577"
"SL20091148","SALT LAKE CITY",,"6","0","000 SUNNYSIDE AVE                                                                                       ","01/02/2009","EAB","215","01/02/2009","5499-8","TRAFFIC","1908589","880716"
"SL2009856","SALT LAKE CITY","2","6","90Z","1300 W INDIANA AVE                                                                                       ","01/02/2009","POP","152","01/02/2009","5401-0","TRAFFIC","1881210","880995"
"SL20091173","SALT LAKE CITY",,"6","0","000 700 S                                                                                               ","01/02/2009","CEC","115","01/02/2009","5499-7","TRAFFIC","1892648","882015"
"SL20091096","SALT LAKE CITY",,"6","0","000 200 S                                                                                               ","01/02/2009","PEF","112","01/02/2009","5499-7","TRAFFIC","1888701","885992"
"SL2009739","SALT LAKE CITY","4","6","90C","600 W 300 S                                                                                             ","01/02/2009","DTN","112","01/02/2009","5311-0","PUBLIC PEACE","1887122","885235"
"SL2009691","SALT LAKE CITY","1","6","13B","700 N 900 W                                                                                             ","01/02/2009","ROP","131","01/02/2009","1313-0","ASSAULT","1884802","893763"
"SL2009965","SALT LAKE CITY","1","6","23D","1600 W 700 N                                                                                             ","01/02/2009","JOM","132","01/02/2009","2308-0","LARCENY","1879031","893191"
"SL2009644","SALT LAKE CITY","4","6","0","100 W 300 S                                                                                             ","01/02/2009","DTN","113","01/02/2009","5399-28","PUBLIC PEACE","1890743","885161"
"SL2009685","SALT LAKE CITY","4","6","90J","200 S RIO GRANDE ST                                                                                     ","01/02/2009","DTN","112","01/02/2009","5707-0","INV OF PRIVACY","1888298","885835"
"SL20091256","SALT LAKE CITY","7","6","23F","2300 E COUNTRY CLUB DR                                                                                   ","01/02/2009","SUG","236","01/03/2009","2305-0","LARCENY","1910640","869033"
"SL20091257","SALT LAKE CITY","7","6","290","2300 E COUNTRY CLUB DR                                                                                   ","01/02/2009","SUG","236","01/03/2009","2902-0","DAMAGED PROP","1910640","869033"
"SL20091226","SALT LAKE CITY","1","6","35A","700 N 900 W                                                                                             ","01/02/2009","ROP","131","01/02/2009","3562-0","DRUGS","1884800","893262"
"SL20091234","SALT LAKE CITY","4","6","26B","100 S WEST TEMPLE ST                                                                                    ","01/02/2009","DTN","113","01/02/2009","2605-0","FRAUD","1891050","886735"
"SL2009892","SALT LAKE CITY",,"6","0",,"01/02/2009","40","40","01/02/2009","5399-28","PUBLIC PEACE","1869739","890270"
"SL2009904","SALT LAKE CITY",,"6","290",,"01/02/2009","40","40","01/02/2009","2901-0","DAMAGED PROP","1869739","890270"
"SL2009802","SALT LAKE CITY","5","6","90Z","1100 E 1300 S                                                                                            ","01/02/2009","EAC","232","01/02/2009","5401-0","TRAFFIC","1900582","877400"
"SL20091438","SALT LAKE CITY","1","6","0","900 W 500 N                                                                                             ","01/02/2009","STF","132","01/03/2009","2499-15","STOLEN VEHICLE","1884615","891583"
"SL2009876","SALT LAKE CITY","4","6","35A","600 S 500 E                                                                                             ","01/02/2009","CEC","214","01/02/2009","3512-0","DRUGS","1895792","882782"
"SL2009970","SALT LAKE CITY","4","6","90Z","600 S 500 E                                                                                             ","01/02/2009","CEC","214","01/02/2009","4902-0","ESCAPE","1895792","882782"
"SL2009975","SALT LAKE CITY","3","6","90Z","400 E 6TH AVE                                                                                           ","01/02/2009","AVE","211","01/02/2009","4902-0","ESCAPE","1895664","890030"
"SL20091190","SALT LAKE CITY","4","6","40A","200 S WEST TEMPLE ST                                                                                    ","01/02/2009","DTN","113","01/02/2009","4004-0","COMMERCIAL SEX","1891105","885480"
"SL2009928","SALT LAKE CITY","5","6","90Z","900 S WASHINGTON ST                                                                                     ","01/02/2009","PEF","114","01/02/2009","4902-0","ESCAPE","1889837","880120"
"SL20091617","SALT LAKE CITY","4","6","220","600 S 400 E                                                                                             ","01/02/2009","CEC","214","01/03/2009","2202-0","BURGLARY","1895059","882425"
"SL2009996","SALT LAKE CITY","7","6","0","2200 S 1300 E                                                                                            ","01/02/2009","SUG","236","01/02/2009","5499-8","TRAFFIC","1902124","869942"
"SL20091015","SALT LAKE CITY","4","6","13C","300 S 600 W                                                                                             ","01/02/2009","DTN","112","01/02/2009","1316-2","ASSAULT","1887084","885181"
"SL20091658","SALT LAKE CITY","2","6","23F","600 S 4050 W                                                                                            ","01/02/2009","POP","154","01/03/2009","2305-0","LARCENY","1864771","883163"
"SL20091510","SALT LAKE CITY","4","6","0","300 E 200 S                                                                                             ","01/02/2009","CEC","212","01/03/2009","7399-7","PUBLIC ORDER","1894390","886000"
"SL20091191","SALT LAKE CITY",,"6","35A",,"01/02/2009",,,"01/02/2009","3560-0","DRUGS",,
"SL2009919","SALT LAKE CITY","2","6","0","1600 W CALIFORNIA AVE                                                                                    ","01/02/2009","WSL","153","01/02/2009","5499-8","TRAFFIC","1879249","877084"
"SL20091284","SALT LAKE CITY","1","6","90Z","700 N 900 W                                                                                             ","01/02/2009","ROP","131","01/02/2009","4902-0","ESCAPE","1884800","893262"
"SL2009797","SALT LAKE CITY","2","6","23F","2100 S REDWOOD RD                                                                                        ","01/02/2009","WSL","154","01/02/2009","2305-0","LARCENY","1878512","871779"
"SL2009829","SALT LAKE CITY","4","6","23C","700 S STATE ST                                                                                          ","01/02/2009","PEF","115","01/02/2009","2303-0","LARCENY","1892617","881581"
"SL2009844","SALT LAKE CITY","1","6","250","900 W NORTH TEMPLE ST                                                                                   ","01/02/2009","STF","132","01/02/2009","2505-0","FORGERY","1884190","888426"
"SL2009847","SALT LAKE CITY","1","6","90C","4800 W DOUGLAS CORRIGAN WAY                                                                              ","01/02/2009","JOM","133","01/02/2009","5399-12","PUBLIC PEACE","1859495","888459"
"SL2009861","SALT LAKE CITY","2","6","290","1200 W 500 S                                                                                             ","01/02/2009","POP","151","01/02/2009","2902-1","DAMAGED PROP","1882134","883669"
"SL2009865","SALT LAKE CITY","1","6","23C","1300 N REDWOOD RD                                                                                        ","01/02/2009","WES","131","01/02/2009","2303-0","LARCENY","1878591","898768"
"SL2009988","SALT LAKE CITY","2","6","13A","200 N 900 W                                                                                             ","01/02/2009","STF","132","01/02/2009","1305-0","ASSAULT","1884783","889188"
"SL20091156","SALT LAKE CITY","4","6","35A","200 S 500 W                                                                                             ","01/02/2009","DTN","112","01/02/2009","3530-0","DRUGS","1887878","885890"
"SL20091445","SALT LAKE CITY","2","6","23G","600 S BRAMPTON WAY                                                                                      ","01/02/2009","POP","151","01/03/2009","2304-0","LARCENY","1879236","882503"
"SL2009871","SALT LAKE CITY","7","6","23C","2200 S 1300 E                                                                                            ","01/02/2009","SUG","236","01/02/2009","2303-0","LARCENY","1902124","869942"
"SL20092389","SALT LAKE CITY",,"6","90Z","1700 S 300 W                                                                                             ","01/02/2009","PEF","234","01/02/2009","4902-0","ESCAPE","1889474","873872"
"SL20092472","WHITE CITY","2","6","220",,"01/02/2009","WSL","153","01/05/2009","2203-0","BURGLARY","1881800","871686"
"SL20092723","SALT LAKE CITY","1","6","23H","1300 N REDWOOD RD                                                                                        ","01/02/2009","WES","131","01/05/2009","2399-0","LARCENY","1878586","898232"
"SL20092877","SALT LAKE CITY",,"2","90Z",,"01/05/2009","40","40","01/05/2009","4902-0","ESCAPE","1869739","890270"
"SL2009765","SALT LAKE CITY","4","6","23F","200 S WEST TEMPLE ST                                                                                    ","01/02/2009","DTN","113","01/02/2009","2305-0","LARCENY","1891105","885480"
"SL2009785","SALT LAKE CITY","2","6","290","1200 W ILLINOIS AVE                                                                                      ","01/02/2009","WSL","152","01/02/2009","2902-0","DAMAGED PROP","1881993","878441"
"SL2009792","SALT LAKE CITY","3","6","23F","600 E 16TH AVE                                                                                          ","01/02/2009","AVE","211","01/02/2009","2305-0","LARCENY","1897711","894161"
"SL2009917","SALT LAKE CITY","5","6","23F","1200 E GILMER DR                                                                                         ","01/02/2009","EAC","232","01/02/2009","2305-0","LARCENY","1901862","879518"
"SL20091001","SALT LAKE CITY","7","6","23F","1900 S 1100 E                                                                                            ","01/02/2009","SUG","236","01/02/2009","2305-0","LARCENY","1900568","872386"
"SL20091061","SALT LAKE CITY","5","6","0","300 W 1500 S                                                                                            ","01/02/2009","PEF","231","01/02/2009","7399-0","PUBLIC ORDER","1889440","875874"
"SL20091123","SALT LAKE CITY","2","6","23D","1300 W NORTH TEMPLE ST                                                                                   ","01/02/2009","JOM","132","01/02/2009","2308-0","LARCENY","1880953","888439"
"SL20091159","SALT LAKE CITY","4","6","290","600 S 900 E                                                                                             ","01/02/2009","EAC","215","01/02/2009","2902-0","DAMAGED PROP","1898960","882143"
"SL20091104","SALT LAKE CITY","7","6","0","2100 S HIGHLAND DR                                                                                       ","01/02/2009","SUG","235","01/02/2009","7399-18","PUBLIC ORDER","1900622","870798"
"SL20091076","SALT LAKE CITY","5","6","23C","300 W HOPE AVE                                                                                          ","01/02/2009","PEF","231","01/02/2009","2303-0","LARCENY","1889051","876511"
"SL20091130","MURRAY",,"6","0",,"01/02/2009","45","45","01/02/2009","7399-99","PUBLIC ORDER","1892478","848378"
"SL20093494","SALT LAKE CITY",,"6","13B","800 N 900 W                                                                                             ","01/02/2009","ROP","131","01/02/2009","4801-0","OBST POLICE","1884805","894538"
"SL20093496","SALT LAKE CITY",,"6","90Z","800 N 900 W                                                                                             ","01/02/2009","ROP","131","01/02/2009","4902-0","ESCAPE","1884803","893943"
"SL20094656","SALT LAKE CITY","7","6","23H","2000 E CRYSTAL AVE                                                                                       ","01/02/2009","SUG","236","01/08/2009","2399-0","LARCENY","1907995","867392"
"SL20095790","SALT LAKE CITY","3","6","26B","100 N 200 W                                                                                             ","01/02/2009","CAH","111","01/10/2009","2605-0","FRAUD","1890326","888770"
"SL20096360","SALT LAKE CITY","1","6","220","1300 W OURAY AVE                                                                                         ","01/02/2009","STF","132","01/11/2009","2202-0","BURGLARY","1881162","891106"
"SL20096993","SALT LAKE CITY","4","6","0","500 S 500 W                                                                                             ","01/02/2009","PEF","114","01/12/2009","2499-15","STOLEN VEHICLE","1887867","882996"
"SL20095222","SALT LAKE CITY","4","6","23D","500 E 700 S                                                                                             ","01/02/2009","CEC","214","01/09/2009","2308-0","LARCENY","1896310","882031"
"SL2009997","SALT LAKE CITY","7","6","0","2200 S 1300 E                                                                                            ","01/02/2009","SUG","236","01/02/2009","5499-7","TRAFFIC","1902124","869942"
"SL20091158","SALT LAKE CITY",,"6","0",,"01/02/2009","ARB","236","01/02/2009","5499-8","TRAFFIC","1915402","869688"
"SL200916668","SALT LAKE CITY","1","6","220","1200 N MORTON DR                                                                                         ","01/02/2009","WES","131","01/28/2009","2204-0","BURGLARY","1877703","897883"
"SL200920255","SALT LAKE CITY","2","6","23D","1800 S MILESTONE DR                                                                                      ","01/02/2009","WSL","154","02/03/2009","2308-0","LARCENY","1871342","874079"
"SL200950722","SALT LAKE CITY","5","6","23H","000 E 900 S                                                                                             ","01/02/2009","PEF","231","03/23/2009","2399-19","LARCENY","1892354","880401"
"SL200951856","SALT LAKE CITY","3","6","90Z","000 N M ST                                                                                              ","01/02/2009","AVE","211","03/25/2009","5309-0","PUBLIC PEACE","1898910","887805"
"SL2014804564","SALT LAKE CITY","4","6","26C","200 S MAIN ST                                                                                           ","01/02/2009","133","Z7","11/14/2014","2699-1","FRAUD","1891900","885956"
"SL20091254","SALT LAKE CITY","2","7","23G","1200 S 4800 W                                                                                            ","01/03/2009","WSL","154","01/03/2009","2304-0","LARCENY","1860047","878825"
"SL20091261","SALT LAKE CITY",,"7","0","000 CALIFORNIA AVE                                                                                      ","01/03/2009","WSL","154","01/03/2009","5499-12","TRAFFIC","1864529","878192"
"SL20091264","SALT LAKE CITY","6","7","0","2000 S VIEW ST                                                                                           ","01/03/2009","SUG","236","01/03/2009","2499-14","STOLEN VEHICLE","1902490","872035"
"SL20091250","SALT LAKE CITY","4","7","13B","000 E 600 S                                                                                             ","01/03/2009","PEF","115","01/03/2009","1313-0","ASSAULT","1892068","882780"
"SL20091287","SALT LAKE CITY","4","7","23F","400 E 400 S                                                                                             ","01/03/2009","CEC","214","01/03/2009","2305-0","LARCENY","1895351","884352"
"SL20091294","SALT LAKE CITY","1","7","23H","500 N TERMINAL NORTHBOUND DR                                                                            ","01/03/2009","JOM","133","01/03/2009","2399-19","LARCENY","1866905","891511"
"SL20091282","SALT LAKE CITY","7","7","290","900 E JASPER CIR                                                                                        ","01/03/2009","SUG","235","01/03/2009","2902-1","DAMAGED PROP","1899612","867341"
"SL20091338","SALT LAKE CITY","5","7","0","200 W 1700 S                                                                                            ","01/03/2009","PEF","231","01/03/2009","5499-6","TRAFFIC","1889820","874544"
"SL20091340","SALT LAKE CITY","2","7","90Z","800 W 400 N                                                                                             ","01/03/2009","STF","132","01/03/2009","4902-0","ESCAPE","1885346","890728"
"SL20091318","SALT LAKE CITY","4","7","90E","200 S RIO GRANDE ST                                                                                     ","01/03/2009","DTN","112","01/03/2009","7399-26","PUBLIC ORDER","1888238","885862"
"SL20091361","SALT LAKE CITY","4","7","0","100 S ELIZABETH ST                                                                                      ","01/03/2009","EAC","213","01/03/2009","5499-12","TRAFFIC","1901122","886748"
"SL2009191892","WEST VALLEY CITY",,"5","520",,"10/29/2009","43","43","10/29/2009","5203-0","WEAPON OFFENSE","1866427","861839"
"SL20091367","SALT LAKE CITY",,"7","90D","000 MAIN ST                                                                                             ","01/03/2009","PEF","113","01/03/2009","5499-34","TRAFFIC","1891876","887563"
"SL20091263","SALT LAKE CITY","4","7","23F","100 W 300 S                                                                                             ","01/03/2009","DTN","113","01/03/2009","2305-0","LARCENY","1890719","885161"
