"cases","city","city_council","day_of_week","ibr_code","location","occur_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20092986","SALT LAKE CITY","2","2","0","700 S 5600 W                                                                                            ","01/05/2009","POP","154","01/05/2009","2499-16","STOLEN VEHICLE","1854740","881854"
"SL20092987","SALT LAKE CITY","5","2","0","400 E 1300 S                                                                                            ","01/05/2009","WEL","232","01/05/2009","7399-99","PUBLIC ORDER","1895443","877477"
"SL20092991","SALT LAKE CITY","3","2","90Z","2200 N BECK ST                                                                                           ","01/05/2009","CAH","111","01/05/2009","4902-0","ESCAPE","1884320","903603"
"SL20093043","SALT LAKE CITY","2","2","0","2000 S REDWOOD RD                                                                                        ","01/05/2009","WSL","154","01/05/2009","5499-7","TRAFFIC","1878513","872320"
"SL20093032","SALT LAKE CITY","2","2","35A","1200 W PACIFIC AVE                                                                                       ","01/05/2009","POP","151","01/05/2009","3562-0","DRUGS","1881504","884069"
"SL20092894","SALT LAKE CITY","5","2","0","1500 S MAIN ST                                                                                           ","01/05/2009","PEF","231","01/05/2009","5499-8","TRAFFIC","1891802","875750"
"SL20092835","SALT LAKE CITY",,"2","0","000 B ST                                                                                                ","01/05/2009","CEC","211","01/05/2009","5499-8","TRAFFIC","1894382","887553"
"SL20092863","SALT LAKE CITY","6","2","0","1700 E SUNNYSIDE AVE                                                                                     ","01/05/2009","YAL","233","01/05/2009","5499-8","TRAFFIC","1905304","880700"
"SL20093065","SALT LAKE CITY","2","2","240","1300 S UTAHNA DR                                                                                         ","01/05/2009","WSL","153","01/05/2009","2499-13","STOLEN VEHICLE","1882697","876756"
"SL20093036","SALT LAKE CITY","4","2","90E","200 W 500 S                                                                                             ","01/05/2009","DTN","114","01/05/2009","7399-26","PUBLIC ORDER","1890024","883640"
"SL20093048","SALT LAKE CITY","4","2","90G","300 W 200 S                                                                                             ","01/05/2009","DTN","112","01/05/2009","4104-0","LIQUOR","1889272","885960"
"SL20098525","MAGNA",,"4","90Z",,"01/14/2009","11","11","01/14/2009","3599-99","DRUGS","1826034","884694"
"SL20093033","SALT LAKE CITY","5","2","90Z","1700 S RICHARDS ST                                                                                       ","01/05/2009","PEF","234","01/05/2009","5309-0","PUBLIC PEACE","1891385","874435"
"SL20093063","SALT LAKE CITY","4","2","90E","100 W PIERPONT AVE                                                                                      ","01/05/2009","DTN","113","01/05/2009","7399-26","PUBLIC ORDER","1890717","885557"
"SL20093046","SALT LAKE CITY","4","2","90Z","300 E 700 S                                                                                             ","01/05/2009","CEC","214","01/05/2009","4902-0","ESCAPE","1894706","882037"
"SL20093028","SALT LAKE CITY","1","2","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/05/2009","JOM","133","01/05/2009","7399-1","PUBLIC ORDER","1866905","891511"
"SL20092662","SALT LAKE CITY","4","2","90Z","300 W 300 S                                                                                             ","01/05/2009","DTN","112","01/05/2009","4902-0","ESCAPE","1888858","885168"
"SL20093093","SALT LAKE CITY","6","2","90Z","1300 E BLAINE AVE                                                                                        ","01/05/2009","SUG","236","01/06/2009","4902-0","ESCAPE","1902699","874077"
"SL20093119","SALT LAKE CITY","2","2","240","1700 S 4250 W                                                                                            ","01/05/2009","WSL","154","01/06/2009","2499-17","STOLEN VEHICLE","1863635","874208"
"SL20093225","SALT LAKE CITY","5","2","280","1300 S 300 W                                                                                             ","01/05/2009","PEF","231","01/06/2009","2804-0","STOLEN PROP","1889487","877124"
"SL20092810","SALT LAKE CITY","4","2","90Z","700 S 400 E                                                                                             ","01/05/2009","CEC","214","01/05/2009","4902-0","ESCAPE","1894996","881800"
"SL20092774","SALT LAKE CITY",,"2","0","000 B ST                                                                                                ","01/05/2009","CEC","211","01/05/2009","5499-7","TRAFFIC","1894382","887553"
"SL20092796","SALT LAKE CITY",,"2","0","000 NORTH TEMPLE ST                                                                                     ","01/05/2009","JOM","132","01/05/2009","5499-7","TRAFFIC","1878536","888418"
"SL20092570","SALT LAKE CITY","4","2","0","200 S STATE ST                                                                                          ","01/05/2009","DTN","113","01/05/2009","5499-8","TRAFFIC","1892634","885962"
"SL20093235","SALT LAKE CITY","7","2","23D","2200 S 1300 E                                                                                            ","01/05/2009","SUG","236","01/06/2009","2308-0","LARCENY","1902125","870101"
"SL20093238","SALT LAKE CITY","6","2","23D","1100 S 2100 E                                                                                            ","01/05/2009","FOS","233","01/06/2009","2308-0","LARCENY","1908601","878365"
"SL20092711","SALT LAKE CITY","2","2","23H","1600 S 700 W                                                                                             ","01/05/2009","WSL","153","01/05/2009","2309-0","LARCENY","1886233","874741"
"SL20093236","SALT LAKE CITY","1","2","90I","900 W DUPONT AVE                                                                                        ","01/05/2009","ROP","131","01/06/2009","5324-0","PUBLIC PEACE","1883905","897895"
"SL20092665","SALT LAKE CITY","5","2","0","300 W PAXTON AVE                                                                                        ","01/05/2009","PEF","231","01/05/2009","5499-8","TRAFFIC","1889438","878181"
"SL20092597","SALT LAKE CITY","4","2","0","400 S 400 E                                                                                             ","01/05/2009","CEC","214","01/05/2009","5499-8","TRAFFIC","1895064","883904"
"SL20092759","SALT LAKE CITY",,"2","0","000 GLADIOLA ST                                                                                         ","01/05/2009","WSL","154","01/05/2009","5499-8","TRAFFIC","1869383","877122"
"SL20092552","SALT LAKE CITY","2","2","0","1500 S PIONEER RD                                                                                        ","01/05/2009","WSL","154","01/05/2009","5499-8","TRAFFIC","1873305","876133"
"SL20092488","SALT LAKE CITY","6","2","0","700 S FOOTHILL DR                                                                                       ","01/05/2009","UNV","215","01/05/2009","5499-8","TRAFFIC","1908033","881875"
"SL20092798","SALT LAKE CITY","3","2","0","500 N WALL ST                                                                                           ","01/05/2009","CAH","111","01/05/2009","5499-8","TRAFFIC","1891487","891506"
"SL20092794","SALT LAKE CITY","7","2","90Z","700 E 2700 S                                                                                            ","01/05/2009","SUG","235","01/05/2009","4802-0","OBST POLICE","1897362","866919"
"SL20092799","SALT LAKE CITY","4","2","0","700 S 200 E                                                                                             ","01/05/2009","CEC","115","01/05/2009","5499-7","TRAFFIC","1893409","881571"
"SL20092478","SALT LAKE CITY","2","2","0","4200 W 1980 S                                                                                            ","01/05/2009","WSL","154","01/05/2009","5499-8","TRAFFIC","1863956","872665"
"SL20092928","SALT LAKE CITY","1","2","0","900 W 600 N                                                                                             ","01/05/2009","ROP","131","01/05/2009","5499-8","TRAFFIC","1884755","892375"
"SL20092795","SALT LAKE CITY","5","2","0","1500 S 400 W                                                                                             ","01/05/2009","PEF","231","01/05/2009","5499-12","TRAFFIC","1888630","875844"
"SL20092797","SALT LAKE CITY","2","2","0","1700 S 900 W                                                                                             ","01/05/2009","WSL","153","01/05/2009","5499-8","TRAFFIC","1884664","874522"
"SL20092914","SALT LAKE CITY","1","2","90Z","1900 W SPRINGFIELD RD                                                                                    ","01/05/2009","WES","131","01/05/2009","4902-0","ESCAPE","1876586","898859"
"SL20092965","SALT LAKE CITY","7","2","90Z","700 E 2700 S                                                                                            ","01/05/2009","SUG","235","01/05/2009","4902-0","ESCAPE","1897362","866919"
"SL20093335","SALT LAKE CITY","7","2","220","2600 S 2000 E                                                                                            ","01/05/2009","SUG","236","01/06/2009","2204-0","BURGLARY","1907566","867682"
"SL20092828","SALT LAKE CITY",,"2","0","000 B ST                                                                                                ","01/05/2009","CEC","211","01/05/2009","5499-7","TRAFFIC","1894382","887553"
"SL20092881","SALT LAKE CITY",,"2","0","000 300 E                                                                                               ","01/05/2009","AVE","211","01/05/2009","5499-8","TRAFFIC","1894255","887554"
"SL20093019","SALT LAKE CITY","4","2","0","400 W 400 S                                                                                             ","01/05/2009","DTN","112","01/05/2009","5499-8","TRAFFIC","1888682","884437"
"SL20092756","SALT LAKE CITY",,"2","0","000 E ST                                                                                                ","01/05/2009","AVE","211","01/05/2009","5499-8","TRAFFIC","1895621","887549"
"SL20092724","SALT LAKE CITY","3","2","0","100 N 400 W                                                                                             ","01/05/2009","CAH","111","01/05/2009","5499-8","TRAFFIC","1888683","888807"
"SL20092866","SALT LAKE CITY",,"2","0","000 6TH AVE                                                                                             ","01/05/2009","AVE","211","01/05/2009","5499-8","TRAFFIC","1894393","890068"
"SL20092869","SALT LAKE CITY",,"2","0","000 A ST                                                                                                ","01/05/2009","CEC","113","01/05/2009","5499-8","TRAFFIC","1893968","887555"
"SL20092495","SALT LAKE CITY","3","2","0","1200 N BECK ST                                                                                           ","01/05/2009","CAH","111","01/05/2009","5499-7","TRAFFIC","1888403","896736"
"SL20092567","SALT LAKE CITY","2","2","0","2300 W 1700 S                                                                                            ","01/05/2009","WSL","154","01/05/2009","5499-7","TRAFFIC","1874518","874431"
"SL20092843","SALT LAKE CITY",,"2","0","000 SOUTH TEMPLE ST                                                                                     ","01/05/2009","AVE","211","01/05/2009","5499-8","TRAFFIC","1902610","887521"
"SL20092519","SALT LAKE CITY","3","2","0","1200 N BECK ST                                                                                           ","01/05/2009","CAH","111","01/05/2009","5499-7","TRAFFIC","1888403","896736"
"SL20092481","SALT LAKE CITY","2","2","0","400 S REDWOOD RD                                                                                        ","01/05/2009","POP","154","01/05/2009","5499-8","TRAFFIC","1878555","884444"
"SL20093047","SALT LAKE CITY","2","2","90Z","1300 W PACIFIC AVE                                                                                       ","01/05/2009","POP","151","01/06/2009","4803-0","OBST POLICE","1881477","884069"
"SL20092476","SALT LAKE CITY","2","2","290","200 S 1500 W                                                                                            ","01/05/2009","POP","151","01/05/2009","2902-1","DAMAGED PROP","1880125","885849"
"SL20092490","SALT LAKE CITY","5","2","23F","1000 S LINCOLN ST                                                                                        ","01/05/2009","EAL","232","01/05/2009","2305-0","LARCENY","1899350","879111"
"SL20092514","SALT LAKE CITY","7","2","23F","1900 S 1200 E                                                                                            ","01/05/2009","SUG","236","01/05/2009","2305-0","LARCENY","1901361","872279"
"SL20092517","SALT LAKE CITY","2","2","90Z","900 S 1500 W                                                                                            ","01/05/2009","POP","152","01/05/2009","5499-0","TRAFFIC","1880066","880275"
"SL20092526","SALT LAKE CITY","2","2","23H","1500 W INDIANA AVE                                                                                       ","01/05/2009","POP","151","01/05/2009","2309-0","LARCENY","1879758","881058"
"SL20092542","SALT LAKE CITY","4","2","290","300 S STATE ST                                                                                          ","01/05/2009","DTN","113","01/05/2009","2901-0","DAMAGED PROP","1892630","884920"
"SL20092546","SALT LAKE CITY","3","2","23F","400 E 9TH AVE                                                                                           ","01/05/2009","AVE","211","01/05/2009","2305-0","LARCENY","1895702","891327"
"SL20092564","SALT LAKE CITY","6","2","23H","2200 E WILSON AVE                                                                                        ","01/05/2009","SUG","236","01/05/2009","2399-0","LARCENY","1909972","873677"
"SL20092614","SALT LAKE CITY","1","2","23H","400 N CHAZ CT                                                                                           ","01/05/2009","STF","132","01/05/2009","2399-0","LARCENY","1879597","890991"
"SL20092637","SALT LAKE CITY","3","2","290","600 E 5TH AVE                                                                                           ","01/05/2009","AVE","211","01/05/2009","2902-0","DAMAGED PROP","1897948","889602"
"SL20092670","SALT LAKE CITY","4","2","23H","200 E 400 S                                                                                             ","01/05/2009","CEC","115","01/05/2009","2399-0","LARCENY","1893540","884358"
"SL20092695","SALT LAKE CITY","6","2","23F","1900 S 1900 E                                                                                            ","01/05/2009","SUG","236","01/05/2009","2305-0","LARCENY","1906968","872349"
"SL20092706","SALT LAKE CITY","2","2","23F","600 S BRAMPTON WAY                                                                                      ","01/05/2009","POP","151","01/05/2009","2305-0","LARCENY","1879236","882503"
"SL20092717","SALT LAKE CITY","6","2","290","2500 E 2100 S                                                                                            ","01/05/2009","SUG","236","01/05/2009","2902-0","DAMAGED PROP","1911891","871661"
"SL20092809","SALT LAKE CITY","4","2","0","000 E 200 S                                                                                             ","01/05/2009","DTN","113","01/05/2009","7399-6","PUBLIC ORDER","1892196","885949"
"SL20092883","SALT LAKE CITY","2","2","290","1100 W INDIANA AVE                                                                                       ","01/05/2009","POP","151","01/05/2009","2902-1","DAMAGED PROP","1882542","881052"
"SL20092918","SALT LAKE CITY","7","2","23F","1100 E BRICKYARD RD                                                                                      ","01/05/2009","SUG","235","01/05/2009","2305-0","LARCENY","1901171","863198"
"SL20092952","SALT LAKE CITY","6","2","23F","600 S GUARDSMAN WAY                                                                                     ","01/05/2009","UNV","215","01/05/2009","2305-0","LARCENY","1904565","882287"
"SL20092970","SALT LAKE CITY","3","2","23F","300 N C ST                                                                                              ","01/05/2009","AVE","211","01/05/2009","2305-0","LARCENY","1894840","890813"
"SL20094625","SALT LAKE CITY",,"2","90Z","1800 S STATE ST                                                                                          ","01/05/2009","LIW","234","01/05/2009","4902-0","ESCAPE","1892643","872846"
"SL20094654","SALT LAKE CITY",,"2","90Z","2500 S 800 E                                                                                             ","01/05/2009","SUG","235","01/05/2009","4902-0","ESCAPE","1898115","867462"
"SL20093009","MAGNA",,"2","90Z",,"01/05/2009","11","11","01/05/2009","3599-99","DRUGS","1826034","884694"
"SL20093007","MAGNA",,"2","90Z",,"01/05/2009","11","11","01/05/2009","3599-99","DRUGS","1826034","884694"
"SL20094630","SALT LAKE CITY","1","2","0","800 N MORTON DR                                                                                         ","01/05/2009","WES","131","01/08/2009","5499-8","TRAFFIC","1876910","893954"
"SL20094725","SALT LAKE CITY","3","2","26C","200 N QUINCE ST                                                                                         ","01/05/2009","CAH","111","01/08/2009","2699-1","FRAUD","1890653","889707"
"SL20095318","SALT LAKE CITY","4","2","90Z","300 W 200 S                                                                                             ","01/05/2009","DTN","112","01/05/2009","4902-0","ESCAPE","1889272","885960"
"SL20092974","SALT LAKE CITY","1","2","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/05/2009","JOM","133","01/05/2009","5499-7","TRAFFIC","1866905","891511"
"SL20092802","SALT LAKE CITY","1","2","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/05/2009","JOM","133","01/05/2009","5499-7","TRAFFIC","1866905","891511"
"SL20099338","SALT LAKE CITY","5","2","23F","100 E COATSVILLE AVE                                                                                    ","01/05/2009","LIW","234","01/16/2009","2305-0","LARCENY","1893012","873756"
"SL20092930","SALT LAKE CITY",,"2","0","000 K ST                                                                                                ","01/05/2009","AVE","211","01/05/2009","5499-7","TRAFFIC","1898113","887539"
"SL200911847","SALT LAKE CITY","2","2","23H","1400 W ANDREW AVE                                                                                        ","01/05/2009","WSL","153","01/20/2009","2399-0","LARCENY","1880664","875792"
"SL200913630","SALT LAKE CITY","7","2","90Z","1800 S 1300 E                                                                                            ","01/05/2009","SUG","236","01/23/2009","5401-0","TRAFFIC","1902095","873239"
"SL200916798","SALT LAKE CITY","3","2","13B",,"01/05/2009","AVE","211","01/28/2009","1313-0","ASSAULT","1895216","893215"
"SL20093360","SALT LAKE CITY",,"3","0","000 CRESTVIEW DR                                                                                        ","01/06/2009","EAB","215","01/06/2009","5499-8","TRAFFIC","1913996","880609"
"SL20093468","SALT LAKE CITY","3","3","0","000 N C ST                                                                                              ","01/06/2009","AVE","211","01/06/2009","5499-8","TRAFFIC","1894767","887789"
"SL20093212","SALT LAKE CITY","2","3","0","400 S CHEYENNE ST                                                                                       ","01/06/2009","POP","151","01/06/2009","5499-8","TRAFFIC","1879874","884427"
"SL20093272","SALT LAKE CITY","3","3","0","400 E 6TH AVE                                                                                           ","01/06/2009","AVE","211","01/06/2009","5499-8","TRAFFIC","1895664","890030"
"SL20093379","SALT LAKE CITY","2","3","0","1800 S 900 W                                                                                             ","01/06/2009","WSL","153","01/06/2009","5499-7","TRAFFIC","1884720","873705"
"SL20093333","SALT LAKE CITY","4","3","0","1200 E 800 S                                                                                             ","01/06/2009","EAC","215","01/06/2009","5499-7","TRAFFIC","1901574","881221"
"SL20093166","SALT LAKE CITY",,"3","0","000 500 S                                                                                               ","01/06/2009","CEC","214","01/06/2009","5499-7","TRAFFIC","1895033","883591"
"SL20093408","SALT LAKE CITY","7","3","23C","2200 S 1300 E                                                                                            ","01/06/2009","SUG","236","01/06/2009","2303-0","LARCENY","1902126","870438"
"SL20093672","SALT LAKE CITY","5","3","90Z","1300 S STATE ST                                                                                          ","01/06/2009","LIW","231","01/06/2009","4902-0","ESCAPE","1892660","877240"
"SL20093069","SALT LAKE CITY","7","3","0","2000 S 1300 E                                                                                            ","01/06/2009","SUG","236","01/06/2009","7399-11","PUBLIC ORDER","1902090","872001"
"SL20093081","SALT LAKE CITY","4","3","90Z","300 E 700 S                                                                                             ","01/06/2009","CEC","214","01/06/2009","5401-0","TRAFFIC","1894663","882037"
"SL20093079","SALT LAKE CITY","4","3","0","300 E SOUTH TEMPLE ST                                                                                   ","01/06/2009","CEC","212","01/06/2009","7399-1","PUBLIC ORDER","1894259","887524"
"SL20093078","SALT LAKE CITY","6","3","290","1300 E WESTMINSTER AVE                                                                                   ","01/06/2009","SUG","236","01/06/2009","2902-0","DAMAGED PROP","1902297","872810"
"SL20093068","SALT LAKE CITY","5","3","13B","1000 E KENSINGTON AVE                                                                                    ","01/06/2009","EAC","232","01/06/2009","1313-0","ASSAULT","1900344","875473"
"SL20098524","MAGNA",,"4","90Z",,"01/14/2009","11","11","01/14/2009","3599-99","DRUGS","1826034","884694"
"SL20093083","SALT LAKE CITY","4","3","0","200 S 500 E                                                                                             ","01/06/2009","CEC","212","01/06/2009","7399-1","PUBLIC ORDER","1895863","885564"
"SL20093082","SALT LAKE CITY","6","3","120","1900 S 1700 E                                                                                            ","01/06/2009","SUG","236","01/06/2009","1205-0","ROBBERY","1905373","872533"
"SL20093103","SALT LAKE CITY","4","3","0","000 W 800 S                                                                                             ","01/06/2009","PEF","115","01/06/2009","5499-12","TRAFFIC","1891443","881197"
"SL20093121","SALT LAKE CITY","5","3","0","1500 S RICHARDS ST                                                                                       ","01/06/2009","PEF","231","01/06/2009","5499-12","TRAFFIC","1891387","875081"
"SL20093085","SALT LAKE CITY","4","3","90E","200 S 500 E                                                                                             ","01/06/2009","CEC","212","01/06/2009","7399-26","PUBLIC ORDER","1895863","885564"
"SL20093122","SALT LAKE CITY","4","3","0","200 S 500 W                                                                                             ","01/06/2009","DTN","112","01/06/2009","5499-12","TRAFFIC","1887937","885587"
"SL20093099","SALT LAKE CITY","4","3","90Z","000 S 500 E                                                                                             ","01/06/2009","CEC","212","01/06/2009","4902-0","ESCAPE","1895809","887308"
"SL20093111","SALT LAKE CITY","5","3","90I","2000 S RICHARDS ST                                                                                       ","01/06/2009","PEF","234","01/06/2009","5324-0","PUBLIC PEACE","1891435","871949"
"SL20093132","SALT LAKE CITY","2","3","0","2500 W 500 S                                                                                             ","01/06/2009","POP","154","01/06/2009","5499-5","TRAFFIC","1874048","883698"
"SL20093117","SALT LAKE CITY","4","3","120","300 E 100 S                                                                                             ","01/06/2009","CEC","212","01/06/2009","1207-0","ROBBERY","1894428","886732"
"SL20093095","SALT LAKE CITY","4","3","90E","000 S 500 E                                                                                             ","01/06/2009","CEC","212","01/06/2009","7399-26","PUBLIC ORDER","1895809","887308"
"SL20093156","SALT LAKE CITY","5","3","0","900 S 300 E                                                                                             ","01/06/2009","WEL","231","01/06/2009","5499-12","TRAFFIC","1894198","880202"
"SL20093162","SALT LAKE CITY","1","3","0","1300 W 500 N                                                                                             ","01/06/2009","STF","132","01/06/2009","5499-12","TRAFFIC","1881364","891596"
"SL20093152","SALT LAKE CITY","1","3","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/06/2009","WES","133","01/06/2009","7399-5","PUBLIC ORDER","1866562","893915"
"SL20093167","SALT LAKE CITY",,"3","0",,"01/06/2009","40","40","01/06/2009","5399-28","PUBLIC PEACE","1867367","893605"
"SL20093143","SALT LAKE CITY","1","3","23H","5000 W WILEY POST WAY                                                                                    ","01/06/2009","JOM","133","01/06/2009","2404-64","STOLEN VEHICLE","1859265","889247"
"SL20093240","SALT LAKE CITY","3","3","240","800 W 700 N                                                                                             ","01/06/2009","ROP","131","01/06/2009","2499-13","STOLEN VEHICLE","1885371","893104"
"SL20093204","SALT LAKE CITY","1","3","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/06/2009","JOM","133","01/06/2009","7399-1","PUBLIC ORDER","1866905","891511"
"SL20093299","SALT LAKE CITY","3","3","0","400 N 400 W                                                                                             ","01/06/2009","CAH","111","01/06/2009","5499-5","TRAFFIC","1888752","891284"
"SL20093295","SALT LAKE CITY","4","3","35A","800 S 1300 E                                                                                            ","01/06/2009","EAC","215","01/06/2009","3562-0","DRUGS","1902125","880879"
"SL20093123","SALT LAKE CITY","1","3","23F","1700 W 500 N                                                                                             ","01/06/2009","JOM","133","01/06/2009","2305-0","LARCENY","1877678","891590"
"SL20093142","SALT LAKE CITY","5","3","290","500 E 1300 S                                                                                            ","01/06/2009","WEL","232","01/06/2009","2903-0","DAMAGED PROP","1896493","877474"
"SL20093157","SALT LAKE CITY","2","3","0","3400 W 900 S                                                                                             ","01/06/2009","POP","154","01/06/2009","7399-25","PUBLIC ORDER","1868792","880511"
"SL20093171","SALT LAKE CITY","4","3","23H","500 W 400 S                                                                                             ","01/06/2009","DTN","112","01/06/2009","2399-18","LARCENY","1887499","884441"
"SL20093197","SALT LAKE CITY","2","3","0","300 S 1000 W                                                                                            ","01/06/2009","POP","151","01/06/2009","7399-1","PUBLIC ORDER","1883915","885178"
"SL20093198","SALT LAKE CITY","4","3","23D","200 E 500 S                                                                                             ","01/06/2009","CEC","115","01/06/2009","2308-0","LARCENY","1893543","883627"
"SL20093228","SALT LAKE CITY","4","3","23D","100 S 200 W                                                                                             ","01/06/2009","DTN","112","01/06/2009","2308-0","LARCENY","1890257","886602"
"SL20093340","SALT LAKE CITY","4","3","0","100 S 600 E                                                                                             ","01/06/2009","CEC","212","01/06/2009","7399-6","PUBLIC ORDER","1896660","886577"
"SL20093139","SALT LAKE CITY","4","3","90J","300 W 400 S                                                                                             ","01/06/2009","DTN","112","01/06/2009","5707-0","INV OF PRIVACY","1889084","884435"
"SL20093233","SALT LAKE CITY","4","3","23C","600 S 200 W                                                                                             ","01/06/2009","PEF","115","01/06/2009","2303-0","LARCENY","1890302","882732"
"SL20093310","SALT LAKE CITY","1","3","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/06/2009","JOM","133","01/06/2009","7399-1","PUBLIC ORDER","1866905","891511"
"SL20093243","SALT LAKE CITY","1","3","90Z","500 N 900 W                                                                                             ","01/06/2009","STF","132","01/06/2009","4902-0","ESCAPE","1884735","891956"
"SL20093261","SALT LAKE CITY","4","3","290","300 S 400 E                                                                                             ","01/06/2009","CEC","212","01/06/2009","2902-1","DAMAGED PROP","1895069","884961"
"SL20093362","SALT LAKE CITY","4","3","0","300 E 700 S                                                                                             ","01/06/2009","CEC","214","01/06/2009","5499-5","TRAFFIC","1894244","881979"
"SL20093300","SALT LAKE CITY","4","3","13B","200 S RIO GRANDE ST                                                                                     ","01/06/2009","DTN","112","01/06/2009","1313-0","ASSAULT","1888297","885699"
"SL20093258","SALT LAKE CITY","7","3","220","2900 S 1200 E                                                                                            ","01/06/2009","SUG","235","01/06/2009","2202-0","BURGLARY","1901285","865161"
"SL20093354","SALT LAKE CITY","7","3","90D",,"01/06/2009","SUG","235","01/06/2009","5404-0","TRAFFIC","1901252","866850"
"SL20093346","SALT LAKE CITY","4","3","23C","400 S 500 E                                                                                             ","01/06/2009","CEC","214","01/06/2009","2303-0","LARCENY","1895796","883977"
"SL20093309","SALT LAKE CITY",,"3","0","000 REDWOOD RD                                                                                          ","01/06/2009","WSL","153","01/06/2009","5499-7","TRAFFIC","1878560","877175"
"SL20093266","SALT LAKE CITY","4","3","0","100 E 300 S                                                                                             ","01/06/2009","CEC","113","01/06/2009","7399-5","PUBLIC ORDER","1892783","885213"
"SL20093401","SALT LAKE CITY","5","3","0","200 W 900 S                                                                                             ","01/06/2009","PEF","114","01/06/2009","2499-14","STOLEN VEHICLE","1889663","880410"
"SL20093315","SALT LAKE CITY","4","3","90J","500 S GALE ST                                                                                           ","01/06/2009","PEF","114","01/06/2009","5707-0","INV OF PRIVACY","1889119","883255"
"SL20093327","SALT LAKE CITY","4","3","13B","300 W 400 S                                                                                             ","01/06/2009","DTN","112","01/06/2009","1313-0","ASSAULT","1889084","884435"
"SL20093273","SALT LAKE CITY","4","3","26A","600 S PARK ST                                                                                           ","01/06/2009","CEC","214","01/06/2009","2602-0","FRAUD","1896250","882695"
"SL20093464","SALT LAKE CITY",,"3","0",,"01/06/2009","40","40","01/06/2009","7399-1","PUBLIC ORDER","1867367","893605"
"SL20093320","SALT LAKE CITY","5","3","23C","300 W HOPE AVE                                                                                          ","01/06/2009","PEF","231","01/06/2009","2303-0","LARCENY","1889051","876511"
"SL20093503","SALT LAKE CITY","3","3","23D","000 N STATE ST                                                                                          ","01/06/2009","AVE","211","01/06/2009","2308-0","LARCENY","1892702","887914"
"SL20093361","SALT LAKE CITY","1","3","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/06/2009","JOM","133","01/06/2009","7399-1","PUBLIC ORDER","1866905","891511"
"SL20093398","SALT LAKE CITY",,"3","90Z","000 E ST                                                                                                ","01/06/2009","AVE","211","01/06/2009","5401-0","TRAFFIC","1895621","887549"
"SL20093458","SALT LAKE CITY","2","3","220","500 N GRANT ST                                                                                          ","01/06/2009","STF","132","01/06/2009","2202-0","BURGLARY","1885925","891832"
"SL20093377","SALT LAKE CITY","7","3","220","800 E ZENITH AVE                                                                                        ","01/06/2009","SUG","235","01/06/2009","2202-0","BURGLARY","1898248","865051"
"SL20093318","SALT LAKE CITY","7","3","0","1900 S 1100 E                                                                                            ","01/06/2009","SUG","236","01/06/2009","5499-7","TRAFFIC","1900568","872386"
"SL20093536","SALT LAKE CITY","4","3","120","200 W 300 S                                                                                             ","01/06/2009","DTN","112","01/06/2009","1201-0","ROBBERY","1890047","885224"
"SL20092996","MAGNA",,"3","90Z",,"01/06/2009","11","11","01/06/2009","3599-99","DRUGS","1826034","884694"
"SL20093570","SALT LAKE CITY","3","3","90G","500 N EAST CAPITOL BLVD                                                                                 ","01/06/2009","CAH","111","01/06/2009","4104-0","LIQUOR","1893434","891418"
"SL20093566","SALT LAKE CITY","5","3","90D","1000 S MAIN ST                                                                                           ","01/06/2009","PEF","231","01/06/2009","5404-0","TRAFFIC","1891874","879124"
"SL20093150","SALT LAKE CITY",,"3","0","000 6TH AVE                                                                                             ","01/06/2009","AVE","211","01/06/2009","5499-7","TRAFFIC","1894806","890065"
"SL20093208","SALT LAKE CITY","2","3","0","2100 S 900 W                                                                                             ","01/06/2009","WSL","153","01/06/2009","5499-7","TRAFFIC","1884652","871682"
"SL20093596","SALT LAKE CITY","4","3","0","100 S 200 E                                                                                             ","01/06/2009","CEC","113","01/06/2009","2499-16","STOLEN VEHICLE","1893429","886742"
"SL20093604","SALT LAKE CITY","2","3","90Z","700 W JACKSON AVE                                                                                       ","01/06/2009","STF","132","01/06/2009","4803-0","OBST POLICE","1885940","888774"
"SL20093239","SALT LAKE CITY","2","3","0","1500 W 2100 S                                                                                            ","01/06/2009","WSL","153","01/06/2009","5499-8","TRAFFIC","1879865","871758"
"SL20093268","SALT LAKE CITY","5","3","0","1700 S 500 E                                                                                             ","01/06/2009","LIW","234","01/06/2009","5499-7","TRAFFIC","1895760","874480"
"SL20093264","SALT LAKE CITY",,"3","0","000 WAKARA WAY                                                                                          ","01/06/2009","AVE","211","01/06/2009","5499-7","TRAFFIC","1905653","890894"
"SL20093608","SALT LAKE CITY","4","3","90G","600 S 200 W                                                                                             ","01/06/2009","PEF","114","01/06/2009","4104-0","LIQUOR","1890242","882793"
"SL20093326","SALT LAKE CITY","4","3","0","100 S 400 E                                                                                             ","01/06/2009","CEC","212","01/06/2009","5499-8","TRAFFIC","1895014","886477"
"SL20093473","SALT LAKE CITY","2","3","23C","1600 S EMPIRE RD                                                                                         ","01/06/2009","WSL","154","01/06/2009","2303-0","LARCENY","1877492","875286"
