"case","city","city_council","day_of_week","ibr_code","location","occur_date","police_gird","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20071031","SALT LAKE CITY","6","4","23F","1400 S FOOTHILL DR                                                                                       ","01/03/2007","BOH","233","01/03/2007","2305-0","LARCENY","1909933","876703"
"SL20071107","SALT LAKE CITY","7","4","23F","2400 S 800 E                                                                                             ","01/03/2007","SUG","235","01/03/2007","2305-0","LARCENY","1898100","868385"
"SL20071111","SALT LAKE CITY","7","4","23F","1000 E 2100 S                                                                                            ","01/03/2007","SUG","235","01/03/2007","2305-0","LARCENY","1899790","871495"
"SL20071127","SALT LAKE CITY","2","4","23H","700 W JACKSON PARK PL                                                                                   ","01/03/2007","STF","132","01/03/2007","2309-0","LARCENY","1886147","891710"
"SL20071202","SALT LAKE CITY","6","4","23H","1300 S 1700 E                                                                                            ","01/03/2007","WAH","233","01/03/2007","2309-0","LARCENY","1905333","877123"
"SL20071270","SALT LAKE CITY","6","4","23H","2000 E PRINCETON DR                                                                                      ","01/03/2007","FOS","233","01/03/2007","2309-0","LARCENY","1907985","878493"
"SL20071445","SALT LAKE CITY","7","4","23F","2300 S FOOTHILL DR                                                                                       ","01/03/2007","EAB","236","01/03/2007","2305-0","LARCENY","1914113","869503"
"SL20071499","SALT LAKE CITY","6","4","23F","1100 S 2100 E                                                                                            ","01/03/2007","FOS","233","01/03/2007","2305-0","LARCENY","1908601","878365"
"SL20071514","SALT LAKE CITY","7","4","23F","2100 E 2100 S                                                                                            ","01/03/2007","SUG","236","01/03/2007","2305-0","LARCENY","1908529","871488"
"SL20071294","SALT LAKE CITY","3","4","290","300 W 800 N                                                                                             ","01/03/2007","CAH","111","01/03/2007","2902-0","DAMAGED PROP","1888923","893881"
"SL20071355","SALT LAKE CITY","7","4","23H","1200 E CRANDALL AVE                                                                                      ","01/03/2007","SUG","235","01/03/2007","2309-0","LARCENY","1901306","865461"
"SL20071435","SALT LAKE CITY","3","4","23F","400 N PUGSLEY ST                                                                                        ","01/03/2007","CAH","111","01/03/2007","2305-0","LARCENY","1889170","891176"
"SL20071449","SALT LAKE CITY","7","4","23F","2300 S FOOTHILL DR                                                                                       ","01/03/2007","EAB","236","01/03/2007","2305-0","LARCENY","1914113","869503"
"SL20071464","SALT LAKE CITY","7","4","23F","2300 E 2100 S                                                                                            ","01/03/2007","SUG","236","01/03/2007","2305-0","LARCENY","1910423","871614"
"SL20071503","SALT LAKE CITY","6","4","23F","1400 S FOOTHILL DR                                                                                       ","01/03/2007","BOH","233","01/03/2007","2305-0","LARCENY","1909933","876703"
"SL200719136","SALT LAKE CITY","4","4","26B","500 E 400 S                                                                                             ","01/03/2007","CEC","214","02/01/2007","2605-0","FRAUD","1896095","884349"
"SL200721333","SALT LAKE CITY",,"4","90Z","000 N 600 W                                                                                             ","01/03/2007","CAH","112","01/03/2007","4902-0","ESCAPE","1887155","888015"
"SL200721925","SALT LAKE CITY","6","4","220","1700 S 2300 E                                                                                            ","01/03/2007","SUG","236","02/06/2007","2204-0","BURGLARY","1910124","874226"
"SL20071218","SALT LAKE CITY","4","4","0","300 S WEST TEMPLE ST                                                                                    ","01/03/2007","DTN","113","01/03/2007","7399-6","PUBLIC ORDER","1891102","884563"
"SL20071572","SALT LAKE CITY","3","4","23F","100 N 300 W                                                                                             ","01/03/2007","CAH","111","01/03/2007","2305-0","LARCENY","1889474","888558"
"SL20071575","SALT LAKE CITY","2","4","290","1100 S GLENDALE DR                                                                                       ","01/03/2007","WSL","152","01/03/2007","2902-0","DAMAGED PROP","1880517","878437"
"SL20071602","SALT LAKE CITY","4","4","290","400 S WEST TEMPLE ST                                                                                    ","01/03/2007","DTN","115","01/03/2007","2902-0","DAMAGED PROP","1891041","884374"
"SL20071536","SALT LAKE CITY","4","4","23F","700 E SOUTH TEMPLE ST                                                                                   ","01/03/2007","EAC","213","01/03/2007","2305-0","LARCENY","1897434","887511"
"SL20071634","SALT LAKE CITY","4","4","23F","100 S 500 W                                                                                             ","01/03/2007","DTN","112","01/03/2007","2305-0","LARCENY","1887941","886505"
"SL200722964","WEST VALLEY CITY",,"4","250",,"01/03/2007","43","43","02/08/2007","2501-0","FORGERY","1872623","860060"
"SL200723119","SALT LAKE CITY","5","4","250","300 W HOPE AVE                                                                                          ","01/03/2007","PEF","231","02/08/2007","2501-0","FORGERY","1889051","876511"
"SL200754233","SALT LAKE CITY","5","4","250","1400 S MAIN ST                                                                                           ","01/03/2007","PEF","231","03/29/2007","2501-0","FORGERY","1891863","876047"
"SL2007121089","SALT LAKE CITY","2","4","240","900 W 800 S                                                                                             ","01/03/2007","POP","151","07/05/2007","2499-13","STOLEN VEHICLE","1884167","881283"
"SL20081875","SALT LAKE CITY","3","4","90Z","600 N EAST CAPITOL BLVD                                                                                 ","01/03/2007","CAH","111","01/04/2008","4902-0","ESCAPE","1893368","892982"
"SL20082201","SALT LAKE CITY","2","4","0","000 N ORANGE ST                                                                                         ","01/03/2007","POP","133","01/04/2008","5399-28","PUBLIC PEACE","1877231","887753"
"SL20071639","SALT LAKE CITY","3","5","35A","700 E EDGEHILL RD                                                                                       ","01/04/2007","AVE","211","01/04/2007","3562-0","DRUGS","1898880","894856"
"SL20071668","SALT LAKE CITY","4","5","90D","300 S WEST TEMPLE ST                                                                                    ","01/04/2007","DTN","113","01/04/2007","5404-0","TRAFFIC","1891044","885178"
"SL20071660","SALT LAKE CITY","4","5","90J","500 S 600 W                                                                                             ","01/04/2007","PEF","114","01/04/2007","5707-0","INV OF PRIVACY","1887077","883597"
"SL20071680","SALT LAKE CITY","4","5","90D","300 W 200 S                                                                                             ","01/04/2007","DTN","112","01/04/2007","5404-0","TRAFFIC","1889090","886021"
"SL20071706","SALT LAKE CITY","2","5","0","800 W 600 N                                                                                             ","01/04/2007","STF","132","01/04/2007","5499-12","TRAFFIC","1885083","892313"
"SL20071715","SALT LAKE CITY",,"5","0",,"01/04/2007","40","40","01/04/2007","5499-84","TRAFFIC","1869746","890290"
"SL20071621","SALT LAKE CITY","5","5","0","1300 S 300 W                                                                                             ","01/04/2007","PEF","231","01/04/2007","7399-99","PUBLIC ORDER","1889487","877124"
"SL20071720","SALT LAKE CITY","7","5","0","1900 E 2100 S                                                                                            ","01/04/2007","SUG","236","01/04/2007","5499-12","TRAFFIC","1906941","871498"
"SL20071712","SALT LAKE CITY","4","5","0","300 S 600 W                                                                                             ","01/04/2007","DTN","112","01/04/2007","7399-5","PUBLIC ORDER","1887084","885181"
"SL20071700","SALT LAKE CITY","4","5","35A","200 S WEST TEMPLE ST                                                                                    ","01/04/2007","DTN","113","01/04/2007","3562-0","DRUGS","1891047","885912"
"SL20071646","SALT LAKE CITY","4","5","90Z","400 E HOOVER PL                                                                                         ","01/04/2007","CEC","214","01/04/2007","4902-0","ESCAPE","1895282","880794"
"SL20071654","SALT LAKE CITY","6","5","290","3000 E CHAUCER PL                                                                                        ","01/04/2007","UNV","233","01/04/2007","2902-0","DAMAGED PROP","1915909","879353"
"SL20071656","SALT LAKE CITY","5","5","35B","1100 S 1300 E                                                                                            ","01/04/2007","EAC","232","01/04/2007","3550-0","DRUGS","1902115","878230"
"SL20071735","SALT LAKE CITY","1","5","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/04/2007","JOM","133","01/04/2007","5499-84","TRAFFIC","1866905","891511"
"SL20071658","SALT LAKE CITY","7","5","90E","900 E 2100 S                                                                                            ","01/04/2007","SUG","235","01/04/2007","7399-26","PUBLIC ORDER","1899304","871557"
"SL20071684","SALT LAKE CITY","5","5","35A","1100 S 1300 E                                                                                            ","01/04/2007","EAC","232","01/04/2007","3532-0","DRUGS","1902115","878230"
"SL20071685","SALT LAKE CITY","5","5","90Z","1100 S 1300 E                                                                                            ","01/04/2007","EAC","232","01/04/2007","4902-0","ESCAPE","1902115","878230"
"SL20071738","SALT LAKE CITY","4","5","13A","200 S RIO GRANDE ST                                                                                     ","01/04/2007","DTN","112","01/04/2007","1305-0","ASSAULT","1888237","885591"
"SL20071736","SALT LAKE CITY","1","5","90I","1600 W 500 N                                                                                             ","01/04/2007","JOM","132","01/04/2007","5324-0","PUBLIC PEACE","1878880","891546"
"SL20071770",,,"5","0",,"01/04/2007",,,"01/04/2007","5499-8","TRAFFIC",,
"SL20071750","SALT LAKE CITY","1","5","90Z","500 N TERMINAL NORTHBOUND DR                                                                            ","01/04/2007","JOM","133","01/04/2007","4902-0","ESCAPE","1866905","891511"
"SL20071789","SALT LAKE CITY","4","5","23F","600 E 100 S                                                                                             ","01/04/2007","CEC","212","01/04/2007","2305-0","LARCENY","1897155","886781"
"SL20071670","SALT LAKE CITY","4","5","90E","200 W 500 S                                                                                             ","01/04/2007","DTN","114","01/04/2007","7399-26","PUBLIC ORDER","1889872","883640"
"SL20071756","SALT LAKE CITY",,"5","90J",,"01/04/2007",,,"01/04/2007","5707-0","INV OF PRIVACY",,
"SL20071811","SALT LAKE CITY","2","5","290","3800 W 700 S                                                                                             ","01/04/2007","POP","154","01/04/2007","2901-0","DAMAGED PROP","1866584","882745"
"SL20071763","SALT LAKE CITY","1","5","220","100 N APOLLO RD                                                                                         ","01/04/2007","JOM","133","01/04/2007","2203-0","BURGLARY","1853608","888884"
"SL20071807","SALT LAKE CITY","4","5","26B","500 E 400 S                                                                                             ","01/04/2007","CEC","214","01/04/2007","2605-0","FRAUD","1896095","884349"
"SL20071848","SALT LAKE CITY","2","5","23D","700 W 1300 S                                                                                            ","01/04/2007","WSL","152","01/04/2007","2308-0","LARCENY","1885652","877510"
"SL20071857","SALT LAKE CITY","2","5","0","1000 W 700 S                                                                                             ","01/04/2007","POP","151","01/04/2007","7399-24","PUBLIC ORDER","1883685","882017"
"SL20071830","SALT LAKE CITY","2","5","0","3600 W 1987 S                                                                                            ","01/04/2007","WSL","154","01/04/2007","7399-5","PUBLIC ORDER","1867941","872573"
"SL20071771","SALT LAKE CITY","2","5","290","1100 S GLENDALE DR                                                                                       ","01/04/2007","WSL","152","01/04/2007","2901-0","DAMAGED PROP","1880398","878523"
"SL20071784","SALT LAKE CITY","2","5","0","900 S 800 W                                                                                             ","01/04/2007","POP","152","01/04/2007","7399-5","PUBLIC ORDER","1885480","880443"
"SL20071829","SALT LAKE CITY","4","5","0","200 E 600 S                                                                                             ","01/04/2007","CEC","115","01/04/2007","7399-1","PUBLIC ORDER","1894076","882773"
"SL20071890","SALT LAKE CITY","1","5","0","1000 W NORTH TEMPLE ST                                                                                   ","01/04/2007","STF","132","01/04/2007","7399-5","PUBLIC ORDER","1883934","888427"
"SL200767203","SALT LAKE CITY",,"5","290",,"04/12/2007",,,"04/17/2007","2902-0","DAMAGED PROP",,
"SL20071865","SALT LAKE CITY","2","5","90Z","700 W NORTH TEMPLE ST                                                                                   ","01/04/2007","POP","132","01/04/2007","5401-0","TRAFFIC","1886204","888358"
"SL20071931","SALT LAKE CITY","4","5","26A","600 E 400 S                                                                                             ","01/04/2007","CEC","214","01/04/2007","2699-0","FRAUD","1896644","884347"
"SL20071818",,,"5","0",,"01/04/2007",,"INV","01/04/2007","5499-1","TRAFFIC",,
"SL20071828","SALT LAKE CITY","1","5","13B","1100 N VICTORIA WAY                                                                                      ","01/04/2007","ROP","131","01/04/2007","1313-0","ASSAULT","1884266","896496"
"SL20071929","SALT LAKE CITY","5","5","0","300 W HOPE AVE                                                                                          ","01/04/2007","PEF","231","01/04/2007","2499-15","STOLEN VEHICLE","1889051","876511"
"SL20071943","SALT LAKE CITY","4","5","240","800 S 200 E                                                                                             ","01/04/2007","CEC","115","01/04/2007","2499-13","STOLEN VEHICLE","1893465","880709"
"SL20071994","SALT LAKE CITY","4","5","0","600 S STATE ST                                                                                          ","01/04/2007","PEF","115","01/04/2007","5499-12","TRAFFIC","1892620","882499"
"SL20071960","SALT LAKE CITY","1","5","220","700 N OAKLEY ST                                                                                         ","01/04/2007","ROP","131","01/04/2007","2202-0","BURGLARY","1882123","893310"
"SL20071947","SALT LAKE CITY","7","5","0","1500 E STRATFORD AVE                                                                                     ","01/04/2007","SUG","236","01/04/2007","7399-99","PUBLIC ORDER","1904295","867852"
"SL20071935","SALT LAKE CITY","4","5","520","200 S RIO GRANDE ST                                                                                     ","01/04/2007","DTN","112","01/04/2007","5202-0","WEAPON OFFENSE","1888238","885930"
"SL20071957","SALT LAKE CITY","2","5","26C","1200 S MODESTO CIR                                                                                       ","01/04/2007","WSL","152","01/04/2007","2699-11","FRAUD","1883775","877911"
"SL20071956","SALT LAKE CITY","5","5","23D","800 S 1300 E                                                                                            ","01/04/2007","YAL","215","01/04/2007","2308-0","LARCENY","1902184","880584"
"SL20072040","SALT LAKE CITY","1","5","35A","700 N TERMINAL NORTHBOUND DR                                                                            ","01/04/2007","WES","133","01/04/2007","3562-0","DRUGS","1867036","893752"
"SL20071753","SALT LAKE CITY","4","5","0","300 E 200 S                                                                                             ","01/04/2007","CEC","212","01/04/2007","5399-23","PUBLIC PEACE","1894829","885938"
"SL20072082","SALT LAKE CITY","7","5","23G","2100 S 1700 E                                                                                            ","01/04/2007","SUG","236","01/04/2007","2304-0","LARCENY","1905397","871097"
"SL20071760","SALT LAKE CITY","1","5","90I","1000 N CATHERINE ST                                                                                      ","01/04/2007","ROP","131","01/04/2007","5324-0","PUBLIC PEACE","1880434","895808"
"SL20072128","SALT LAKE CITY",,"5","0",,"01/04/2007","40","40","01/04/2007","7399-99","PUBLIC ORDER","1867367","893605"
"SL20072115","SALT LAKE CITY","4","5","26B","500 E 400 S                                                                                             ","01/04/2007","CEC","214","01/04/2007","2605-0","FRAUD","1896095","884349"
"SL20072130","SALT LAKE CITY","6","5","23F","1300 S 1700 E                                                                                            ","01/04/2007","WAH","233","01/04/2007","2305-0","LARCENY","1905334","877405"
"SL20072087","SALT LAKE CITY","4","5","23F","100 W PIERPONT AVE                                                                                      ","01/04/2007","DTN","113","01/04/2007","2305-0","LARCENY","1890551","885618"
"SL20071768","SALT LAKE CITY","4","5","23C","300 E 200 S                                                                                             ","01/04/2007","CEC","212","01/04/2007","2303-0","LARCENY","1894829","885938"
"SL20071836","SALT LAKE CITY","4","5","13C","400 S 600 E                                                                                             ","01/04/2007","CEC","214","01/04/2007","1399-0","ASSAULT","1896649","883941"
"SL20071950","SALT LAKE CITY","5","5","0","200 E RAMONA AVE                                                                                        ","01/04/2007","LIW","234","01/04/2007","5499-7","TRAFFIC","1893886","872534"
"SL20071972","SALT LAKE CITY","2","5","23C","1600 S EMPIRE RD                                                                                         ","01/04/2007","WSL","154","01/04/2007","2303-0","LARCENY","1877552","875279"
"SL20072174","SALT LAKE CITY","1","5","13B","1200 N BUCCANEER DR                                                                                      ","01/04/2007","ROP","131","01/04/2007","1313-0","ASSAULT","1882588","897023"
"SL20072144","SALT LAKE CITY","3","5","240","100 E 1ST AVE                                                                                           ","01/04/2007","AVE","211","01/04/2007","2499-13","STOLEN VEHICLE","1893087","887968"
"SL20071913","SALT LAKE CITY","4","5","13B","400 W 200 S                                                                                             ","01/04/2007","DTN","112","01/04/2007","1313-0","ASSAULT","1888485","885963"
"SL20072191","SALT LAKE CITY","5","5","90Z","1700 S MAIN ST                                                                                           ","01/04/2007","PEF","234","01/04/2007","4803-0","OBST POLICE","1891856","874188"
"SL20071959","SALT LAKE CITY","4","5","35A","200 S RIO GRANDE ST                                                                                     ","01/04/2007","DTN","112","01/04/2007","3532-0","DRUGS","1888238","885862"
"SL20072138","SALT LAKE CITY","4","5","23C","100 W 800 S                                                                                             ","01/04/2007","PEF","115","01/04/2007","2303-0","LARCENY","1890934","881199"
"SL20072210","SALT LAKE CITY","6","5","90A","1600 E BLAINE AVE                                                                                        ","01/04/2007","SUG","236","01/04/2007","2606-0","FRAUD","1904621","873994"
"SL20072185","SALT LAKE CITY","6","5","23H","1900 E 900 S                                                                                             ","01/04/2007","FOS","233","01/04/2007","2310-0","LARCENY","1906996","880410"
"SL20072196","SALT LAKE CITY","5","5","240","1900 S STATE ST                                                                                          ","01/04/2007","PEF","234","01/04/2007","2499-17","STOLEN VEHICLE","1892582","872573"
"SL2007877","MAGNA",,"5","90Z",,"01/04/2007","11","11","01/04/2007","3599-99","DRUGS","1826034","884694"
"SL20072218","SALT LAKE CITY","4","5","13C","900 E 300 S                                                                                             ","01/04/2007","EAC","213","01/04/2007","1316-3","ASSAULT","1899374","885128"
"SL20072235","SALT LAKE CITY","4","5","23G","400 W 200 S                                                                                             ","01/04/2007","DTN","112","01/04/2007","2304-0","LARCENY","1888688","886022"
"SL20072080","SALT LAKE CITY",,"5","0","000 4TH AVE                                                                                             ","01/04/2007","AVE","211","01/04/2007","5499-8","TRAFFIC","1897295","889226"
"SL20072051","SALT LAKE CITY","1","5","35A","900 W NORTH TEMPLE ST                                                                                   ","01/04/2007","STF","132","01/04/2007","3562-0","DRUGS","1884737","888424"
"SL20071871","SALT LAKE CITY","7","5","0","2300 E 2100 S                                                                                            ","01/04/2007","SUG","236","01/04/2007","5499-8","TRAFFIC","1910127","871489"
"SL20071863","SALT LAKE CITY","7","5","0","1000 E 1700 S                                                                                            ","01/04/2007","SUG","235","01/04/2007","5499-8","TRAFFIC","1899779","874442"
"SL20072278","SALT LAKE CITY",,"5","90D","000 LAYTON AVE                                                                                          ","01/04/2007","PEF","234","01/04/2007","5404-0","TRAFFIC","1891822","873180"
"SL20072188","SALT LAKE CITY","3","5","220","400 N 300 W                                                                                             ","01/04/2007","CAH","111","01/04/2007","2202-0","BURGLARY","1889545","891307"
"SL20072104","SALT LAKE CITY","4","5","90E","200 E 400 S                                                                                             ","01/04/2007","CEC","115","01/04/2007","7399-26","PUBLIC ORDER","1893540","884358"
"SL20072114","SALT LAKE CITY","1","5","220","5700 W HAROLD GATTY DR                                                                                   ","01/04/2007","JOM","133","01/04/2007","2203-0","BURGLARY","1853848","892149"
"SL2007880","MAGNA",,"5","90Z",,"01/04/2007","11","11","01/04/2007","3599-99","DRUGS","1826034","884694"
"SL20072139","SALT LAKE CITY","2","5","23C","1600 S EMPIRE RD                                                                                         ","01/04/2007","WSL","154","01/04/2007","2303-0","LARCENY","1877492","875286"
"SL20072169","SALT LAKE CITY","1","5","0","1700 W 1300 N                                                                                            ","01/04/2007","WES","131","01/04/2007","5399-28","PUBLIC PEACE","1878003","898009"
"SL20072334","SALT LAKE CITY","1","5","0","3600 W 510 N                                                                                             ","01/04/2007","JOM","133","01/04/2007","5499-84","TRAFFIC","1867746","891698"
"SL20072172","SALT LAKE CITY","4","5","0","400 S 300 W                                                                                             ","01/04/2007","DTN","114","01/04/2007","7399-5","PUBLIC ORDER","1889516","884197"
"SL20072184","SALT LAKE CITY","2","5","13A","700 S JEREMY ST                                                                                         ","01/04/2007","POP","151","01/04/2007","1302-0","ASSAULT","1885091","881825"
"SL20072216","SALT LAKE CITY","2","5","120","1600 W SECRET GARDEN PL                                                                                  ","01/04/2007","WSL","153","01/04/2007","1204-0","ROBBERY","1879047","874884"
"SL20072242","SALT LAKE CITY","1","5","120","1700 W 700 N                                                                                             ","01/04/2007","WES","131","01/04/2007","1201-0","ROBBERY","1878222","893265"
"SL20072282","SALT LAKE CITY","4","5","23C","600 S 200 W                                                                                             ","01/04/2007","PEF","115","01/04/2007","2303-0","LARCENY","1890302","882675"
"SL20072351","SALT LAKE CITY","2","5","90Z","1400 W 1300 S                                                                                            ","01/04/2007","WSL","152","01/04/2007","4902-0","ESCAPE","1880364","877471"
"SL20072311","SALT LAKE CITY","5","5","23F","1500 S 300 E                                                                                             ","01/04/2007","LIW","231","01/04/2007","2305-0","LARCENY","1894180","875176"
"SL20072353","SALT LAKE CITY","1","5","0","600 N 3700 W                                                                                            ","01/04/2007","JOM","133","01/04/2007","7399-1","PUBLIC ORDER","1867258","892652"
"SL20072297","SALT LAKE CITY","2","5","23C","1600 W NORTH TEMPLE ST                                                                                   ","01/04/2007","POP","132","01/04/2007","2303-0","LARCENY","1878567","888388"
"SL20072377","SALT LAKE CITY","5","5","90D","1500 S STATE ST                                                                                          ","01/04/2007","LIW","231","01/04/2007","5404-0","TRAFFIC","1892652","875134"
"SL20072367","SALT LAKE CITY","1","5","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/04/2007","WES","133","01/04/2007","7399-1","PUBLIC ORDER","1866562","893915"
"SL20072356","SALT LAKE CITY","5","5","0","700 E 1300 S                                                                                            ","01/04/2007","EAC","232","01/04/2007","5499-6","TRAFFIC","1897499","877410"
"SL20072380","SALT LAKE CITY","4","5","0","500 S 200 E                                                                                             ","01/04/2007","CEC","115","01/04/2007","5499-12","TRAFFIC","1893416","883508"
"SL20072248","SALT LAKE CITY","5","5","290","1200 E GILMER DR                                                                                         ","01/04/2007","EAC","232","01/04/2007","2902-1","DAMAGED PROP","1901970","880143"
"SL20072202","SALT LAKE CITY","5","5","13B","1000 S WEST TEMPLE ST                                                                                    ","01/04/2007","PEF","231","01/04/2007","1313-0","ASSAULT","1891080","879323"
"SL20072269","SALT LAKE CITY","7","5","220","2000 E 2700 S                                                                                            ","01/04/2007","SUG","236","01/04/2007","2204-0","BURGLARY","1908251","866834"
"SL20072195","SALT LAKE CITY","4","5","35A","200 S 500 W                                                                                             ","01/04/2007","DTN","112","01/04/2007","3532-0","DRUGS","1887879","885988"
"SL20072288","SALT LAKE CITY","4","5","13A","800 S WEST TEMPLE ST                                                                                    ","01/04/2007","PEF","115","01/04/2007","1305-0","ASSAULT","1891028","881205"
"SL20072376","SALT LAKE CITY","4","5","23F","300 E 700 S                                                                                             ","01/04/2007","CEC","214","01/04/2007","2305-0","LARCENY","1894720","881977"
"SL20072361","SALT LAKE CITY","2","5","40A","800 W NORTH TEMPLE ST                                                                                   ","01/04/2007","STF","132","01/04/2007","4004-0","COMMERCIAL SEX","1885519","888421"
"SL20072403","SALT LAKE CITY","2","5","90Z","100 N 800 W                                                                                             ","01/04/2007","STF","132","01/04/2007","4902-0","ESCAPE","1885574","888860"
"SL20072135","SALT LAKE CITY","1","5","90Z","1800 W 500 N                                                                                             ","01/04/2007","JOM","133","01/04/2007","5309-0","PUBLIC PEACE","1876948","891595"
"SL20072272","SALT LAKE CITY","4","5","290","400 W 200 S                                                                                             ","01/04/2007","DTN","112","01/04/2007","2902-1","DAMAGED PROP","1888485","885963"
"SL20071663","SALT LAKE CITY","4","5","290","000 W 300 S                                                                                             ","01/04/2007","DTN","113","01/04/2007","2902-0","DAMAGED PROP","1891517","885218"
"SL20071724","SALT LAKE CITY","4","5","90Z","500 S WEST TEMPLE ST                                                                                    ","01/04/2007","PEF","115","01/04/2007","4902-0","ESCAPE","1891036","883203"
"SL20071702","SALT LAKE CITY","4","5","90Z","600 S WEST TEMPLE ST                                                                                    ","01/04/2007","PEF","115","01/04/2007","4803-0","OBST POLICE","1891033","882382"
"SL2007154637","SALT LAKE CITY","1","2","26A",,"04/16/2007","JOM","133","08/22/2007","2699-0","FRAUD","1877294","888799"
"SL20071650","SALT LAKE CITY","2","5","240","1300 W INDIANA AVE                                                                                       ","01/04/2007","POP","152","01/04/2007","2499-13","STOLEN VEHICLE","1881182","880995"
"SL20072406","SALT LAKE CITY","5","5","90D","1000 S 200 W                                                                                             ","01/04/2007","PEF","231","01/05/2007","5404-0","TRAFFIC","1890258","879151"
"SL2007881","MAGNA",,"5","90Z",,"01/04/2007","11","11","01/04/2007","3599-99","DRUGS","1826034","884694"
"SL20071997","SALT LAKE CITY","7","5","90Z","2200 S HIGHLAND DR                                                                                       ","01/04/2007","SUG","236","01/04/2007","5401-0","TRAFFIC","1900952","870059"
"SL20071858","SALT LAKE CITY","6","5","0","1600 S 1900 E                                                                                            ","01/04/2007","WAH","233","01/04/2007","5499-7","TRAFFIC","1906948","874804"
"SL20071926","SALT LAKE CITY",,"5","0","000 STATE ST                                                                                            ","01/04/2007","WEL","231","01/04/2007","5499-8","TRAFFIC","1892630","877457"
"SL20072387","SALT LAKE CITY","1","5","0","1000 N VALENTINE ST                                                                                      ","01/04/2007","ROP","131","01/04/2007","7399-16","PUBLIC ORDER","1882164","895870"
"SL20072206","SALT LAKE CITY","4","5","0","300 W 800 S                                                                                             ","01/04/2007","PEF","114","01/04/2007","5499-2","TRAFFIC","1889259","881205"
"SL20072440","SALT LAKE CITY","4","5","90Z","300 E 700 S                                                                                             ","01/04/2007","CEC","214","01/05/2007","4902-0","ESCAPE","1894720","881977"
"SL20072391","SALT LAKE CITY","5","5","23C","500 E 2100 S                                                                                            ","01/04/2007","LIW","234","01/04/2007","2303-0","LARCENY","1895818","871573"
"SL20072379","SALT LAKE CITY","2","5","220","500 N 800 W                                                                                             ","01/04/2007","STF","132","01/04/2007","2202-0","BURGLARY","1885527","891983"
"SL20072373","SALT LAKE CITY","7","5","23F","1000 E 2100 S                                                                                            ","01/04/2007","SUG","235","01/04/2007","2305-0","LARCENY","1900255","871553"
"SL20072362","SALT LAKE CITY","7","5","90Z","2400 S 1700 E                                                                                            ","01/04/2007","SUG","236","01/04/2007","5309-0","PUBLIC PEACE","1905402","868623"
"SL20071719","SALT LAKE CITY","4","5","90C","100 S 500 E                                                                                             ","01/04/2007","CEC","212","01/04/2007","5399-12","PUBLIC PEACE","1895806","886499"
"SL20071723","SALT LAKE CITY","2","5","0","4400 W 700 S                                                                                             ","01/04/2007","POP","154","01/04/2007","5499-7","TRAFFIC","1862559","882412"
"SL200713878","SALT LAKE CITY","2","2","290",,"01/22/2007","WSL","154","01/24/2007","2901-0","DAMAGED PROP","1872119","879100"
"SL20072158","SALT LAKE CITY",,"5","0","000 200 S                                                                                               ","01/04/2007","CEC","113","01/04/2007","5499-8","TRAFFIC","1892664","885977"
"SL20072086","SALT LAKE CITY",,"5","0","000 500 S                                                                                               ","01/04/2007","POP","151","01/04/2007","5499-8","TRAFFIC","1883938","883632"
"SL20071933","TOOELE",,"5","290",,"01/04/2007","HER","56","01/05/2007","2902-0","DAMAGED PROP","1851418","794214"
"SL20072619","SALT LAKE CITY","4","5","90Z","100 W 600 S                                                                                             ","01/04/2007","PEF","115","01/04/2007","3599-2","DRUGS","1890632","882845"
"SL20072254","SALT LAKE CITY","4","5","0","700 S 400 E                                                                                             ","01/04/2007","CEC","214","01/04/2007","5499-7","TRAFFIC","1894997","881982"
"SL20072212","SALT LAKE CITY",,"5","0","000 NORTH TEMPLE ST                                                                                     ","01/04/2007","STF","132","01/04/2007","5499-7","TRAFFIC","1884750","888394"
"SL20072596","SALT LAKE CITY","4","5","90J","200 S RIO GRANDE ST                                                                                     ","01/04/2007","DTN","112","01/05/2007","5707-0","INV OF PRIVACY","1888298","885903"
"SL20071838","SALT LAKE CITY","5","5","90C","300 W HOPE AVE                                                                                          ","01/04/2007","PEF","231","01/04/2007","5399-12","PUBLIC PEACE","1889051","876511"
"SL20072009","SALT LAKE CITY","3","5","250","400 E 6TH AVE                                                                                           ","01/04/2007","AVE","211","01/04/2007","2501-0","FORGERY","1895664","890030"
"SL20072209","SALT LAKE CITY","4","5","35A","200 S 500 W                                                                                             ","01/04/2007","DTN","112","01/04/2007","3532-0","DRUGS","1887879","885988"
"SL20072386","SALT LAKE CITY","1","5","0","3600 W 510 N                                                                                             ","01/04/2007","JOM","133","01/04/2007","5499-84","TRAFFIC","1867876","891708"
"SL20072236","SALT LAKE CITY","7","5","23F","1600 E 2100 S                                                                                            ","01/04/2007","SUG","236","01/04/2007","2305-0","LARCENY","1904538","871649"
"SL20072316","SALT LAKE CITY","4","5","90Z","100 W 800 S                                                                                             ","01/04/2007","PEF","115","01/04/2007","4902-0","ESCAPE","1890934","881199"
"SL20072073","SALT LAKE CITY",,"5","0","000 CALIFORNIA AVE                                                                                      ","01/04/2007","WSL","154","01/04/2007","5499-8","TRAFFIC","1864529","878192"
