"case","city","council","day_of_week","ibr_code","location","occ_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20121807","SALT LAKE CITY","4","3","90G","400 S DENVER ST","2012-01-03T11:00:00.000","144","Z4","2012-01-03T11:00:00.000","4104-0","LIQUOR","1895414","884358"
"SL20121476","SALT LAKE CITY","7","3","0","1500 E 2700 S","2012-01-03T18:06:00.000","163","Z6","2012-01-03T18:06:00.000","5499-8","TRAFFIC","1904062","866843"
"SL20121426","SALT LAKE CITY","4","3","0","200 S SURPRISE AVE","2012-01-03T16:38:00.000","142","Z4","2012-01-03T16:38:00.000","7399-0","PUBLIC ORDER","1893430","885973"
"SL20125207","SALT LAKE CITY","2","3","26A","1500 W 800 S","2012-01-03T12:00:00.000","121","Z2","2012-01-10T15:12:00.000","2602-0","FRAUD","1879375","881422"
"SL20121291","SALT LAKE CITY","5","3","0","1500 S STATE ST","2012-01-03T13:40:00.000","152","Z5","2012-01-03T13:40:00.000","5499-8","TRAFFIC","1892653","875466"
"SL20121135","SALT LAKE CITY","4","3","0","00 S MAIN ST","2012-01-03T06:50:00.000","133","Z3","2012-01-03T06:56:00.000","5399-0","PUBLIC PEACE","1891845","887322"
"SL201239625","SALT LAKE CITY","4","3","26A","300 E 200 S","2012-01-03T14:00:00.000","142","Z4","2012-03-09T10:22:00.000","2699-0","FRAUD","1894390","886000"
"SL20121605","SALT LAKE CITY","5","4","13A","1300 S EDISON ST","2012-01-04T00:01:00.000","152","Z5","2012-01-04T00:01:00.000","1305-0","ASSAULT","1893007","877081"
"SL20121625","SALT LAKE CITY","2","4","90D","800 W 400 N","2012-01-04T01:52:00.000","112","Z1","2012-01-04T02:08:00.000","5404-0","TRAFFIC","1885156","890759"
"SL20121643","SALT LAKE CITY","1","4","0","800 N LAFAYETTE DR","2012-01-04T03:26:00.000","111","Z1","2012-01-04T03:26:00.000","5499-12","TRAFFIC","1883256","893904"
"SL20121648","SOUTH SALT LAKE","SL","4","35A","2700 S STATE ST","2012-01-04T04:10:00.000","42","42","2012-01-04T04:10:00.000","3572-0","DRUGS","1892615","866415"
"SL20121610","SALT LAKE CITY","2","4","0","2300 W NORTH TEMPLE ST","2012-01-04T00:24:00.000","113","Z1","2012-01-04T00:24:00.000","5399-23","PUBLIC PEACE","1873735","888406"
"SL20121644","SALT LAKE CITY","2","4","90E","800 W NORTH TEMPLE ST","2012-01-04T03:21:00.000","112","Z1","2012-01-04T03:21:00.000","7399-26","PUBLIC ORDER","1885381","888361"
"SL20121656","SALT LAKE CITY","1","4","100","500 N STAR CREST DR","2012-01-04T04:58:00.000","113","Z1","2012-01-04T04:58:00.000","1099-0","KIDNAP","1877303","892061"
"SL20121615","SALT LAKE CITY","2","4","90E","800 W NORTH TEMPLE ST","2012-01-04T00:34:00.000","112","Z1","2012-01-04T00:34:00.000","7399-26","PUBLIC ORDER","1885381","888361"
"SL20121660","SALT LAKE CITY","4","4","0","200 S RIO GRANDE ST","2012-01-04T05:45:00.000","132","Z3","2012-01-04T05:45:00.000","7399-1","PUBLIC ORDER","1888238","885862"
"SL20121712","SALT LAKE CITY","4","4","0","300 W 500 S","2012-01-04T08:33:00.000","134","Z3","2012-01-04T08:33:00.000","5499-12","TRAFFIC","1889014","883644"
"SL20121705","SALT LAKE CITY","1","4","240","800 N STAR CREST DR","2012-01-04T08:35:00.000","111","Z1","2012-01-04T08:35:00.000","2499-17","STOLEN VEHICLE","1877337","894249"
"SL20121670","SALT LAKE CITY","4","4","23D","200 W MONTROSE AVE","2012-01-04T08:13:00.000","134","Z3","2012-01-04T08:13:00.000","2308-0","LARCENY","1889846","881575"
"SL20122277","SALT LAKE CITY","4","5","23H","200 W 500 S","2012-01-05T07:38:00.000","134","Z3","2012-01-05T07:38:00.000","2399-0","LARCENY","1890176","883639"
"SL20121675","SALT LAKE CITY","5","4","11A","1800 S WEST TEMPLE ST","2012-01-04T07:00:00.000","161","Z6","2012-01-04T07:00:00.000","1198-0","SEXUAL ASSAULT","1890997","873541"
"SL20121736","SALT LAKE CITY","5","4","0","1400 S STATE ST","2012-01-04T09:20:00.000","152","Z5","2012-01-04T09:20:00.000","5499-12","TRAFFIC","1892596","876250"
"SL20121703","SALT LAKE CITY","4","4","0","100 W 500 S","2012-01-04T08:02:00.000","135","Z3","2012-01-04T08:02:00.000","7399-99","PUBLIC ORDER","1890665","883638"
"SL20121748","SALT LAKE CITY","4","4","0","400 S STATE ST","2012-01-04T09:41:00.000","135","Z3","2012-01-04T09:41:00.000","5499-7","TRAFFIC","1892627","884368"
"SL20121750","SALT LAKE CITY","4","4","90Z","300 E 200 S","2012-01-04T09:41:00.000","142","Z4","2012-01-04T09:41:00.000","3612-0","SEXUAL OFFENSE","1894390","886000"
"SL20121814","SALT LAKE CITY","3","4","35B","600 W NORTH TEMPLE ST","2012-01-04T11:13:00.000","131","Z3","2012-01-04T11:13:00.000","3550-0","DRUGS","1887112","888415"
"SL20121737","SALT LAKE CITY","2","4","23C","100 N 900 W","2012-01-04T09:15:00.000","112","Z1","2012-01-04T11:31:00.000","2303-0","LARCENY","1884782","888792"
"SL20121691","SALT LAKE CITY","4","4","90Z","400 W 500 S","2012-01-04T07:30:00.000","134","Z3","2012-01-04T07:30:00.000","4902-0","ESCAPE","1888668","883645"
"SL20121804","SALT LAKE CITY","4","4","90Z","400 S DENVER ST","2012-01-04T10:55:00.000","144","Z4","2012-01-04T10:55:00.000","4902-0","ESCAPE","1895414","884358"
"SL20121708","SALT LAKE CITY","4","4","13C","300 E 300 S","2012-01-04T08:15:00.000","142","Z4","2012-01-04T09:27:00.000","1316-3","ASSAULT","1894437","885147"
"SL20121824","SALT LAKE CITY","2","4","13B","800 W GENESEE AVE","2012-01-04T11:31:00.000","122","Z2","2012-01-04T11:31:00.000","1313-0","ASSAULT","1885184","880880"
"SL20121866","SALT LAKE CITY","5","4","0","700 E 1300 S","2012-01-04T12:53:00.000","153","Z5","2012-01-04T12:53:00.000","5499-8","TRAFFIC","1897396","877411"
"SL20121790","SALT LAKE CITY","4","4","0","100 S WEST TEMPLE ST","2012-01-04T10:35:00.000","133","Z3","2012-01-04T10:35:00.000","5499-2","TRAFFIC","1891110","886584"
"SL20121883","SALT LAKE CITY","1","4","0","3700 W TERMINAL WESTBOUND DR","2012-01-04T12:45:00.000","113","Z1","2012-01-04T13:29:00.000","5499-84","TRAFFIC","1866560","893915"
"SL20121846","SALT LAKE CITY","3","4","90Z","600 W NORTH TEMPLE ST","2012-01-04T12:30:00.000","131","Z3","2012-01-04T13:16:00.000","4902-0","ESCAPE","1887112","888415"
"SL20121835","SALT LAKE CITY","7","4","23C","1100 E BRICKYARD RD","2012-01-04T11:54:00.000","162","Z6","2012-01-04T11:54:00.000","2303-0","LARCENY","1900883","863411"
"SL20121725","SALT LAKE CITY","4","4","23D","500 W 700 S","2012-01-04T09:00:00.000","134","Z3","2012-01-04T09:00:00.000","2308-0","LARCENY","1887425","882064"
"SL20121871","SALT LAKE CITY","4","4","0","300 S STATE ST","2012-01-04T13:02:00.000","133","Z3","2012-01-04T13:02:00.000","5499-2","TRAFFIC","1892688","884659"
"SL20121730","SALT LAKE CITY","5","4","220","1400 S 700 E","2012-01-04T07:48:00.000","153","Z5","2012-01-04T09:06:00.000","2203-0","BURGLARY","1897410","876359"
"SL20121784","SALT LAKE CITY","4","4","13B","300 S DENVER ST","2012-01-04T10:26:00.000","142","Z4","2012-01-04T10:26:00.000","1313-0","ASSAULT","1895415","884754"
"SL20121795","SALT LAKE CITY","5","4","220","900 E 900 S","2012-01-04T10:40:00.000","153","Z5","2012-01-04T10:40:00.000","2203-0","BURGLARY","1899167","880378"
"SL20121832","SALT LAKE CITY","1","4","90Z","700 N TERMINAL NORTHBOUND DR","2012-01-04T11:40:00.000","113","Z1","2012-01-04T11:49:00.000","4902-0","ESCAPE","1867036","893752"
"SL20121904","SALT LAKE CITY","2","4","23G","1200 W 500 S","2012-01-04T14:01:00.000","121","Z2","2012-01-04T14:01:00.000","2304-0","LARCENY","1882186","883669"
"SL20121777","SALT LAKE CITY","2","4","90F","400 S CATCUS ST","2012-01-04T10:26:00.000","133","Z3","2012-01-04T10:26:00.000","3899-9","FAMILY OFFENSES","1892233","884402"
"SL20121929","SALT LAKE CITY","2","4","0","400 S I15 NORTHBOUND FWY","2012-01-04T14:57:00.000","134","Z3","2012-01-04T14:57:00.000","5499-5","TRAFFIC","1885683","883626"
"SL20121926","SALT LAKE CITY","2","4","23G","1100 S MISSION RD","2012-01-04T14:55:00.000","122","Z2","2012-01-04T14:55:00.000","2304-0","LARCENY","1880380","878016"
"SL20121930","SALT LAKE CITY","1","4","0","1200 W 600 N","2012-01-04T14:59:00.000","111","Z1","2012-01-04T14:59:00.000","5499-6","TRAFFIC","1882113","892386"
"SL20121934","SALT LAKE CITY","4","4","0","400 S 400 W","2012-01-04T15:03:00.000","134","Z3","2012-01-04T15:03:00.000","5499-12","TRAFFIC","1888664","884155"
"SL20121939","SALT LAKE CITY","4","4","13B","1100 E 200 S","2012-01-04T15:08:00.000","143","Z4","2012-01-04T15:08:00.000","1313-0","ASSAULT","1900935","885975"
"SL20121982","SALT LAKE CITY","3","4","240","200 N 300 W","2012-01-04T08:50:00.000","131","Z3","2012-01-04T16:01:00.000","2499-13","STOLEN VEHICLE","1889477","889491"
"SL20121894","SALT LAKE CITY","4","4","90I","600 E 200 S","2012-01-04T13:30:00.000","142","Z4","2012-01-04T13:39:00.000","5324-0","PUBLIC PEACE","1896714","885991"
"SL20121964","SALT LAKE CITY","2","4","240","700 W JACKSON PARK PL","2012-01-04T15:26:00.000","112","Z1","2012-01-04T15:26:00.000","2499-17","STOLEN VEHICLE","1886246","891761"
"SL20121979","SALT LAKE CITY","4","4","0","700 S 700 E","2012-01-04T15:57:00.000","144","Z4","2012-01-04T15:57:00.000","5499-1","TRAFFIC","1897373","881974"
"SL20122007","SALT LAKE CITY","1","4","90Z","200 N GEMINI DR","2012-01-04T16:30:00.000","113","Z1","2012-01-04T16:30:00.000","5401-0","TRAFFIC","1878095","889966"
"SL20121891","SALT LAKE CITY","1","4","90I","800 N DOROTHEA WAY","2012-01-04T13:33:00.000","111","Z1","2012-01-04T13:33:00.000","5324-0","PUBLIC PEACE","1877095","894288"
"SL20122075","SALT LAKE CITY","1","4","90I","1700 W 1700 N","2012-01-04T18:27:00.000","111","Z1","2012-01-04T18:27:00.000","5324-0","PUBLIC PEACE","1878337","900856"
"SL20121917","SALT LAKE CITY","2","4","13A","300 S 900 W","2012-01-04T14:39:00.000","121","Z2","2012-01-04T17:06:00.000","1302-0","ASSAULT","1884705","884765"
"SL20121693","SALT LAKE CITY","3","4","220","500 W 500 N","2012-01-04T07:49:00.000","131","Z3","2012-01-04T07:49:00.000","2203-0","BURGLARY","1887837","891509"
"SL20121974","SALT LAKE CITY","1","4","90Z","500 N 1000 W","2012-01-04T15:45:00.000","112","Z1","2012-01-04T15:45:00.000","5309-0","PUBLIC PEACE","1884002","891847"
"SL20121723","SALT LAKE CITY","4","4","0","200 S RIO GRANDE ST","2012-01-04T08:58:00.000","132","Z3","2012-01-04T08:58:00.000","5399-26","PUBLIC PEACE","1888238","885862"
"SL20121740","SALT LAKE CITY","4","4","0","600 S 300 W","2012-01-04T09:28:00.000","134","Z3","2012-01-04T09:28:00.000","7399-5","PUBLIC ORDER","1889449","882613"
"SL20121986","SALT LAKE CITY","6","4","90Z","1100 S 1800 E","2012-01-04T16:05:00.000","154","Z5","2012-01-04T16:05:00.000","5401-0","TRAFFIC","1906196","878569"
"SL20121745","SALT LAKE CITY","2","4","90Z","100 N 900 W","2012-01-04T09:39:00.000","112","Z1","2012-01-04T10:28:00.000","4902-0","ESCAPE","1884782","888792"
"SL20121772","SALT LAKE CITY","2","4","90Z","400 S POST ST","2012-01-04T12:11:00.000","121","Z2","2012-01-04T12:11:00.000","4902-0","ESCAPE","1884306","883882"
"SL20121798","SALT LAKE CITY","2","4","90Z","400 S POST ST","2012-01-04T10:40:00.000","121","Z2","2012-01-04T10:40:00.000","4902-0","ESCAPE","1884306","883882"
"SL20121822","SALT LAKE CITY","3","4","0","100 N P ST","2012-01-04T11:27:00.000","141","Z4","2012-01-04T12:27:00.000","7399-3","PUBLIC ORDER","1900232","888541"
"SL20122056","SALT LAKE CITY","4","4","0","300 W 400 S","2012-01-04T17:55:00.000","132","Z3","2012-01-04T17:55:00.000","7399-10","PUBLIC ORDER","1889084","884435"
"SL20121823","SALT LAKE CITY","2","4","23H","1800 S 4800 W","2012-01-04T12:09:00.000","124","Z2","2012-01-04T12:09:00.000","2309-0","LARCENY","1860052","873459"
"SL20121967","SALT LAKE CITY","5","4","90Z","200 W 1300 S","2012-01-04T15:37:00.000","152","Z5","2012-01-04T15:37:00.000","5499-0","TRAFFIC","1890180","877495"
"SL20121947","SALT LAKE CITY","4","4","90Z","300 S 400 W","2012-01-04T15:16:00.000","132","Z3","2012-01-04T15:39:00.000","4902-0","ESCAPE","1888666","884796"
"SL20122089","SALT LAKE CITY","4","4","90D","200 W 400 S","2012-01-04T19:03:00.000","134","Z3","2012-01-04T19:03:00.000","5404-0","TRAFFIC","1890223","884371"
"SL20121925","SALT LAKE CITY","4","4","13B","900 E EAST PL","2012-01-04T14:53:00.000","151","Z5","2012-01-04T14:53:00.000","1313-0","ASSAULT","1899351","884075"
"SL20121960","SALT LAKE CITY","4","4","0","100 S 200 W","2012-01-04T15:21:00.000","132","Z3","2012-01-04T15:21:00.000","5399-23","PUBLIC PEACE","1890257","886593"
"SL20121915","SALT LAKE CITY","4","4","90Z","100 E 400 S","2012-01-04T14:33:00.000","133","Z3","2012-01-04T15:33:00.000","4902-0","ESCAPE","1893285","884419"
"SL20121898","SALT LAKE CITY","5","4","0","1700 S 300 W","2012-01-04T13:47:00.000","161","Z6","2012-01-04T14:09:00.000","7399-1","PUBLIC ORDER","1889414","873973"
"SL20122113","SALT LAKE CITY","3","4","0","200 W NORTH TEMPLE ST","2012-01-04T19:48:00.000","132","Z3","2012-01-04T19:48:00.000","5499-12","TRAFFIC","1889861","888344"
"SL20121867","SALT LAKE CITY","1","4","90Z","1800 W NORTH TEMPLE ST","2012-01-04T13:20:00.000","113","Z1","2012-01-04T14:47:00.000","4902-0","ESCAPE","1877013","888454"
"SL20121855","SALT LAKE CITY","1","4","0","1800 W 700 N","2012-01-04T13:01:00.000","111","Z1","2012-01-04T13:01:00.000","7399-1","PUBLIC ORDER","1877538","893270"
"SL20122094","SALT LAKE CITY","2","4","13B","1900 W NORTH TEMPLE ST","2012-01-04T19:09:00.000","113","Z1","2012-01-04T19:09:00.000","1313-0","ASSAULT","1875968","888398"
"SL20121837","SALT LAKE CITY","6","4","0","2300 E 1700 S","2012-01-04T12:31:00.000","163","Z6","2012-01-04T13:32:00.000","7399-5","PUBLIC ORDER","1910682","874426"
"SL20122087","SALT LAKE CITY","4","4","90E","100 S 200 W","2012-01-04T18:55:00.000","132","Z3","2012-01-04T18:55:00.000","7399-26","PUBLIC ORDER","1890257","886602"
"SL20122080","SALT LAKE CITY","5","4","90Z","300 W 2100 S","2012-01-04T16:16:00.000","161","Z6","2012-01-04T17:35:00.000","4902-0","ESCAPE","1889068","871605"
"SL20122105","SALT LAKE CITY","4","4","0","200 E 400 S","2012-01-04T19:24:00.000","135","Z3","2012-01-04T19:24:00.000","7399-1","PUBLIC ORDER","1893540","884358"
"SL20121830","SALT LAKE CITY","2","4","26B","400 S REDWOOD RD","2012-01-04T11:39:00.000","121","Z2","2012-01-04T11:39:00.000","2605-0","FRAUD","1878614","884234"
"SL20122079","SALT LAKE CITY","5","4","90Z","300 W HOPE AVE","2012-01-04T17:08:00.000","152","Z5","2012-01-04T18:44:00.000","4902-0","ESCAPE","1889051","876511"
"SL20121833","SALT LAKE CITY","3","4","90G","300 N C ST","2012-01-04T11:49:00.000","141","Z4","2012-01-04T13:00:00.000","4104-0","LIQUOR","1894840","890813"
"SL20122018","SALT LAKE CITY","7","4","0","900 E HOLLYWOOD AVE","2012-01-04T16:56:00.000","162","Z6","2012-01-04T16:56:00.000","7399-5","PUBLIC ORDER","1899593","872210"
"SL20121988","SALT LAKE CITY","5","4","23C","300 W HOPE AVE","2012-01-04T16:08:00.000","152","Z5","2012-01-04T17:08:00.000","2303-0","LARCENY","1889051","876511"
"SL20121889","SALT LAKE CITY","4","4","0","700 E 400 S","2012-01-04T14:03:00.000","151","Z5","2012-01-04T14:03:00.000","5499-8","TRAFFIC","1897436","884344"
"SL20122137","SALT LAKE CITY","1","4","0","500 N TERMINAL NORTHBOUND DR","2012-01-04T20:43:00.000","113","Z1","2012-01-04T20:43:00.000","5499-8","TRAFFIC","1866905","891511"
"SL20122078","SALT LAKE CITY","7","4","13B","2500 S PARK ST","2012-01-04T18:28:00.000","162","Z6","2012-01-04T18:28:00.000","1313-0","ASSAULT","1896136","867827"
"SL20122032","SALT LAKE CITY","4","4","0","800 S 200 W","2012-01-04T17:23:00.000","134","Z3","2012-01-04T17:23:00.000","7399-40","PUBLIC ORDER","1890234","880766"
"SL20122119","SALT LAKE CITY","4","4","0","500 S 800 E","2012-01-04T19:58:00.000","151","Z5","2012-01-04T19:58:00.000","5399-28","PUBLIC PEACE","1898232","883208"
"SL20122037","SALT LAKE CITY","3","4","23D","700 N WALL ST","2012-01-04T13:00:00.000","131","Z3","2012-01-04T17:28:00.000","2308-0","LARCENY","1890467","893186"
"SL20121984","SALT LAKE CITY","1","4","0","3800 W 1200 N SLC UT 84114","2012-01-04T16:05:00.000","113","Z1","2012-01-04T16:05:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL20121958","SALT LAKE CITY","5","4","23C","300 W HOPE AVE","2012-01-04T15:23:00.000","152","Z5","2012-01-04T15:23:00.000","2303-0","LARCENY","1889051","876511"
"SL20121956","SALT LAKE CITY","1","4","23F","1700 W SHANNON CIR","2012-01-04T15:22:00.000","113","Z1","2012-01-04T15:22:00.000","2305-0","LARCENY","1877702","891131"
"SL20122074","SALT LAKE CITY","1","4","90E","1500 N BARONESS ST","2012-01-04T18:17:00.000","111","Z1","2012-01-04T19:09:00.000","7399-26","PUBLIC ORDER","1878478","899958"
"SL20122122","SALT LAKE CITY","1","4","13B","800 N DOROTHEA WAY","2012-01-04T20:05:00.000","111","Z1","2012-01-04T20:05:00.000","1313-1","ASSAULT","1877095","894288"
"SL20122191","SALT LAKE CITY","4","4","90D","200 E SOUTH TEMPLE ST","2012-01-04T22:39:00.000","133","Z3","2012-01-04T22:39:00.000","5404-0","TRAFFIC","1893487","887527"
"SL20122129","SALT LAKE CITY","3","4","90Z","200 W NORTH TEMPLE ST","2012-01-04T20:47:00.000","132","Z3","2012-01-04T20:59:00.000","4902-0","ESCAPE","1889861","888344"
"SL20122146","SALT LAKE CITY","5","4","90Z","00 E 1700 S","2012-01-04T20:57:00.000","152","Z5","2012-01-04T22:44:00.000","4902-0","ESCAPE","1891922","874535"
"SL20122043","SALT LAKE CITY","7","4","0","2100 S 700 E","2012-01-04T17:33:00.000","162","Z6","2012-01-04T17:33:00.000","7399-3","PUBLIC ORDER","1897376","871087"
"SL20122117","SALT LAKE CITY","1","4","90Z","1500 N BARONESS ST","2012-01-04T18:17:00.000","111","Z1","2012-01-04T19:09:00.000","4902-0","ESCAPE","1878478","899958"
"SL20122164","SALT LAKE CITY","4","4","0","300 E 200 S","2012-01-04T21:44:00.000","142","Z4","2012-01-04T21:44:00.000","7399-5","PUBLIC ORDER","1894390","886000"
"SL20122179","SALT LAKE CITY","5","4","35A","00 E 1700 S","2012-01-04T20:45:00.000","152","Z5","2012-01-04T22:59:00.000","3512-0","DRUGS","1891922","874535"
"SL20122201","SALT LAKE CITY","5","4","0","1400 S WEST TEMPLE ST","2012-01-04T23:17:00.000","152","Z5","2012-01-04T23:17:00.000","2499-14","STOLEN VEHICLE","1891037","875984"
"SL20122072","SALT LAKE CITY","5","4","13C","400 E KENSINGTON AVE","2012-01-04T18:13:00.000","153","Z5","2012-01-04T18:13:00.000","1316-2","ASSAULT","1895071","875556"
"SL20121624","SALT LAKE CITY","4","4","90Z","200 W 500 S","2012-01-04T01:14:00.000","134","Z3","2012-01-04T01:14:00.000","4902-0","ESCAPE","1889872","883640"
"SL20121995","SALT LAKE CITY","5","4","23C","300 W 2100 S","2012-01-04T16:16:00.000","161","Z6","2012-01-04T17:35:00.000","2303-0","LARCENY","1889068","871605"
"SL20122138","SALT LAKE CITY","2","4","23C","800 S 900 W","2012-01-04T20:42:00.000","122","Z2","2012-01-04T21:51:00.000","2303-0","LARCENY","1884690","880962"
"SL20122159","SALT LAKE CITY","2","4","90Z","1100 S 900 W","2012-01-04T21:00:00.000","122","Z2","2012-01-04T23:36:00.000","4902-0","ESCAPE","1884740","878507"
"SL20122162","SALT LAKE CITY","2","4","90E","1600 W BUNBURY LN","2012-01-04T21:40:00.000","121","Z2","2012-01-04T22:26:00.000","7399-26","PUBLIC ORDER","1878810","882420"
"SL20122171","SALT LAKE CITY","2","4","35A","1100 S 900 W","2012-01-04T21:00:00.000","122","Z2","2012-01-04T23:26:00.000","3532-0","DRUGS","1884740","878507"
"SL20122186","SALT LAKE CITY","2","4","11D","1400 W STEWART CIR","2012-01-04T22:40:00.000","123","Z2","2012-01-05T00:09:00.000","3601-1","SEXUAL OFFENSE","1880367","876837"
"SL20122142","SALT LAKE CITY","3","4","0","200 E 4TH AVE","2012-01-04T20:49:00.000","141","Z4","2012-01-04T20:49:00.000","5399-23","PUBLIC PEACE","1894534","889211"
"SL20122209","SALT LAKE CITY","5","4","13B","1800 S 200 E","2012-01-04T23:35:00.000","161","Z6","2012-01-04T23:35:00.000","1313-0","ASSAULT","1893349","873033"
"SL20121686","SALT LAKE CITY","1","4","0","600 N 1200 W","2012-01-04T07:22:00.000","111","Z1","2012-01-04T07:22:00.000","5499-8","TRAFFIC","1882395","892377"
"SL20121716","SALT LAKE CITY","6","4","0","1700 S 2100 E","2012-01-04T08:39:00.000","163","Z6","2012-01-04T08:39:00.000","5499-7","TRAFFIC","1908505","873689"
"SL20121668","SALT LAKE CITY","F","4","0","NORTH TEMPLE ST / REDWOOD RD","2012-01-04T06:50:00.000","112","Z1","2012-01-04T06:50:00.000","5499-7","TRAFFIC","1878536","888418"
"SL20122158","SALT LAKE CITY","3","4","26A","00 N VIRGINIA ST","2012-01-04T21:30:00.000","141","Z4","2012-01-04T21:30:00.000","2699-0","FRAUD","1902643","888083"
"SL20122161","SALT LAKE CITY","5","4","90E","900 S 300 W","2012-01-04T21:37:00.000","134","Z3","2012-01-04T22:32:00.000","7399-26","PUBLIC ORDER","1889500","880250"
"SL20121645","SALT LAKE CITY","5","4","90Z","1300 S EDISON ST","2012-01-04T00:01:00.000","152","Z5","2012-01-04T00:01:00.000","4902-0","ESCAPE","1893007","877081"
"SL20121646","SALT LAKE CITY","7","4","23H","700 E 2100 S","2012-01-04T03:51:00.000","162","Z6","2012-01-04T03:51:00.000","2309-0","LARCENY","1897991","871563"
"SL20122211","SALT LAKE CITY","5","4","90Z","100 W 1300 S","2012-01-04T23:36:00.000","152","Z5","2012-01-05T00:44:00.000","4902-0","ESCAPE","1890899","877492"
"SL20122192","SALT LAKE CITY","3","4","13B","400 E SOUTH TEMPLE ST","2012-01-04T23:02:00.000","141","Z4","2012-01-04T23:02:00.000","1313-0","ASSAULT","1895356","887580"
"SL20122275","SALT LAKE CITY","5","4","23F","1500 S WEST TEMPLE ST","2012-01-04T06:00:00.000","152","Z5","2012-01-05T07:21:00.000","2305-0","LARCENY","1891064","875245"
"SL20121778","SALT LAKE CITY","4","4","0","100 S WEST TEMPLE ST","2012-01-04T10:22:00.000","133","Z3","2012-01-04T10:22:00.000","5399-87","PUBLIC PEACE","1891110","886584"
"SL20121892","SALT LAKE CITY","6","4","90C","1800 S 2500 E","2012-01-04T12:59:00.000","163","Z6","2012-01-04T13:30:00.000","5399-12","PUBLIC PEACE","1911644","873128"
"SL20121897","SALT LAKE CITY","7","4","13C","2600 S WINDSOR CIR","2012-01-04T13:45:00.000","162","Z6","2012-01-04T13:45:00.000","1316-2","ASSAULT","1898532","867241"
"SL20121779","SALT LAKE CITY","4","4","90Z","200 S RIO GRANDE ST","2012-01-04T09:27:00.000","132","Z3","2012-01-04T09:27:00.000","4902-0","ESCAPE","1888297","885699"
"SL20122172","SALT LAKE CITY","1","4","0","1600 W TALISMAN CIR","2012-01-04T21:57:00.000","111","Z1","2012-01-04T21:57:00.000","5399-28","PUBLIC PEACE","1879002","894330"
"SL20121701","SALT LAKE CITY","4","4","90E","300 W 400 S","2012-01-04T07:59:00.000","132","Z3","2012-01-04T08:38:00.000","7399-26","PUBLIC ORDER","1889463","884434"
"SL20121825","SALT LAKE CITY","4","4","90E","100 E 800 S","2012-01-04T11:33:00.000","135","Z3","2012-01-04T11:33:00.000","7399-26","PUBLIC ORDER","1893112","881251"
"SL20121739","SALT LAKE CITY","4","4","90C","200 S RIO GRANDE ST","2012-01-04T09:27:00.000","132","Z3","2012-01-04T09:27:00.000","5399-12","PUBLIC PEACE","1888297","885699"
"SL20122206","SALT LAKE CITY","3","4","0","500 N 400 W","2012-01-04T23:28:00.000","131","Z3","2012-01-04T23:28:00.000","5399-28","PUBLIC PEACE","1888755","891909"
"SL20122168","SALT LAKE CITY","4","4","290","300 S 700 E","2012-01-04T21:51:00.000","142","Z4","2012-01-04T21:51:00.000","2902-0","DAMAGED PROP","1897384","884670"
"SL20121875","SALT LAKE CITY","6","4","23H","1600 E YALE AVE","2012-01-04T13:10:00.000","154","Z5","2012-01-04T13:10:00.000","2310-0","LARCENY","1905239","878786"
"SL20122141","SALT LAKE CITY","2","4","520","02 0/2 S RIO GRANDE ST","2012-01-04T20:49:00.000","132","Z3","2012-01-04T20:49:00.000","5202-0","WEAPON OFFENSE","1888267","865698"
"SL20122225","SALT LAKE CITY","4","4","23F","200 S 200 W","2012-01-04T21:30:00.000","132","Z3","2012-01-05T00:17:00.000","2305-0","LARCENY","1890254","885738"
"SL20121785","SALT LAKE CITY","4","4","250","700 S MAIN ST","2012-01-04T10:28:00.000","135","Z3","2012-01-04T10:28:00.000","2589-12","FORGERY","1891823","881411"
"SL20121961","SALT LAKE CITY","4","4","90J","200 S 500 W","2012-01-04T15:25:00.000","132","Z3","2012-01-04T15:25:00.000","5707-0","INV OF PRIVACY","1887938","885881"
"SL20121663","SOUTH SALT LAKE","SL","4","90Z","2700 S STATE ST","2012-01-04T06:01:00.000","42","42","2012-01-04T06:01:00.000","4902-0","ESCAPE","1892615","866415"
"SL20121800","SALT LAKE CITY","4","4","0","500 W 200 S","2012-01-04T10:49:00.000","132","Z3","2012-01-04T10:49:00.000","7399-18","PUBLIC ORDER","1887778","885966"
"SL20121775","SALT LAKE CITY","4","4","90J","600 E 500 S","2012-01-04T10:07:00.000","144","Z4","2012-01-04T10:07:00.000","5707-0","INV OF PRIVACY","1897099","883554"
"SL20121909","SALT LAKE CITY","4","4","90A","600 E 500 S","2012-01-04T14:17:00.000","144","Z4","2012-01-04T14:17:00.000","2606-0","FRAUD","1897094","883554"
"SL20122160","SALT LAKE CITY","2","4","90Z","1100 S 900 W","2012-01-04T21:38:00.000","122","Z2","2012-01-04T21:38:00.000","4902-0","ESCAPE","1884740","878507"
"SL2012800024","SALT LAKE CITY","4","4","23F","300 E 100 S","2012-01-04T23:30:00.000","142","Z4","2012-01-05T02:10:00.000","2305-0","LARCENY","1894656","886731"
"SL2012800025","SALT LAKE CITY","4","4","23F","500 W 100 S","2012-01-04T22:00:00.000","132","Z3","2012-01-05T02:49:00.000","2305-0","LARCENY","1887889","886817"
