"address","case","city","council","day_of_week","ibr_code","occ_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"500 S 500 E","SL20138094","SALT LAKE CITY","4","3","26B","2013-01-01T10:14:00.000","144","Z4","2013-01-16T17:56:00.000","2605-0","FRAUD","1895795","883574"
"00 S WOLCOTT ST","SL20138137","SALT LAKE CITY","3","3","23F","2013-01-01T00:30:00.000","141","Z4","2013-01-16T19:06:00.000","2305-0","LARCENY","1903506","886871"
"1500 W 400 S","SL2013332","SALT LAKE CITY","2","3","36B","2013-01-01T16:06:00.000","121","Z2","2013-01-01T16:06:00.000","1199-1","SEXUAL ASSAULT","1879349","884471"
"100 W CLINTON AVE","SL201320022","SALT LAKE CITY","3","3","23D","2013-01-01T00:01:00.000","131","Z3","2013-02-08T09:17:00.000","2308-0","LARCENY","1890566","892683"
"1800 S 500 E","SL2013800169","SALT LAKE CITY","5","3","23H","2013-01-01T12:40:00.000","161","Z6","2013-02-11T12:46:00.000","2310-0","LARCENY","1895754","873026"
"100 W 600 S","SL201320031","SALT LAKE CITY","4","3","11A","2013-01-01T01:00:00.000","135","Z3","2013-02-08T09:48:00.000","1103-0","SEXUAL ASSAULT","1890463","882846"
"00 S RIO GRANDE ST","SL20139860","SALT LAKE CITY","4","3","90F","2013-01-01T22:00:00.000","132","Z3","2013-01-19T22:32:00.000","3806-0","FAMILY OFFENSES","1888237","887060"
"1600 W 400 S","SL201325859","SALT LAKE CITY","2","3","90Z","2013-01-01T12:00:00.000","121","Z2","2013-02-19T08:32:00.000","3699-1","SEXUAL OFFENSE","1879308","884411"
"300 E 200 S","SL201336588","SALT LAKE CITY","4","3","290","2013-01-01T00:01:00.000","142","Z4","2013-03-10T22:38:00.000","2999-0","DAMAGED PROP","1894390","886000"
"1900 W NORTH TEMPLE ST","SL201337417","SALT LAKE CITY","2","3","23H","2013-01-01T12:00:00.000","113","Z1","2013-03-12T12:30:00.000","2399-0","LARCENY","1875968","888398"
"700 N 5600 W","SL201341892","SALT LAKE CITY","1","3","23D","2013-01-01T00:01:00.000","113","Z1","2013-03-20T08:06:00.000","2308-0","LARCENY","1854797","892581"
"1700 W PATRICIA WAY","SL2013800585","SALT LAKE CITY","1","3","26C","2013-01-01T17:00:00.000","113","Z1","2013-04-23T17:59:00.000","2699-1","FRAUD","1877847","890348"
"2400 S 700 E","SL201366023","SALT LAKE CITY","7","3","23D","2013-01-01T12:00:00.000","162","Z6","2013-05-02T12:17:00.000","2308-0","LARCENY","1897296","868602"
"600 S STATE ST","SL201381298","SALT LAKE CITY","4","3","0","2013-01-01T08:00:00.000","135","Z3","2013-05-28T14:10:00.000","7399-6","PUBLIC ORDER","1892679","882321"
"500 E 300 S","SL201395233","SALT LAKE CITY","4","3","23D","2013-01-01T00:01:00.000","142","Z4","2013-06-20T08:34:00.000","2308-0","LARCENY","1895845","885202"
"700 N 2200 W","SL2013102746","SALT LAKE CITY","1","3","90Z","2013-01-01T12:15:00.000","113","Z1","2013-07-02T12:15:00.000","3699-0","SEXUAL OFFENSE","1874580","893800"
"100 S 900 E","SL2014800734","SALT LAKE CITY","4","3","23H","2013-01-01T09:35:00.000","143","Z4","2014-03-20T10:00:00.000","2399-18","LARCENY","1898978","886492"
"1900 S 4650 W","SL2014211689","SALT LAKE CITY","2","3","270","2013-01-01T12:00:00.000","124","Z2","2014-12-05T09:21:00.000","2799-0","EMBEZZLEMENT","1860994","873435"
"300 W 200 S","SL2013485","SALT LAKE CITY","4","4","0","2013-01-02T00:23:00.000","132","Z3","2013-01-02T00:23:00.000","5499-6","TRAFFIC","1888922","885961"
"1900 W SIR JAMES DR","SL2013483","SALT LAKE CITY","1","4","90D","2013-01-02T01:09:00.000","113","Z1","2013-01-02T01:09:00.000","5403-0","TRAFFIC","1876350","893043"
"4100 W 500 N","SL2013489","SALT LAKE CITY",,"4","90Z","2013-01-02T00:38:00.000","113","Z1","2013-01-02T00:39:00.000","4902-0","ESCAPE","1866905","891511"
"1800 WEST NORTH TEMPLE","SL2013500","SALT LAKE CITY",,"4","90D","2013-01-02T03:10:00.000","113","Z1","2013-01-02T03:15:00.000","5499-44","TRAFFIC","1866905","891511"
"700 N TERMINAL NORTHBOUND DR","SL2013533","SALT LAKE CITY","1","4","0","2013-01-02T07:34:00.000","113","Z1","2013-01-02T07:34:00.000","5499-84","TRAFFIC","1867036","893752"
"400 S REDWOOD RD","SL2013554","SALT LAKE CITY","2","4","0","2013-01-02T08:50:00.000","124","Z2","2013-01-02T08:50:00.000","5499-12","TRAFFIC","1878555","884444"
"1100 E ELGIN HEIGHTS LN","SL2013535","SALT LAKE CITY",,"4","220","2013-01-02T07:40:00.000","162","Z6","2013-01-02T07:40:00.000","2204-0","BURGLARY","1900642","864078"
"00 W VAN BUREN AVE","SL2013592","SALT LAKE CITY","5","4","240","2013-01-02T09:00:00.000","152","Z5","2013-01-02T09:49:00.000","2499-17","STOLEN VEHICLE","1891507","875229"
"400 S REDWOOD RD","SL2013561","SALT LAKE CITY","2","4","90Z","2013-01-02T08:47:00.000","124","Z2","2013-01-02T08:47:00.000","4902-0","ESCAPE","1878555","884444"
"1500 S 700 W","SL2013600","SALT LAKE CITY","2","4","0","2013-01-02T09:57:00.000","123","Z2","2013-01-02T09:57:00.000","5499-5","TRAFFIC","1886237","875783"
"200 N SUN ARBOR TR","SL2013597","SALT LAKE CITY","1","4","240","2013-01-02T09:53:00.000","113","Z1","2013-01-02T09:53:00.000","2499-13","STOLEN VEHICLE","1877296","889878"
"400 E 300 S","SL2013603","SALT LAKE CITY","4","4","240","2013-01-02T00:30:00.000","142","Z4","2013-01-02T10:00:00.000","2404-0","STOLEN VEHICLE","1895633","885203"
"1000 W INDIANA AVE","SL2013645","SALT LAKE CITY","2","4","0","2013-01-02T11:17:00.000","122","Z2","2013-01-02T11:17:00.000","5499-6","TRAFFIC","1883867","881168"
"5600 S ECHO DR","SL2013607","MURRAY","SL","4","90Z","2013-01-02T10:10:00.000","45","45","2013-01-02T10:10:00.000","4902-0","ESCAPE","1887449","843575"
"3700 W TERMINAL WESTBOUND DR","SL2013654","SALT LAKE CITY","1","4","0","2013-01-02T11:27:00.000","113","Z1","2013-01-02T11:27:00.000","7399-1","PUBLIC ORDER","1866560","893915"
"300 E 200 S","SL2013689","SALT LAKE CITY","4","4","370","2013-01-02T13:03:00.000","142","Z4","2013-01-02T13:03:00.000","3705-0","PORNOGRAPHY","1894390","886000"
"1600 S MAJOR ST","SL2013688","SALT LAKE CITY","5","4","0","2013-01-02T12:56:00.000","152","Z5","2013-01-02T12:56:00.000","5499-5","TRAFFIC","1892195","874607"
"5700 W 700 S","SL2013566","SALT LAKE CITY",,"4","23H","2013-01-02T09:01:00.000",,,"2013-01-02T09:01:00.000","2309-0","LARCENY",,
"1000 W MACFARLAND DR","SL2013692","SALT LAKE CITY","1","4","240","2013-01-02T02:00:00.000","111","Z1","2013-01-02T13:11:00.000","2499-17","STOLEN VEHICLE","1883713","894207"
"500 N TERMINAL NORTHBOUND DR","SL2013669","SALT LAKE CITY","1","4","0","2013-01-02T11:50:00.000","113","Z1","2013-01-02T12:00:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"1100 E MICHIGAN AVE","SL2013661","SALT LAKE CITY","5","4","220","2013-01-02T11:30:00.000","153","Z5","2013-01-02T12:50:00.000","2299-10","BURGLARY","1900776","879593"
"4200 W CALIFORNIA AVE","SL2013754","SALT LAKE CITY","2","4","0","2013-01-02T14:55:00.000","124","Z2","2013-01-02T14:55:00.000","5499-5","TRAFFIC","1863942","878228"
"100 N C ST","SL2013704","SALT LAKE CITY","3","4","220","2013-01-02T09:00:00.000","141","Z4","2013-01-02T14:48:00.000","2202-0","BURGLARY","1894832","889145"
"1900 W SIR JAMES DR","SL2013499","SALT LAKE CITY","1","4","13C","2013-01-02T02:52:00.000","113","Z1","2013-01-02T02:52:00.000","1316-3","ASSAULT","1876225","893103"
"2100 S HIGHLAND DR","SL2013598","SALT LAKE CITY","7","4","220","2013-01-02T09:55:00.000","162","Z6","2013-01-02T09:55:00.000","2203-0","BURGLARY","1900604","870848"
"1000 W 2100 S","SL2013739","SALT LAKE CITY","2","4","240","2013-01-02T14:35:00.000","123","Z2","2013-01-02T14:35:00.000","2499-13","STOLEN VEHICLE","1883264","871813"
"1400 S STATE ST","SL2013642","SALT LAKE CITY","5","4","13B","2013-01-02T11:06:00.000","152","Z5","2013-01-02T12:07:00.000","1313-0","ASSAULT","1892597","876505"
"900 W 500 N","SL2013769","SALT LAKE CITY","1","4","35A","2013-01-02T15:21:00.000","112","Z1","2013-01-02T15:21:00.000","3572-0","DRUGS","1884557","891583"
"200 S RIO GRANDE ST","SL2013507","SALT LAKE CITY","4","4","0","2013-01-02T05:10:00.000","132","Z3","2013-01-02T05:10:00.000","5399-23","PUBLIC PEACE","1888238","885862"
"200 E 300 S","SL2013555","SALT LAKE CITY","4","4","0","2013-01-02T08:31:00.000","133","Z3","2013-01-02T08:31:00.000","7399-5","PUBLIC ORDER","1893939","885149"
"900 S 1300 E","SL2013560","SALT LAKE CITY","5","4","240","2013-01-02T09:23:00.000","153","Z5","2013-01-02T09:23:00.000","2499-13","STOLEN VEHICLE","1902123","880345"
"1000 W 2100 S","SL2013564","SALT LAKE CITY","2","4","90Z","2013-01-02T08:59:00.000","123","Z2","2013-01-02T08:59:00.000","2299-0","BURGLARY","1883264","871813"
"800 W 1700 S","SL2013595","SALT LAKE CITY","2","4","0","2013-01-02T09:53:00.000","123","Z2","2013-01-02T09:53:00.000","7399-1","PUBLIC ORDER","1885113","874504"
"2000 S 2760 W","SL2013575","SALT LAKE CITY","2","4","220","2013-01-02T09:13:00.000","124","Z2","2013-01-02T09:13:00.000","2205-0","BURGLARY","1872890","872411"
"500 E 2100 S","SL2013604","SALT LAKE CITY","7","4","23G","2013-01-02T08:00:00.000","162","Z6","2013-01-02T10:03:00.000","2304-0","LARCENY","1896136","871512"
"1300 S 1200 W","SL2013609","SALT LAKE CITY","2","4","26E","2013-01-02T10:14:00.000","123","Z2","2013-01-02T10:14:00.000","2608-0","FRAUD","1882227","876620"
"400 E SOUTH TEMPLE ST","SL2013651","SALT LAKE CITY","3","4","90J","2013-01-02T11:23:00.000","141","Z4","2013-01-02T12:10:00.000","5707-0","INV OF PRIVACY","1895422","887580"
"3700 W TERMINAL WESTBOUND DR","SL2013823","SALT LAKE CITY","1","4","0","2013-01-02T16:30:00.000","113","Z1","2013-01-02T16:45:00.000","5399-28","PUBLIC PEACE","1866560","893915"
"800 S STATE ST","SL2013542","SALT LAKE CITY","4","4","290","2013-01-02T08:14:00.000","135","Z3","2013-01-02T08:14:00.000","2901-0","DAMAGED PROP","1892674","880990"
"1900 S 4650 W","SL2013822","SALT LAKE CITY","2","4","240","2013-01-02T16:44:00.000","124","Z2","2013-01-02T16:44:00.000","2499-17","STOLEN VEHICLE","1861022","872494"
"300 W HOPE AVE","SL2013599","SALT LAKE CITY","5","4","23C","2013-01-02T09:56:00.000","152","Z5","2013-01-02T12:43:00.000","2303-0","LARCENY","1889051","876511"
"600 E 2100 S","SL2013676","SALT LAKE CITY","7","4","23C","2013-01-02T11:36:00.000","161","Z6","2013-01-02T12:15:00.000","2303-0","LARCENY","1897145","871567"
"1600 S AWL CIR","SL2013707","SALT LAKE CITY",,"4","290","2013-01-02T13:37:00.000",,,"2013-01-02T13:37:00.000","2902-0","DAMAGED PROP",,
"200 E 500 S","SL2013729","SALT LAKE CITY","4","4","290","2013-01-02T14:11:00.000","135","Z3","2013-01-02T14:11:00.000","2902-0","DAMAGED PROP","1893907","883565"
"1900 S 5500 W","SL2013544","SALT LAKE CITY","2","4","0","2013-01-02T00:01:00.000","124","Z2","2013-01-02T08:19:00.000","5399-28","PUBLIC PEACE","1855450","873195"
"100 S MAIN ST","SL2013579","SALT LAKE CITY","4","4","90Z","2013-01-02T09:00:00.000","133","Z3","2013-01-02T09:00:00.000","4902-0","ESCAPE","1891842","886490"
"1400 S WEST TEMPLE ST","SL2013583","SALT LAKE CITY","5","4","23H","2013-01-02T09:36:00.000","152","Z5","2013-01-02T09:36:00.000","2399-0","LARCENY","1891039","876433"
"1800 S MAIN ST","SL2013606","SALT LAKE CITY","5","4","90Z","2013-01-02T10:07:00.000","161","Z6","2013-01-02T10:07:00.000","3599-99","DRUGS","1891794","873590"
"100 E 300 S","SL2013655","SALT LAKE CITY","4","4","90J","2013-01-02T11:31:00.000","133","Z3","2013-01-02T11:31:00.000","5707-0","INV OF PRIVACY","1893236","885212"
"1700 W 400 N","SL2013681","SALT LAKE CITY","1","4","13B","2013-01-02T12:32:00.000","113","Z1","2013-01-02T12:32:00.000","1313-0","ASSAULT","1878167","890863"
"1300 W IOLA AVE","SL2013726","SALT LAKE CITY","2","4","290","2013-01-02T14:08:00.000","121","Z2","2013-01-02T14:08:00.000","2902-1","DAMAGED PROP","1881568","884831"
"500 W 200 S","SL2013731","SALT LAKE CITY","4","4","90J","2013-01-02T14:29:00.000","132","Z3","2013-01-02T14:29:00.000","5707-0","INV OF PRIVACY","1887849","885965"
"300 N J ST","SL2013776","SALT LAKE CITY","3","4","23D","2013-01-02T15:31:00.000","141","Z4","2013-01-02T15:31:00.000","2308-0","LARCENY","1897683","890519"
"800 S STATE ST","SL2013786","SALT LAKE CITY","4","4","23H","2013-01-02T15:15:00.000","135","Z3","2013-01-02T15:43:00.000","2399-0","LARCENY","1892615","881116"
"00 N 400 W","SL2013913","SALT LAKE CITY","3","4","90D","2013-01-02T19:39:00.000","132","Z3","2013-01-02T19:39:00.000","5403-0","TRAFFIC","1888678","887785"
"1300 S STATE ST","SL2013880","SALT LAKE CITY","5","4","240","2013-01-02T13:00:00.000","152","Z5","2013-01-02T18:11:00.000","2499-17","STOLEN VEHICLE","1892658","876737"
"3700 W TERMINAL WESTBOUND DR","SL2013840","SALT LAKE CITY","1","4","0","2013-01-02T16:42:00.000","113","Z1","2013-01-02T16:44:00.000","5499-5","TRAFFIC","1866560","893915"
"800 W OURAY AVE","SL2013722","SALT LAKE CITY","2","4","23F","2013-01-02T13:49:00.000","112","Z1","2013-01-02T13:49:00.000","2305-0","LARCENY","1885470","891141"
"200 W 300 N","SL2013751","SALT LAKE CITY","3","4","23H","2013-01-02T14:52:00.000","131","Z3","2013-01-02T14:52:00.000","2399-0","LARCENY","1890247","889976"
"1700 W KIMBERLY CIR","SL2013837","SALT LAKE CITY","1","4","13B","2013-01-02T16:58:00.000","113","Z1","2013-01-02T16:58:00.000","1313-0","ASSAULT","1877672","891334"
"1000 W 600 N","SL2013928","SALT LAKE CITY","1","4","520","2013-01-02T19:38:00.000","111","Z1","2013-01-02T19:38:00.000","5202-0","WEAPON OFFENSE","1883428","892380"
"1500 S STATE ST","SL2013748","SALT LAKE CITY","5","4","0","2013-01-02T14:43:00.000","152","Z5","2013-01-02T14:43:00.000","7399-99","PUBLIC ORDER","1892592","875364"
"900 W 500 N","SL2013797","SALT LAKE CITY","1","4","90Z","2013-01-02T15:21:00.000","112","Z1","2013-01-02T15:21:00.000","4902-0","ESCAPE","1884557","891583"
"1200 E 2700 S","SL2013709","SALT LAKE CITY","7","4","0","2013-01-02T13:40:00.000","162","Z6","2013-01-02T13:40:00.000","7399-6","PUBLIC ORDER","1901474","866909"
"300 E 400 S","SL2013863","SALT LAKE CITY","4","4","23C","2013-01-02T17:41:00.000","142","Z4","2013-01-02T17:41:00.000","2303-0","LARCENY","1894325","884415"
"1400 S ROBERTA ST","SL2013774","SALT LAKE CITY","5","4","0","2013-01-02T15:31:00.000","152","Z5","2013-01-02T15:31:00.000","7399-99","PUBLIC ORDER","1893835","875874"
"500 N 800 W","SL2013926","SALT LAKE CITY","2","4","90Z","2013-01-02T19:32:00.000","112","Z1","2013-01-02T19:32:00.000","4902-0","ESCAPE","1885557","891945"
"1100 E 2ND AVE","SL2013767","SALT LAKE CITY","3","4","0","2013-01-02T15:07:00.000","141","Z4","2013-01-02T15:07:00.000","7399-99","PUBLIC ORDER","1901601","888407"
"00 E 600 S","SL2013920","SALT LAKE CITY","4","4","23H","2013-01-02T19:12:00.000","135","Z3","2013-01-02T19:12:00.000","2399-0","LARCENY","1892068","882780"
"500 S CHIPETA WAY","SL2013838","SALT LAKE CITY","6","4","13B","2013-01-02T17:02:00.000","151","Z5","2013-01-02T17:02:00.000","1313-0","ASSAULT","1910206","882875"
"200 W 800 S","SL2013944","SALT LAKE CITY","4","4","0","2013-01-02T19:45:00.000","134","Z3","2013-01-02T19:45:00.000","5499-2","TRAFFIC","1889942","881262"
"400 S REDWOOD RD","SL2013577","SALT LAKE CITY","2","4","0","2013-01-02T09:20:00.000","124","Z2","2013-01-02T09:33:00.000","5499-8","TRAFFIC","1878555","884444"
"1900 S 1045 W","SL2013501","SALT LAKE CITY","2","4","0","2013-01-02T04:33:00.000","123","Z2","2013-01-02T04:33:00.000","5499-7","TRAFFIC","1883479","872916"
"1100 W 400 S","SL2013807","SALT LAKE CITY","2","4","0","2013-01-02T16:20:00.000","121","Z2","2013-01-02T16:20:00.000","3899-8","FAMILY OFFENSES","1883153","884397"
"7TH AVE / I ST","SL2013684","SALT LAKE CITY","A","4","0","2013-01-02T13:09:00.000","141","Z4","2013-01-02T13:09:00.000","5499-7","TRAFFIC","1897301","890461"
"900 N TURIN DR","SL2013962","SALT LAKE CITY","1","4","290","2013-01-02T20:24:00.000","111","Z1","2013-01-02T20:24:00.000","2902-0","DAMAGED PROP","1878729","894876"
"700 NORTH TERMINAL DRIVE","SL20131002","SALT LAKE CITY","1","4","0","2013-01-02T22:00:00.000","113","Z1","2013-01-02T22:16:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"1600 E 1300 S","SL2013675","SALT LAKE CITY","6","4","90Z","2013-01-02T12:13:00.000","154","Z5","2013-01-02T12:55:00.000","5401-0","TRAFFIC","1905199","877385"
"2900 W SESAME CIR","SL2013727","TAYLORSVILLE","SL","4","90Z","2013-01-02T14:09:00.000","13","13","2013-01-02T14:09:00.000","4802-0","OBST POLICE","1871925","842267"
"2200 S HIGHLAND DR","SL20131019","SALT LAKE CITY","7","4","120","2013-01-02T23:03:00.000","163","Z6","2013-01-02T23:03:00.000","1201-0","ROBBERY","1900803","870475"
"PROSPERITY AVE / AMERICAN BEAUTY DR","SL2013971","SALT LAKE CITY","G","4","90Z","2013-01-02T18:16:00.000","121","Z2","2013-01-02T18:16:00.000","4902-0","ESCAPE","1881225","884040"
"200 S 400 W","SL2013992","SALT LAKE CITY","4","4","90Z","2013-01-02T19:41:00.000","132","Z3","2013-01-02T22:04:00.000","4902-0","ESCAPE","1888669","885498"
"400 S STATE ST","SL2013841","SALT LAKE CITY","4","4","0","2013-01-02T16:50:00.000","135","Z3","2013-01-02T17:06:00.000","5499-5","TRAFFIC","1892627","884368"
"300 E HERBERT AVE","SL2013998","SALT LAKE CITY","5","4","13B","2013-01-02T22:10:00.000","153","Z5","2013-01-02T22:10:00.000","1313-0","ASSAULT","1894591","879176"
"400 W 500 S","SL2013897","SALT LAKE CITY","4","4","90Z","2013-01-02T18:05:00.000","134","Z3","2013-01-02T18:55:00.000","4902-0","ESCAPE","1888561","883645"
"400 W 500 S","SL2013864","SALT LAKE CITY","4","4","100","2013-01-02T17:22:00.000","134","Z3","2013-01-02T17:42:00.000","1006-0","KIDNAP","1888561","883645"
"200 S 400 W","SL2013935","SALT LAKE CITY","4","4","90E","2013-01-02T19:47:00.000","132","Z3","2013-01-02T21:45:00.000","7399-26","PUBLIC ORDER","1888669","885498"
"2100 S 2200 E","SL20131168","SALT LAKE CITY","7","4","220","2013-01-02T18:00:00.000","163","Z6","2013-01-03T10:03:00.000","2202-0","BURGLARY","1909190","871356"
"400 S 900 E","SL2013803","SALT LAKE CITY","4","4","0","2013-01-02T16:15:00.000","151","Z5","2013-01-02T16:15:00.000","5499-7","TRAFFIC","1898969","884358"
"1400 E 100 S","SL2013859","SALT LAKE CITY","3","4","0","2013-01-02T17:30:00.000","141","Z4","2013-01-02T17:30:00.000","5499-8","TRAFFIC","1903541","886705"
"2100 E 900 S","SL2013732","SALT LAKE CITY","6","4","0","2013-01-02T14:23:00.000","154","Z5","2013-01-02T14:45:00.000","5499-8","TRAFFIC","1908595","880279"
"3200 S RICHMOND ST","SL2013744","SALT LAKE CITY",,"4","0","2013-01-02T14:37:00.000","162","Z6","2013-01-02T14:37:00.000","5499-8","TRAFFIC","1902028","862411"
"1100 E ASHTON AVE","SL2013871","SALT LAKE CITY","7","4","0","2013-01-02T17:55:00.000","162","Z6","2013-01-02T17:55:00.000","5499-8","TRAFFIC","1900972","869711"
"100 S 300 W","SL2013980","SALT LAKE CITY","4","4","0","2013-01-02T21:20:00.000","132","Z3","2013-01-02T21:22:00.000","5499-8","TRAFFIC","1889466","886605"
"300 W HOPE AVE","SL2013984","SALT LAKE CITY","5","4","23C","2013-01-02T21:26:00.000","152","Z5","2013-01-02T21:26:00.000","2303-0","LARCENY","1889051","876511"
"1100 E BRICKYARD RD","SL2013899","SALT LAKE CITY","7","4","23C","2013-01-02T19:10:00.000","162","Z6","2013-01-02T19:10:00.000","2303-0","LARCENY","1900883","863411"
"900 S 500 E","SL2013782","SALT LAKE CITY","5","4","0","2013-01-02T15:37:00.000","153","Z5","2013-01-02T15:37:00.000","5499-7","TRAFFIC","1895783","880396"
"1100 E BRICKYARD RD","SL2013698","SALT LAKE CITY","7","4","23C","2013-01-02T13:15:00.000","162","Z6","2013-01-02T13:21:00.000","2303-0","LARCENY","1900883","863411"
"300 W 400 S","SL2013677","SALT LAKE CITY","4","4","90G","2013-01-02T12:23:00.000","132","Z3","2013-01-02T12:23:00.000","4104-0","LIQUOR","1889463","884434"
"1800 S MAIN ST","SL2013712","SALT LAKE CITY","5","4","26B","2013-01-02T13:45:00.000","161","Z6","2013-01-02T13:45:00.000","2605-0","FRAUD","1891794","873590"
"200 S RIO GRANDE ST","SL2013719","SALT LAKE CITY","4","4","90G","2013-01-02T13:55:00.000","132","Z3","2013-01-02T13:55:00.000","4104-0","LIQUOR","1888297","885699"
"900 S 700 W","SL2013806","SALT LAKE CITY","2","4","90Z","2013-01-02T16:19:00.000","122","Z2","2013-01-02T16:19:00.000","3699-1","SEXUAL OFFENSE","1886272","880383"
"200 W 700 S","SL2013811","SALT LAKE CITY","4","4","0","2013-01-02T16:28:00.000","134","Z3","2013-01-02T16:28:00.000","7399-0","PUBLIC ORDER","1890255","882053"
"300 S 200 E","SL20131271","SALT LAKE CITY","4","4","220","2013-01-02T21:39:00.000","133","Z3","2013-01-03T13:57:00.000","2203-0","BURGLARY","1893421","884719"
"200 W 1300 S","SL2013800012","SALT LAKE CITY","5","4","23F","2013-01-02T19:45:00.000","152","Z5","2013-01-02T23:08:00.000","2305-0","LARCENY","1890037","877435"
"800 E 800 S","SL2013800013","SALT LAKE CITY","4","4","23F","2013-01-02T22:30:00.000","151","Z5","2013-01-03T03:38:00.000","2305-0","LARCENY","1898205","881173"
"200 S RIO GRANDE ST","SL2013725","SALT LAKE CITY","4","4","0","2013-01-02T14:04:00.000","132","Z3","2013-01-02T14:04:00.000","5399-21","PUBLIC PEACE","1888297","885699"
"200 W 400 S","SL2013736","SALT LAKE CITY","4","4","90J","2013-01-02T14:29:00.000","134","Z3","2013-01-02T14:29:00.000","5707-0","INV OF PRIVACY","1889838","884372"
"2300 S FOOTHILL DR","SL2013789","SALT LAKE CITY","7","4","23D","2013-01-02T15:53:00.000","163","Z6","2013-01-02T15:53:00.000","2308-0","LARCENY","1914044","869505"
"1600 S EMPIRE RD","SL2013793","SALT LAKE CITY","2","4","23C","2013-01-02T16:33:00.000","124","Z2","2013-01-02T16:33:00.000","2303-0","LARCENY","1877552","875279"
"1100 S 300 W","SL2013794","SALT LAKE CITY","5","4","0","2013-01-02T16:00:00.000","152","Z5","2013-01-02T16:00:00.000","7399-5","PUBLIC ORDER","1889433","878648"
"300 S 600 W","SL2013946","SALT LAKE CITY","4","4","0","2013-01-02T20:03:00.000","132","Z3","2013-01-02T20:03:00.000","5399-28","PUBLIC PEACE","1887084","885181"
"00 N 400 W","SL2013938","SALT LAKE CITY","3","4","35A","2013-01-02T19:50:00.000","132","Z3","2013-01-02T19:50:00.000","3562-0","DRUGS","1888678","887785"
"800 N 900 W","SL2013934","SALT LAKE CITY","1","4","90C","2013-01-02T19:42:00.000","111","Z1","2013-01-02T19:42:00.000","5399-12","PUBLIC PEACE","1884803","893943"
"100 W GOLTZ AVE","SL20131000","SALT LAKE CITY","5","4","0","2013-01-02T22:11:00.000","152","Z5","2013-01-02T22:11:00.000","7399-1","PUBLIC ORDER","1890792","878962"
"200 W 400 S","SL2013932","SALT LAKE CITY","4","4","90C","2013-01-02T19:44:00.000","134","Z3","2013-01-02T19:44:00.000","7299-3","MORALS-DECENCY","1890050","884371"
"300 S 600 W","SL2013931","SALT LAKE CITY","4","4","13C","2013-01-02T19:39:00.000","132","Z3","2013-01-02T19:39:00.000","5215-0","WEAPONS","1887084","885181"
"1500 S MAIN ST","SL2013914","SALT LAKE CITY","5","4","90E","2013-01-02T19:00:00.000","152","Z5","2013-01-02T19:00:00.000","7399-26","PUBLIC ORDER","1891801","875477"
"200 E BROWNING AVE","SL2013904","SALT LAKE CITY","5","4","90F","2013-01-02T18:41:00.000","152","Z5","2013-01-02T18:41:00.000","3899-0","FAMILY OFFENSES","1893469","876522"
"300 W SOUTH TEMPLE ST","SL2013827","SALT LAKE CITY","4","4","23H","2013-01-02T16:51:00.000","132","Z3","2013-01-02T16:51:00.000","2399-0","LARCENY","1889476","887543"
"300 S MAIN ST","SL2013892","SALT LAKE CITY","4","4","23H","2013-01-02T18:09:00.000","133","Z3","2013-01-02T18:26:00.000","2399-0","LARCENY","1891836","885175"
"200 S RIO GRANDE ST","SL2013885","SALT LAKE CITY","4","4","90E","2013-01-02T18:31:00.000","132","Z3","2013-01-02T18:31:00.000","7399-26","PUBLIC ORDER","1888298","885835"
"PROSPERITY AVE / AMERICAN BEAUTY DR","SL2013881","SALT LAKE CITY","G","4","35A","2013-01-02T18:16:00.000","121","Z2","2013-01-02T18:16:00.000","3562-0","DRUGS","1881225","884040"
"300 S 5600 W","SL2013670","SALT LAKE CITY","2","4","0","2013-01-02T12:00:00.000","124","Z2","2013-01-02T12:35:00.000","5499-8","TRAFFIC","1854743","885124"
"200 W 400 S","SL2013831","SALT LAKE CITY","4","4","0","2013-01-02T16:55:00.000","132","Z3","2013-01-02T16:55:00.000","5499-8","TRAFFIC","1890267","884431"
"2100 S 700 E","SL2013909","SALT LAKE CITY","7","4","0","2013-01-02T18:52:00.000","162","Z6","2013-01-02T18:52:00.000","5499-8","TRAFFIC","1897319","871514"
"1100 S RICHARDS ST","SL2013551","SALT LAKE CITY","5","4","23F","2013-01-02T08:30:00.000","152","Z5","2013-01-02T08:30:00.000","2305-0","LARCENY","1891399","878295"
"00 S MAIN ST","SL2013565","SALT LAKE CITY","4","4","0","2013-01-02T09:01:00.000","133","Z3","2013-01-02T09:01:00.000","5399-89","PUB PEACE-HOST","1891904","887129"
"500 S 300 W","SL2013570","SALT LAKE CITY","4","4","0","2013-01-02T09:07:00.000","134","Z3","2013-01-02T09:07:00.000","5399-89","PUB PEACE-HOST","1889451","883132"
"800 W 400 S","SL2013581","SALT LAKE CITY","4","4","0","2013-01-02T09:35:00.000","132","Z3","2013-01-02T09:35:00.000","5399-87","PUBLIC PEACE","1885526","884449"
"500 S 300 W","SL2013582","SALT LAKE CITY","4","4","0","2013-01-02T09:35:00.000","134","Z3","2013-01-02T09:35:00.000","5399-89","PUB PEACE-HOST","1889451","883132"
