"address","case","city","council","day_of_week","ibr_code","occ_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"200 E 1ST AVE","SL20131250","SALT LAKE CITY","3","5","0","2013-01-03T12:58:00.000","141","Z4","2013-01-03T12:58:00.000","7399-99","PUBLIC ORDER","1894209","887964"
"900 S MAIN ST","SL20131252","SALT LAKE CITY","5","5","90Z","2013-01-03T13:04:00.000","152","Z5","2013-01-03T13:04:00.000","5309-0","PUBLIC PEACE","1891876","879527"
"300 W 700 N","SL20131294","SALT LAKE CITY","3","5","23F","2013-01-03T11:30:00.000","131","Z3","2013-01-03T14:55:00.000","2305-0","LARCENY","1889276","893088"
"00 E 300 S","SL20131308","SALT LAKE CITY","4","5","120","2013-01-03T15:12:00.000","133","Z3","2013-01-03T15:12:00.000","1206-0","ROBBERY","1892330","885155"
"200 W 400 S","SL20131343","SALT LAKE CITY","4","5","0","2013-01-03T15:45:00.000","134","Z3","2013-01-03T23:18:00.000","5399-87","PUBLIC PEACE","1889898","884372"
"2400 S 1700 E","SL20131347","SALT LAKE CITY","7","5","90Z","2013-01-03T12:00:00.000","163","Z6","2013-01-03T16:15:00.000","5309-0","PUBLIC PEACE","1905342","868645"
"1200 E GILMER DR","SL20131358","SALT LAKE CITY","5","5","0","2013-01-03T16:36:00.000","153","Z5","2013-01-03T16:36:00.000","7399-9","PUBLIC ORDER","1901981","879517"
"500 E 2100 S","SL20131378","SALT LAKE CITY","7","5","35A","2013-01-03T17:19:00.000","162","Z6","2013-01-03T17:19:00.000","3562-0","DRUGS","1895802","871513"
"300 S 500 W","SL20131412","SALT LAKE CITY","4","5","90E","2013-01-03T18:09:00.000","132","Z3","2013-01-03T22:04:00.000","7399-26","PUBLIC ORDER","1887876","885178"
"300 S 600 W","SL20131437","SALT LAKE CITY","4","5","90E","2013-01-03T19:26:00.000","132","Z3","2013-01-03T19:26:00.000","7399-26","PUBLIC ORDER","1887084","885181"
"200 S FOSS ST","SL20131448","SALT LAKE CITY","2","5","0","2013-01-03T19:37:00.000","121","Z2","2013-01-03T19:37:00.000","5399-28","PUBLIC PEACE","1879751","885630"
"100 W 400 S","SL20131462","SALT LAKE CITY","4","5","90G","2013-01-03T20:20:00.000","133","Z3","2013-01-03T20:20:00.000","4104-0","LIQUOR","1890440","884430"
"1600 S MAIN ST","SL20131476","SALT LAKE CITY","5","5","0","2013-01-03T21:00:00.000","152","Z5","2013-01-03T21:00:00.000","5399-28","PUBLIC PEACE","1891798","874844"
"2400 S 1300 E","SL20131399","SALT LAKE CITY","7","5","0","2013-01-03T17:53:00.000","163","Z6","2013-01-03T17:53:00.000","5499-7","TRAFFIC","1902121","869101"
"100 S 800 E","SL20131372","SALT LAKE CITY","4","5","0","2013-01-03T16:53:00.000","143","Z4","2013-01-03T16:53:00.000","5499-8","TRAFFIC","1898186","886740"
"500 S WAKARA WAY","SL20131191","SALT LAKE CITY","6","5","0","2013-01-03T03:45:00.000","151","Z5","2013-01-04T08:09:00.000","5399-28","PUBLIC PEACE","1908673","883279"
"1300 S 4700 W","SL20131242","SALT LAKE CITY","2","5","90Z","2013-01-03T12:47:00.000","124","Z2","2013-01-03T14:18:00.000","4902-0","ESCAPE","1860769","877690"
"1000 S MAIN ST","SL20131359","SALT LAKE CITY","5","5","13B","2013-01-03T16:37:00.000","152","Z5","2013-01-03T16:37:00.000","1313-1","ASSAULT","1891815","879350"
"700 W NORTH TEMPLE ST","SL20131536","SALT LAKE CITY","2","5","0","2013-01-03T23:34:00.000","112","Z1","2013-01-03T23:34:00.000","7399-1","PUBLIC ORDER","1886204","888358"
"400 S 200 W","SL20131266","SALT LAKE CITY",,"5","90Z","2013-01-03T00:00:00.000","134","Z3","2013-01-03T13:32:00.000","5499-0","TRAFFIC","1890247","884073"
"100 W 500 S","SL20131249","SALT LAKE CITY","4","5","90J","2013-01-03T13:04:00.000","135","Z3","2013-01-03T13:04:00.000","5707-0","INV OF PRIVACY","1890665","883638"
"1000 E 800 S","SL20133145","SALT LAKE CITY","4","5","23H","2013-01-03T13:15:00.000","151","Z5","2013-01-07T11:02:00.000","2316-0","LARCENY","1900193","881166"
"200 S 600 W","SL20131101","SALT LAKE CITY","4","5","90J","2013-01-03T06:58:00.000","132","Z3","2013-01-03T06:58:00.000","5707-0","INV OF PRIVACY","1887086","885899"
"2200 S 700 E","SL2013800019","SALT LAKE CITY","7","5","23F","2013-01-03T18:00:00.000","162","Z6","2013-01-04T15:18:00.000","2305-0","LARCENY","1897311","870468"
"200 S 900 E","SL2013800018","SALT LAKE CITY","4","5","23F","2013-01-03T18:00:00.000","143","Z4","2013-01-04T15:02:00.000","2305-0","LARCENY","1898975","885733"
"2100 S 1700 E","SL2013800014","SALT LAKE CITY","7","5","290","2013-01-03T13:00:00.000","163","Z6","2013-01-03T13:39:00.000","2902-0","DAMAGED PROP","1905397","871097"
"400 S 1100 E","SL2013800037","SALT LAKE CITY","4","5","90Z","2013-01-03T10:50:00.000","143","Z4","2013-01-08T17:30:00.000","5401-0","TRAFFIC","1900558","884351"
"700 N 2200 W","SL20136409","SALT LAKE CITY",,"5","90Z","2013-01-03T18:27:00.000","111","Z1","2013-01-03T18:27:00.000","4902-0","ESCAPE","1874640","893697"
"1200 S MAIN ST","SL20131133","SALT LAKE CITY","5","5","23F","2013-01-03T08:42:00.000","152","Z5","2013-01-03T08:42:00.000","2305-0","LARCENY","1891808","877611"
"100 S STATE ST","SL20131134","SALT LAKE CITY","4","5","0","2013-01-03T08:45:00.000","133","Z3","2013-01-03T08:45:00.000","7399-6","PUBLIC ORDER","1892637","886761"
"1600 E 2100 S","SL20131228","SALT LAKE CITY","7","5","23F","2013-01-03T12:19:00.000","163","Z6","2013-01-03T12:19:00.000","2305-0","LARCENY","1904538","871649"
"1500 W SECRET GARDEN PL","SL20131156","SALT LAKE CITY","2","5","23F","2013-01-03T09:23:00.000","123","Z2","2013-01-03T09:23:00.000","2305-0","LARCENY","1879327","874943"
"1800 S MAIN ST","SL20131338","SALT LAKE CITY","5","5","23E","2013-01-03T16:04:00.000","161","Z6","2013-01-03T16:04:00.000","2307-0","LARCENY","1891794","873584"
"2200 S 700 E","SL20131435","SALT LAKE CITY","7","5","23F","2013-01-03T18:52:00.000","162","Z6","2013-01-03T18:52:00.000","2305-0","LARCENY","1897311","870468"
"1200 W 1200 N","SL20141859","SALT LAKE CITY","1","5","90I","2013-01-03T20:00:00.000","111","Z1","2014-01-04T15:06:00.000","5324-0","PUBLIC PEACE","1881391","896949"
"700 S WINDSOR ST","SL2013203705","SALT LAKE CITY","4","5","290","2013-01-03T15:55:00.000","151","Z5","2013-01-03T16:18:00.000","2902-1","DAMAGED PROP","1898623","881514"
"200 S 800 E","SL20131556","SALT LAKE CITY","4","6","90D","2013-01-04T01:04:00.000","143","Z4","2013-01-04T01:04:00.000","5404-0","TRAFFIC","1898183","885946"
"200 W 300 S","SL20131557","SALT LAKE CITY","4","6","0","2013-01-04T01:02:00.000","132","Z3","2013-01-04T01:02:00.000","7399-6","PUBLIC ORDER","1889587","885166"
"3700 W TERMINAL WESTBOUND DR","SL20131568","SALT LAKE CITY","1","6","0","2013-01-04T01:53:00.000","113","Z1","2013-01-04T01:53:00.000","7399-1","PUBLIC ORDER","1866560","893915"
"3000 W CALIFORNIA AVE","SL20131596","SALT LAKE CITY","2","6","240","2013-01-04T06:34:00.000","124","Z2","2013-01-04T07:09:00.000","2499-17","STOLEN VEHICLE","1871589","877148"
"300 W HOPE AVE","SL20131548","SALT LAKE CITY","5","6","23C","2013-01-04T00:20:00.000","152","Z5","2013-01-04T00:20:00.000","2303-0","LARCENY","1889051","876511"
"1700 S 5350 W","SL20131619","SALT LAKE CITY","2","6","23G","2013-01-04T08:44:00.000","124","Z2","2013-01-04T08:44:00.000","2304-0","LARCENY","1856430","874245"
"300N N 2370 W","SL20131627","SALT LAKE CITY","1","6","0","2013-01-04T09:16:00.000","113","Z1","2013-01-04T09:16:00.000","5499-84","TRAFFIC","1873514","889898"
"1600 W 1000 N","SL20131588","SALT LAKE CITY","1","6","0","2013-01-04T03:51:00.000","111","Z1","2013-01-04T03:51:00.000","5399-23","PUBLIC PEACE","1878824","895568"
"00 S RIO GRANDE ST","SL20131584","SALT LAKE CITY","4","6","90J","2013-01-04T03:34:00.000","132","Z3","2013-01-04T03:34:00.000","5707-0","INV OF PRIVACY","1888237","887060"
"700 N TERMINAL NORTHBOUND DR","SL20131644","SALT LAKE CITY","1","6","0","2013-01-04T09:55:00.000","113","Z1","2013-01-04T09:55:00.000","7399-1","PUBLIC ORDER","1867036","893752"
"500 N CHICAGO ST","SL20131667","SALT LAKE CITY","1","6","0","2013-01-04T10:27:00.000","112","Z1","2013-01-04T10:27:00.000","2499-15","STOLEN VEHICLE","1884401","891995"
"500 N TERMINAL SOUTHBOUND DR","SL20131622","SALT LAKE CITY","1","6","0","2013-01-04T08:50:00.000","113","Z1","2013-01-04T08:52:00.000","7399-1","PUBLIC ORDER","1865746","891599"
"100 E 2ND AVE","SL20131691","SALT LAKE CITY","3","6","90Z","2013-01-04T11:07:00.000","141","Z4","2013-01-04T11:07:00.000","3599-98","DRUGS","1893143","888387"
"300 S 300 E","SL20131716","SALT LAKE CITY","4","6","0","2013-01-04T11:51:00.000","142","Z4","2013-01-04T11:51:00.000","5499-2","TRAFFIC","1894275","884774"
"200 N MAIN ST","SL20131783","SALT LAKE CITY","3","6","240","2013-01-04T13:00:00.000","131","Z3","2013-01-04T13:57:00.000","2499-13","STOLEN VEHICLE","1891912","889153"
"700 E 400 S","SL20131798","SALT LAKE CITY","4","6","0","2013-01-04T14:15:00.000","151","Z5","2013-01-04T14:15:00.000","2499-14","STOLEN VEHICLE","1897771","884342"
"500 E 300 S","SL20131652","SALT LAKE CITY","4","6","13B","2013-01-04T10:06:00.000","142","Z4","2013-01-04T10:06:00.000","1313-1","ASSAULT","1895942","885141"
"1000 S 400 E","SL20131659","SALT LAKE CITY","5","6","09A","2013-01-04T10:13:00.000","153","Z5","2013-01-04T14:17:00.000","902-0","HOMICIDE","1895047","879396"
"500 S 1100 E","SL20131741","SALT LAKE CITY","4","6","13B","2013-01-04T12:43:00.000","151","Z5","2013-01-04T12:43:00.000","1313-0","ASSAULT","1900614","883456"
"1500 W 400 S","SL20131740","SALT LAKE CITY","2","6","13B","2013-01-04T10:00:00.000","121","Z2","2013-01-04T10:00:00.000","1313-0","ASSAULT","1879349","884471"
"800 S GREEN ST","SL20131737","SALT LAKE CITY","4","6","90F","2013-01-04T12:30:00.000","144","Z4","2013-01-04T12:34:00.000","3899-9","FAMILY OFFENSES","1896975","880856"
"100 S RIO GRANDE ST","SL20131793","SALT LAKE CITY","2","6","290","2013-01-04T14:11:00.000","132","Z3","2013-01-04T14:11:00.000","2902-1","DAMAGED PROP","1888267","865698"
"100 W 400 S","SL20131883","SALT LAKE CITY","4","6","0","2013-01-04T17:08:00.000","135","Z3","2013-01-04T17:08:00.000","5499-6","TRAFFIC","1890637","884369"
"200 N SURPRISE AVE","SL20131924","SALT LAKE CITY","4","6","40B","2013-01-04T18:31:00.000","135","Z3","2013-01-04T18:31:00.000","4099-0","COMMERCIAL SEX","1892623","883197"
"800 S 900 E","SL20131880","SALT LAKE CITY","4","6","0","2013-01-04T17:02:00.000","151","Z5","2013-01-04T17:02:00.000","5499-7","TRAFFIC","1898957","881176"
"5 S 000 W","SL20131932","SALT LAKE CITY","4","6","240","2013-01-04T19:00:00.000","132","Z3","2013-01-04T19:00:00.000","2499-13","STOLEN VEHICLE","1887914","887183"
"1300 S 1700 E","SL20131642","SALT LAKE CITY","6","6","290","2013-01-04T06:00:00.000","154","Z5","2013-01-04T09:50:00.000","2902-1","DAMAGED PROP","1905392","876786"
"3700 W TERMINAL WESTBOUND DR","SL20131980","SALT LAKE CITY","1","6","0","2013-01-04T20:27:00.000","113","Z1","2013-01-04T20:27:00.000","7399-1","PUBLIC ORDER","1866560","893915"
"2000 S STATE ST","SL20131919","SALT LAKE CITY","5","6","120","2013-01-04T18:25:00.000","161","Z6","2013-01-04T18:25:00.000","1201-0","ROBBERY","1892579","871727"
"1100 S 700 W","SL20131553","SALT LAKE CITY","2","6","240","2013-01-04T00:37:00.000","122","Z2","2013-01-04T00:37:00.000","2499-17","STOLEN VEHICLE","1886323","878130"
"100 N 900 W","SL20131545","SALT LAKE CITY","2","6","120","2013-01-04T00:01:00.000","112","Z1","2013-01-04T00:01:00.000","1206-0","ROBBERY","1884781","888717"
"900 S MAIN ST","SL20131550","SALT LAKE CITY","5","6","0","2013-01-04T00:22:00.000","152","Z5","2013-01-04T00:22:00.000","7399-40","PUBLIC ORDER","1891876","879527"
"400 W 200 S","SL20131552","SALT LAKE CITY","4","6","13B","2013-01-04T00:29:00.000","132","Z3","2013-01-04T00:29:00.000","1313-0","ASSAULT","1888485","885963"
"300 W 2100 S","SL20131688","SALT LAKE CITY","5","6","23C","2013-01-04T11:05:00.000","161","Z6","2013-01-04T11:05:00.000","2303-0","LARCENY","1889068","871605"
"800 N 900 W","SL20131722","SALT LAKE CITY","1","6","290","2013-01-04T12:05:00.000","111","Z1","2013-01-04T12:05:00.000","2902-1","DAMAGED PROP","1884744","894324"
"300 W 2100 S","SL20131717","SALT LAKE CITY","5","6","90Z","2013-01-04T11:05:00.000","161","Z6","2013-01-04T11:05:00.000","4902-0","ESCAPE","1889068","871605"
"600 S REDWOOD RD","SL20131869","SALT LAKE CITY","2","6","0","2013-01-04T16:42:00.000","121","Z2","2013-01-04T16:42:00.000","7399-3","PUBLIC ORDER","1878608","882542"
"1800 S 300 W","SL20132012","SALT LAKE CITY","5","6","0","2013-01-04T21:42:00.000","161","Z6","2013-01-04T21:42:00.000","5499-1","TRAFFIC","1889412","873503"
"100 N 800 W","SL20132006","SALT LAKE CITY","2","6","13B","2013-01-04T21:27:00.000","112","Z1","2013-01-04T21:27:00.000","4801-1","OBST POLICE","1885514","888744"
"3000 W CALIFORNIA AVE","SL20131577","SALT LAKE CITY","2","6","23H","2013-01-04T02:36:00.000","124","Z2","2013-01-04T02:36:00.000","2309-0","LARCENY","1871491","877088"
"300 W HOPE AVE","SL20131615","SALT LAKE CITY","5","6","0","2013-01-04T08:23:00.000","152","Z5","2013-01-04T09:41:00.000","7399-5","PUBLIC ORDER","1889264","876450"
"500 W 200 N","SL20131789","SALT LAKE CITY","3","6","0","2013-01-04T14:07:00.000","131","Z3","2013-01-04T14:07:00.000","7399-1","PUBLIC ORDER","1887378","889195"
"400 S 500 E","SL20131819","SALT LAKE CITY","4","6","23C","2013-01-04T15:30:00.000","144","Z4","2013-01-04T15:30:00.000","2303-0","LARCENY","1895856","883946"
"4200 W 2100 S","SL20131753","SALT LAKE CITY","2","6","23H","2013-01-04T13:14:00.000","124","Z2","2013-01-04T13:14:00.000","2399-0","LARCENY","1863847","872015"
"00 S MAIN ST","SL20131772","SALT LAKE CITY","4","6","90Z","2013-01-04T13:40:00.000","133","Z3","2013-01-04T13:40:00.000","3619-0","SEX OFFENSES","1891844","887168"
"800 S 700 E","SL20131792","SALT LAKE CITY","4","6","23D","2013-01-04T14:10:00.000","144","Z4","2013-01-04T14:10:00.000","2308-0","LARCENY","1897368","880787"
"900 N 900 W","SL20131805","SALT LAKE CITY","1","6","0","2013-01-04T14:30:00.000","111","Z1","2013-01-04T14:30:00.000","7399-24","PUBLIC ORDER","1884748","895281"
"1000 S 300 W","SL20131803","SALT LAKE CITY","5","6","250","2013-01-04T14:15:00.000","152","Z5","2013-01-04T14:26:00.000","2505-0","FORGERY","1889464","878752"
"100 N 900 W","SL20131916","SALT LAKE CITY","2","6","90Z","2013-01-04T17:30:00.000","112","Z1","2013-01-04T20:57:00.000","4902-0","ESCAPE","1884782","888792"
"300 W 400 S","SL20132025","SALT LAKE CITY","4","6","90Z","2013-01-04T16:34:00.000","132","Z3","2013-01-04T22:21:00.000","4902-0","ESCAPE","1889463","884434"
"900 S MAIN ST","SL20131963","SALT LAKE CITY","5","6","90J","2013-01-04T19:55:00.000","152","Z5","2013-01-04T19:55:00.000","5707-0","INV OF PRIVACY","1891876","879527"
"400 W 200 S","SL20131953","SALT LAKE CITY","4","6","90Z","2013-01-04T18:10:00.000","132","Z3","2013-01-04T18:10:00.000","4902-0","ESCAPE","1888485","885963"
"400 W 200 S","SL20131910","SALT LAKE CITY","4","6","90E","2013-01-04T18:10:00.000","132","Z3","2013-01-04T18:10:00.000","7399-26","PUBLIC ORDER","1888485","885963"
"200 S RIO GRANDE ST","SL20131888","SALT LAKE CITY","4","6","90E","2013-01-04T16:05:00.000","132","Z3","2013-01-04T16:05:00.000","7399-26","PUBLIC ORDER","1888238","885862"
"300 S STATE ST","SL20131897","SALT LAKE CITY","4","6","90E","2013-01-04T17:40:00.000","133","Z3","2013-01-04T17:40:00.000","7399-26","PUBLIC ORDER","1892629","884721"
"1100 E BRICKYARD RD","SL20131899","SALT LAKE CITY","7","6","23C","2013-01-04T17:43:00.000","162","Z6","2013-01-04T17:43:00.000","2303-0","LARCENY","1900883","863411"
"200 W 2100 S","SL20131807","SALT LAKE CITY","5","6","23H","2013-01-04T10:00:00.000","161","Z6","2013-01-04T14:33:00.000","2399-0","LARCENY","1889610","871602"
"00 E 300 N","SL20131810","SALT LAKE CITY","3","6","26C","2013-01-04T14:39:00.000","131","Z3","2013-01-04T14:39:00.000","2699-1","FRAUD","1892144","889946"
"300 W HOPE AVE","SL20131821","SALT LAKE CITY","5","6","23C","2013-01-04T14:57:00.000","152","Z5","2013-01-04T14:57:00.000","2303-0","LARCENY","1889051","876511"
"200 S RIO GRANDE ST","SL20131849","SALT LAKE CITY","4","6","120","2013-01-04T16:10:00.000","132","Z3","2013-01-04T16:47:00.000","1206-0","ROBBERY","1888238","885862"
"700 S LAKE ST","SL20131887","SALT LAKE CITY","4","6","290","2013-01-04T17:16:00.000","151","Z5","2013-01-04T17:16:00.000","2902-1","DAMAGED PROP","1897745","881486"
"1100 E 3RD AVE","SL20131845","SALT LAKE CITY","3","6","0","2013-01-04T15:55:00.000","141","Z4","2013-01-04T15:55:00.000","7399-1","PUBLIC ORDER","1902017","888817"
"300 W 400 S","SL20131867","SALT LAKE CITY","4","6","90E","2013-01-04T16:34:00.000","132","Z3","2013-01-04T22:03:00.000","7399-26","PUBLIC ORDER","1889463","884434"
"200 S RIO GRANDE ST","SL20132003","SALT LAKE CITY","4","6","0","2013-01-04T21:23:00.000","132","Z3","2013-01-04T21:23:00.000","5399-89","PUB PEACE-HOST","1888238","885862"
"100 S RIO GRANDE ST","SL20131951","SALT LAKE CITY","4","6","90J","2013-01-04T19:14:00.000","132","Z3","2013-01-04T19:14:00.000","5707-0","INV OF PRIVACY","1888242","886456"
"1100 S 900 W","SL20131966","SALT LAKE CITY","2","6","90C","2013-01-04T20:00:00.000","122","Z2","2013-01-04T20:00:00.000","7299-2","MORALS-DECENCY","1884738","878149"
"200 E 400 S","SL20131843","SALT LAKE CITY","4","6","90G","2013-01-04T15:54:00.000","135","Z3","2013-01-04T15:54:00.000","4104-0","LIQUOR","1893540","884358"
"1300 W 600 S","SL20131591","SALT LAKE CITY","2","6","90F","2013-01-04T04:17:00.000","121","Z2","2013-01-04T04:17:00.000","3899-9","FAMILY OFFENSES","1881201","882880"
"1100 E WILMINGTON AVE","SL20131806","SALT LAKE CITY","7","6","0","2013-01-04T14:28:00.000","163","Z6","2013-01-04T14:28:00.000","5399-28","PUBLIC PEACE","1901107","870773"
"1200 S 700 E","SL20131830","SALT LAKE CITY","5","6","35A","2013-01-04T15:21:00.000","153","Z5","2013-01-04T15:21:00.000","3562-0","DRUGS","1897416","877738"
"800 E KENSINGTON AVE","SL20131841","SALT LAKE CITY","5","6","13C","2013-01-04T15:50:00.000","153","Z5","2013-01-04T15:50:00.000","1316-2","ASSAULT","1898803","875555"
"100 N 900 W","SL20131881","SALT LAKE CITY","2","6","13A","2013-01-04T17:07:00.000","112","Z1","2013-01-04T17:07:00.000","1305-0","ASSAULT","1884782","888792"
"300 N C ST","SL20131943","SALT LAKE CITY","3","6","90Z","2013-01-04T19:30:00.000","141","Z4","2013-01-04T19:30:00.000","3599-2","DRUGS","1894840","890813"
"00 S 400 W","SL20131952","SALT LAKE CITY","4","6","23C","2013-01-04T19:52:00.000","132","Z3","2013-01-04T19:52:00.000","2303-0","LARCENY","1888677","887475"
"00 N RIO GRANDE ST","SL20132002","SALT LAKE CITY",,"6","90E","2013-01-04T21:36:00.000",,,"2013-01-04T21:36:00.000","7399-26","PUBLIC ORDER",,
"200 W 200 N","SL20132009","SALT LAKE CITY","3","6","0","2013-01-04T21:34:00.000","131","Z3","2013-01-04T21:34:00.000","5399-28","PUBLIC PEACE","1890257","889184"
"700 S 900 W","SL20132044","SALT LAKE CITY","2","6","0","2013-01-04T23:02:00.000","121","Z2","2013-01-04T23:02:00.000","5399-30","PUBLIC PEACE","1884693","881731"
"1600 W 400 S","SL20132046","SALT LAKE CITY","2","6","220","2013-01-04T23:09:00.000","121","Z2","2013-01-04T23:09:00.000","2202-0","BURGLARY","1879308","884411"
"3400 S 900 W","SL20131960","SOUTH SALT LAKE","SL","6","35A","2013-01-04T19:30:00.000","42","42","2013-01-04T21:03:00.000","3532-0","DRUGS","1884756","862048"
"300 E 400 S","SL20132043","SALT LAKE CITY","4","6","23C","2013-01-04T22:58:00.000","142","Z4","2013-01-04T22:58:00.000","2303-0","LARCENY","1894325","884415"
"1300 S 900 E","SL20131949","SALT LAKE CITY","5","6","90Z","2013-01-04T19:37:00.000","153","Z5","2013-01-04T19:37:00.000","5309-0","PUBLIC PEACE","1898941","877426"
"600 S GREEN ST","SL20132047","SALT LAKE CITY","4","6","13B","2013-01-04T23:11:00.000","144","Z4","2013-01-04T23:11:00.000","1313-0","ASSAULT","1897062","882124"
"200 S RIO GRANDE ST","SL20131605","SALT LAKE CITY","4","6","13B","2013-01-04T07:00:00.000","132","Z3","2013-01-04T08:00:00.000","1313-0","ASSAULT","1888238","885862"
"02 0/2 S RIO GRANDE ST","SL20131660","SALT LAKE CITY","2","6","35A","2013-01-04T10:08:00.000","132","Z3","2013-01-04T10:14:00.000","3512-0","DRUGS","1888267","865698"
"200 W 400 S","SL20132008","SALT LAKE CITY","4","6","90E","2013-01-04T21:30:00.000","134","Z3","2013-01-04T21:30:00.000","7399-26","PUBLIC ORDER","1890223","884371"
"400 N CENTER ST","SL20132020","SALT LAKE CITY","3","6","23D","2013-01-04T22:00:00.000","131","Z3","2013-01-04T22:00:00.000","2308-0","LARCENY","1891030","891122"
"700 E SOUTH TEMPLE ST","SL20131670","SALT LAKE CITY","3","6","90Z","2013-01-04T10:42:00.000","141","Z4","2013-01-04T10:42:00.000","5309-0","PUBLIC PEACE","1898125","887569"
"00 S RIO GRANDE ST","SL20131954","SALT LAKE CITY","4","6","23C","2013-01-04T19:42:00.000","132","Z3","2013-01-04T19:42:00.000","2303-0","LARCENY","1888244","886927"
"00 S RIO GRANDE ST","SL20131957","SALT LAKE CITY","4","6","23C","2013-01-04T19:43:00.000","132","Z3","2013-01-04T19:43:00.000","2303-0","LARCENY","1888240","887466"
"700 N REDWOOD RD","SL20132013","SALT LAKE CITY","1","6","23C","2013-01-04T21:43:00.000","111","Z1","2013-01-04T21:43:00.000","2303-0","LARCENY","1878563","893444"
"1500 S MAIN ST","SL20132019","SALT LAKE CITY","5","6","35A","2013-01-04T22:01:00.000","152","Z5","2013-01-04T22:01:00.000","3572-0","DRUGS","1891801","875477"
"300 W HOPE AVE","SL20131724","SALT LAKE CITY","5","6","23C","2013-01-04T12:00:00.000","152","Z5","2013-01-04T19:07:00.000","2303-0","LARCENY","1889051","876511"
"300 W HOPE AVE","SL20131826","SALT LAKE CITY","5","6","35B","2013-01-04T12:30:00.000","152","Z5","2013-01-04T19:25:00.000","3550-0","DRUGS","1889059","876481"
"1300 S LINCOLN ST","SL20131677","SALT LAKE CITY","5","6","220","2013-01-04T10:53:00.000","153","Z5","2013-01-04T10:53:00.000","2204-0","BURGLARY","1899398","876686"
"400 E BISHOP FEDERAL LN","SL20131736","SALT LAKE CITY","5","6","0","2013-01-04T12:34:00.000","161","Z6","2013-01-04T12:34:00.000","7399-40","PUBLIC ORDER","1895385","872528"
"200 S RIO GRANDE ST","SL20131902","SALT LAKE CITY","4","6","90C","2013-01-04T17:53:00.000","132","Z3","2013-01-04T17:53:00.000","7299-3","MORALS-DECENCY","1888238","885930"
"300 S 300 W","SL20131939","SALT LAKE CITY","4","6","90J","2013-01-04T15:12:00.000","132","Z3","2013-01-04T15:12:00.000","5707-0","INV OF PRIVACY","1889517","884579"
"200 S 400 W","SL20131950","SALT LAKE CITY","4","6","90J","2013-01-04T19:38:00.000","132","Z3","2013-01-04T19:38:00.000","5707-0","INV OF PRIVACY","1888670","885875"
"400 W 500 S","SL20131720","SALT LAKE CITY","4","6","35A","2013-01-04T14:30:00.000","134","Z3","2013-01-04T14:30:00.000","3532-0","DRUGS","1888592","883645"
"600 N 1300 W","SL20131729","SALT LAKE CITY","1","6","13B","2013-01-04T12:21:00.000","111","Z1","2013-01-04T12:21:00.000","1313-0","ASSAULT","1881588","892382"
"1600 S 900 W","SL20131967","SALT LAKE CITY","2","6","23C","2013-01-04T20:00:00.000","123","Z2","2013-01-04T20:00:00.000","2303-0","LARCENY","1884664","874638"
"100 S RIO GRANDE ST","SL20131913","SALT LAKE CITY","2","6","90A","2013-01-04T18:15:00.000","132","Z3","2013-01-04T18:15:00.000","2606-0","FRAUD","1888267","865696"
"1800 S MAIN ST","SL20131893","SALT LAKE CITY","5","6","220","2013-01-04T15:30:00.000","161","Z6","2013-01-04T17:30:00.000","2204-0","BURGLARY","1891793","873500"
"300 S 300 W","SL20132298","SALT LAKE CITY","4","6","90J","2013-01-04T15:38:00.000","132","Z3","2013-01-04T15:38:00.000","5707-0","INV OF PRIVACY","1889517","884579"
"100 N 800 W","SL20132053","SALT LAKE CITY","2","6","90E","2013-01-04T21:27:00.000","112","Z1","2013-01-05T00:21:00.000","7399-26","PUBLIC ORDER","1885514","888744"
"1100 E 400 S","SL20132620","SALT LAKE CITY","4","6","23D","2013-01-04T22:00:00.000","143","Z4","2013-01-05T20:19:00.000","2308-0","LARCENY","1900866","884391"
"200 E 600 S","SL20132225","SALT LAKE CITY","4","6","220","2013-01-04T14:00:00.000","135","Z3","2013-01-05T12:08:00.000","2204-0","BURGLARY","1894076","882773"
"1500 S MAIN ST","SL20132058","SALT LAKE CITY","5","6","90Z","2013-01-04T23:51:00.000","152","Z5","2013-01-04T23:51:00.000","4902-0","ESCAPE","1891801","875477"
"300 W 2100 S","SL20131723","SALT LAKE CITY","5","6","0","2013-01-04T12:07:00.000","161","Z6","2013-01-04T12:07:00.000","5499-8","TRAFFIC","1889415","871603"
"1700 S FOOTHILL DR","SL20131733","SALT LAKE CITY","6","6","0","2013-01-04T12:31:00.000","163","Z6","2013-01-04T12:31:00.000","5499-8","TRAFFIC","1911420","874420"
"2500 S CHADWICK ST","SL2013968","SALT LAKE CITY","7","6","0","2013-01-04T20:01:00.000","163","Z6","2013-01-04T20:01:00.000","5499-8","TRAFFIC","1903099","868434"
"00 E 1300 S","SL20131784","SALT LAKE CITY","5","6","0","2013-01-04T13:57:00.000","152","Z5","2013-01-04T13:57:00.000","5499-8","TRAFFIC","1892433","877457"
"300 S 600 E","SL20131896","SALT LAKE CITY","4","6","0","2013-01-04T17:35:00.000","142","Z4","2013-01-04T17:35:00.000","5499-8","TRAFFIC","1896594","885145"
"900 S STATE ST","SL20132870","SALT LAKE CITY","5","6","0","2013-01-04T18:00:00.000","152","Z5","2013-01-06T18:36:00.000","5399-28","PUBLIC PEACE","1892671","880179"
