,X-COORDINATE,Y_COORDINATE
373,1890463.0,882846.0
374,1889456.0,879383.0
375,1891047.0,885971.0
376,1913422.0,871065.0
377,1895664.0,890030.0
378,1888237.0,887060.0
380,1898103.0,868860.0
381,1888561.0,883645.0
382,1899819.0,884335.0
383,1897324.0,888921.0
384,1901879.0,866146.0
385,1878512.0,894444.0
387,1902503.0,865901.0
388,1891922.0,874535.0
389,1896714.0,885991.0
390,1884782.0,888792.0
391,1890474.0,873215.0
392,1894409.0,877481.0
393,1894409.0,877481.0
394,1896598.0,871333.0
395,1891948.0,871845.0
396,1867030.0,892008.0
397,1901369.0,881587.0
399,1901402.0,882275.0
400,1879308.0,884411.0
401,1885745.0,890786.0
402,1898972.0,870793.0
403,1888237.0,887060.0
404,1884800.0,893292.0
405,1881131.0,896726.0
406,1890965.0,882844.0
407,1884953.0,885183.0
408,1891418.0,895530.0
409,1884664.0,874638.0
410,1873744.0,888406.0
411,1884631.0,895732.0
412,1893592.0,884418.0
414,1891418.0,895530.0
415,1891008.0,876118.0
416,1888244.0,886927.0
417,1887891.0,885232.0
418,1888407.0,885963.0
419,1888407.0,885963.0
420,1888308.0,886898.0
421,1885355.0,889144.0
422,1891731.0,891074.0
423,1887881.0,886384.0
424,1888667.0,885023.0
425,1888407.0,885963.0
426,1888308.0,886898.0
427,1896445.0,891482.0
428,1899590.0,888002.0
431,1889458.0,884792.0
432,1891011.0,892173.0
433,1887879.0,885949.0
434,1867757.0,891698.0
435,1889051.0,876511.0
436,1897374.0,871566.0
437,1889051.0,876511.0
439,1889051.0,876511.0
440,1885860.0,877509.0
441,1889051.0,876511.0
442,1889051.0,876511.0
446,1888407.0,885963.0
452,1887938.0,885661.0
454,1889786.0,882848.0
455,1892203.0,876476.0
456,1878876.0,892531.0
457,1902102.0,867590.0
459,1880514.0,891877.0
460,1895794.0,883336.0
461,1888664.0,884383.0
462,1912126.0,873312.0
463,1893426.0,885950.0
464,1892630.0,884920.0
465,1866570.0,892376.0
466,1884631.0,895732.0
467,1882562.0,881318.0
468,1881182.0,880995.0
469,1900152.0,871553.0
470,1898220.0,880320.0
471,1893379.0,888385.0
472,1899022.0,871558.0
473,1884722.0,884452.0
475,1884755.0,882338.0
476,1892645.0,873315.0
477,1891731.0,891074.0
478,1877121.0,888394.0
480,1892673.0,880578.0
481,1883142.0,885250.0
482,1894215.0,884775.0
483,1884654.0,871718.0
484,1892645.0,873312.0
486,1913596.0,870308.0
487,1886288.0,884415.0
488,1898548.0,877761.0
489,1894271.0,883800.0
490,1867030.0,892008.0
493,1914731.0,877714.0
495,1867036.0,893752.0
496,1890292.0,889184.0
497,1891032.0,882264.0
498,1912228.0,873109.0
499,1888297.0,885699.0
501,1886343.0,890358.0
502,1901475.0,863172.0
503,1888238.0,885862.0
504,1878914.0,885206.0
505,1891818.0,880163.0
506,1894609.0,887523.0
507,1913261.0,869945.0
508,1889051.0,876511.0
509,1893483.0,886735.0
510,1870794.0,913504.0
511,1887112.0,888415.0
512,1883342.0,896961.0
513,1888238.0,885862.0
514,1897404.0,874770.0
515,1889051.0,876511.0
516,1888561.0,883645.0
517,1888723.0,883973.0
519,1889051.0,876511.0
520,1889051.0,876511.0
521,1891815.0,879350.0
523,1887938.0,885661.0
524,1889051.0,876511.0
526,1888297.0,885699.0
527,1888297.0,885699.0
528,1888238.0,885862.0
529,1891844.0,887168.0
530,1891876.0,887563.0
531,1888238.0,885930.0
532,1888238.0,885930.0
533,1878504.0,893468.0
534,1889476.0,887543.0
535,1890226.0,888402.0
536,1900799.0,863505.0
537,1881473.0,874779.0
538,1888416.0,884378.0
539,1893396.0,878325.0
540,1899131.0,871528.0
541,1899131.0,871528.0
542,1900788.0,870516.0
543,1883459.0,895348.0
544,1879842.0,880079.0
545,1887726.0,885233.0
546,1885983.0,891553.0
547,1889531.0,887974.0
548,1891844.0,887168.0
549,1891822.0,881202.0
550,1888387.0,886023.0
551,1887879.0,885988.0
552,1878704.0,888447.0
553,1889051.0,876511.0
554,1890250.0,884789.0
555,1885471.0,878337.0
556,1888238.0,885862.0
557,1882222.0,884007.0
558,1893235.0,878176.0
559,1891796.0,874170.0
560,1891105.0,887536.0
561,1913422.0,871065.0
562,1906839.0,878381.0
563,1885371.0,888361.0
564,1891418.0,895530.0
565,1882583.0,892384.0
566,1893379.0,874106.0
567,1896991.0,894748.0
568,1867269.0,892165.0
569,1887087.0,885975.0
570,1904748.0,889045.0
571,1874518.0,888463.0
574,1899131.0,871528.0
575,1900235.0,886503.0
576,1890202.0,891500.0
577,1880150.0,892398.0
578,1887585.0,873562.0
583,1893951.0,881781.0
584,1889429.0,877457.0
585,1889489.0,877588.0
587,1886288.0,884415.0
588,1892686.0,883988.0
589,1892600.0,877443.0
590,1901475.0,863172.0
591,1888238.0,885930.0
594,1889476.0,887543.0
595,1891808.0,877436.0
596,1900199.0,884333.0
597,1891044.0,890164.0
598,1890213.0,889124.0
599,1890249.0,884377.0
600,1854967.0,890284.0
601,1887938.0,885661.0
602,1887872.0,884371.0
603,1887872.0,884371.0
604,1890702.0,891947.0
606,1897316.0,871022.0
607,1891044.0,890164.0
609,1888757.0,892352.0
610,1897796.0,873585.0
612,1895750.0,871820.0
613,1890254.0,885738.0
614,1912161.0,873107.0
615,1901866.0,866079.0
616,1900958.0,884698.0
617,1900883.0,863411.0
618,1878608.0,882597.0
622,1894271.0,883800.0
623,1883986.0,887949.0
624,1892006.0,887593.0
625,1901630.0,885120.0
626,1877325.0,896199.0
627,1899996.0,888797.0
628,1898276.0,876810.0
629,1891809.0,877779.0
631,1866102.0,903603.0
632,1890934.0,881199.0
633,1901751.0,870766.0
634,1880067.0,880555.0
636,1896852.0,889118.0
637,1877831.0,892950.0
638,1879071.0,894330.0
639,1885133.0,892061.0
640,1859334.0,877163.0
641,1860920.0,888163.0
642,1896852.0,889118.0
643,1892578.0,871566.0
644,1883936.0,890284.0
645,1891020.0,879345.0
646,1893241.0,883628.0
647,1890748.0,890239.0
648,1894175.0,873638.0
649,1894346.0,885148.0
650,1898164.0,868875.0
653,1878549.0,891505.0
654,1892640.0,871913.0
655,1897354.0,877424.0
656,1882176.0,897592.0
657,1887726.0,885233.0
658,1888561.0,883645.0
659,1867036.0,893752.0
660,1889068.0,871605.0
661,1889897.0,879979.0
663,1896714.0,885991.0
664,1891875.0,879441.0
665,1887430.0,882064.0
666,1891854.0,873625.0
667,1898972.0,885047.0
668,1889433.0,878648.0
669,1898972.0,885047.0
670,1877259.0,887254.0
671,1894264.0,881681.0
672,1902165.0,875647.0
673,1878531.0,877408.0
674,1884611.0,881281.0
675,1888258.0,885964.0
676,1901334.0,880526.0
677,1892643.0,872854.0
678,1888298.0,885862.0
679,1888297.0,885699.0
680,1888297.0,885699.0
681,1900504.0,871371.0
683,1849322.0,871873.0
684,1891834.0,884387.0
685,1888235.0,885137.0
686,1889458.0,884792.0
687,1888631.0,876216.0
688,1890749.0,878204.0
690,1896895.0,872038.0
691,1888258.0,885964.0
692,1898380.0,877076.0
693,1901960.0,862699.0
694,1895755.0,873221.0
695,1895645.0,868760.0
697,1885371.0,888361.0
698,1881270.0,877886.0
699,1900508.0,872404.0
700,1894076.0,882773.0
701,1892600.0,877427.0
702,1895913.0,877416.0
704,1888237.0,887060.0
705,1898948.0,879119.0
706,1900972.0,869711.0
707,1892666.0,878812.0
708,1887880.0,886156.0
710,1891876.0,879527.0
711,1891904.0,887160.0
712,1887080.0,884401.0
713,1896578.0,868733.0
715,1876442.0,877087.0
716,1889051.0,876511.0
717,1895068.0,884741.0
718,1884664.0,874638.0
719,1890292.0,880200.0
720,1892600.0,877427.0
721,1902090.0,872001.0
722,1901648.0,874737.0
723,1887938.0,885661.0
724,1888668.0,885175.0
725,1902126.0,870438.0
726,1892949.0,886797.0
727,1883342.0,896961.0
728,1888238.0,885862.0
729,1900972.0,869711.0
730,1891904.0,887160.0
731,1900568.0,872404.0
732,1889816.0,879382.0
733,1884734.0,887622.0
734,1901960.0,862699.0
735,1902090.0,872001.0
736,1887937.0,885620.0
737,1897306.0,869848.0
738,1887897.0,886025.0
739,1888235.0,885137.0
740,1878237.0,894822.0
741,1889051.0,876511.0
742,1887092.0,887186.0
743,1887938.0,885661.0
744,1887897.0,886025.0
745,1887092.0,887186.0
746,1888297.0,885699.0
747,1902415.0,865125.0
748,1893409.0,881571.0
749,1891844.0,887168.0
750,1890893.0,887597.0
751,1887937.0,885620.0
752,1889051.0,876511.0
753,1896578.0,868733.0
754,1889477.0,889491.0
758,1886720.0,887614.0
759,1883951.0,896165.0
760,1894076.0,882773.0
761,1892608.0,879502.0
762,1897378.0,883223.0
763,1874746.0,888403.0
764,1886720.0,887614.0
765,1908672.0,882579.0
766,1893749.0,871533.0
767,1874968.0,877151.0
769,1902643.0,888699.0
770,1890491.0,885955.0
773,1903803.0,874839.0
774,1891865.0,876750.0
775,1889487.0,877124.0
776,1892608.0,879502.0
777,1892614.0,880936.0
778,1884374.0,894402.0
780,1885464.0,876577.0
781,1878566.0,887858.0
782,1876944.0,873018.0
783,1880793.0,892347.0
784,1892966.0,880459.0
786,1897324.0,888925.0
787,1877764.0,897982.0
788,1911108.0,874900.0
790,1884193.0,878682.0
791,1892578.0,871566.0
792,1894202.0,881178.0
793,1880664.0,875792.0
794,1897374.0,871506.0
796,1876171.0,892325.0
797,1893456.0,883567.0
798,1902130.0,881957.0
799,1892658.0,876907.0
800,1909773.0,866830.0
801,1879971.0,896244.0
803,1887093.0,884443.0
805,1898586.0,891307.0
806,1912940.0,871834.0
807,1893250.0,893447.0
808,1894214.0,889213.0
809,1897763.0,879744.0
810,1887938.0,885661.0
811,1897762.0,879612.0
812,1867030.0,892008.0
814,1897376.0,882778.0
817,1884070.0,890733.0
818,1877141.0,890702.0
819,1885063.0,894650.0
821,1892589.0,874489.0
822,1860920.0,888163.0
823,1894753.0,874701.0
824,1895801.0,870537.0
825,1900929.0,873307.0
828,1897323.0,872053.0
829,1878553.0,892132.0
830,1875202.0,888886.0
831,1891832.0,883930.0
832,1894271.0,883800.0
833,1894219.0,885871.0
834,1866905.0,891511.0
835,1867036.0,893752.0
836,1884394.0,890416.0
838,1891809.0,877779.0
839,1888667.0,884947.0
841,1864832.0,874848.0
842,1885192.0,891738.0
843,1878520.0,874280.0
848,1884801.0,893571.0
849,1889051.0,876511.0
850,1898961.0,869398.0
851,1878533.0,878084.0
852,1902407.0,883534.0
853,1902125.0,870120.0
854,1878570.0,896634.0
855,1894254.0,884356.0
857,1884497.0,900919.0
858,1883256.0,893986.0
859,1897373.0,881959.0
860,1884800.0,893277.0
861,1888297.0,885699.0
862,1883916.0,885471.0
863,1888561.0,883645.0
864,1868253.0,880454.0
865,1891876.0,879527.0
866,1894453.0,885207.0
868,1895799.0,870372.0
869,1891794.0,873590.0
871,1885920.0,890855.0
872,1884319.0,887994.0
873,1900088.0,870474.0
874,1888407.0,885963.0
876,1883350.0,876879.0
878,1886716.0,884444.0
881,1893777.0,876371.0
883,1889051.0,876511.0
884,1889051.0,876511.0
885,1877552.0,875279.0
886,1909437.0,873048.0
887,1894271.0,883800.0
888,1891875.0,879441.0
889,1888664.0,884383.0
890,1897451.0,871506.0
891,1895316.0,872154.0
892,1888238.0,885862.0
893,1893379.0,874106.0
894,1887938.0,885661.0
895,1884052.0,874850.0
896,1892672.0,888000.0
897,1886301.0,891593.0
898,1902710.0,873404.0
899,1892631.0,885175.0
900,1876325.0,889447.0
901,1889051.0,876511.0
902,1903312.0,889148.0
903,1897422.0,879216.0
904,1859433.0,889216.0
905,1887897.0,886025.0
906,1891905.0,887388.0
907,1891866.0,876968.0
908,1888298.0,885890.0
910,1901889.0,871485.0
911,1889051.0,876511.0
912,1895317.0,895204.0
913,1891050.0,886735.0
914,1876442.0,877087.0
915,1887858.0,885232.0
916,1885505.0,886633.0
917,1892055.0,884700.0
918,1878497.0,888448.0
919,1882583.0,892384.0
920,1882583.0,892384.0
921,1887778.0,885966.0
922,1887878.0,885793.0
923,1888664.0,884383.0
924,1895763.0,875434.0
925,1882071.0,879691.0
926,1879874.0,884427.0
927,1903966.0,892617.0
928,1885590.0,892745.0
929,1894325.0,884415.0
931,1890271.0,888402.0
932,1888474.0,885230.0
933,1876442.0,877087.0
934,1888298.0,885862.0
935,1896359.0,877148.0
936,1888237.0,885659.0
937,1892230.0,875694.0
938,1887938.0,885661.0
939,1888297.0,885631.0
940,1888407.0,885963.0
942,1888298.0,885862.0
943,1888298.0,885862.0
944,1887875.0,885026.0
945,1888237.0,885659.0
946,1864529.0,878192.0
947,1891008.0,876217.0
948,1890989.0,871580.0
949,1889486.0,891674.0
950,1892230.0,875694.0
951,1897324.0,866859.0
953,1896653.0,887954.0
954,1884710.0,886005.0
955,1891047.0,885971.0
956,1883350.0,876879.0
957,1881160.0,891302.0
958,1883422.0,885643.0
959,1884805.0,894435.0
960,1902629.0,873140.0
961,1889372.0,893147.0
962,1887147.0,885944.0
963,1889766.0,884433.0
966,1900995.0,867554.0
967,1883627.0,884052.0
968,1892296.0,883632.0
969,1872219.0,883704.0
970,1889051.0,876511.0
971,1897840.0,870386.0
972,1897176.0,884345.0
973,1889051.0,876511.0
974,1889998.0,892293.0
975,1870484.0,872816.0
976,1897384.0,884670.0
980,1891844.0,887168.0
981,1881160.0,891302.0
982,1885111.0,879765.0
983,1897426.0,880234.0
984,1877080.0,871756.0
986,1897391.0,886315.0
988,1889998.0,892293.0
989,1896602.0,877473.0
990,1878563.0,886815.0
991,1881804.0,892387.0
992,1877152.0,891654.0
993,1877838.0,897950.0
994,1893837.0,876296.0
995,1899022.0,871558.0
996,1883224.0,880145.0
997,1903747.0,868287.0
998,1883594.0,885248.0
999,1881390.0,874503.0
1000,1886170.0,889992.0
1001,1886720.0,887614.0
1002,1903747.0,868287.0
1003,1890292.0,880200.0
1004,1895385.0,872528.0
1006,1890226.0,888402.0
1007,1888451.0,875820.0
1008,1885131.0,871672.0
1009,1888234.0,884805.0
1010,1882178.0,882221.0
1011,1878337.0,900856.0
1012,1878560.0,885992.0
1013,1879129.0,888386.0
1014,1888258.0,885964.0
1015,1867030.0,892008.0
1016,1889478.0,874776.0
1017,1880485.0,895098.0
1018,1896095.0,893081.0
1019,1891856.0,874188.0
1020,1904197.0,873172.0
1021,1876427.0,888861.0
1022,1912310.0,870390.0
1023,1867030.0,892008.0
1024,1888407.0,885963.0
1025,1893005.0,876517.0
1026,1899001.0,884764.0
1027,1888297.0,885699.0
1028,1894271.0,883800.0
1029,1907564.0,867102.0
1030,1892272.0,878999.0
1032,1889860.0,874484.0
1033,1876442.0,877087.0
1034,1891870.0,877916.0
1035,1899781.0,883445.0
1036,1905333.0,890988.0
1037,1899800.0,864877.0
1038,1899800.0,864877.0
1039,1862617.0,878839.0
1040,1889051.0,876511.0
1042,1885565.0,886737.0
1043,1889458.0,884792.0
1044,1876442.0,877087.0
1046,1900855.0,870241.0
1047,1900855.0,870241.0
1048,1888687.0,888408.0
1049,1887908.0,885871.0
1050,1889068.0,871605.0
1052,1866905.0,891511.0
1053,1892606.0,878759.0
1054,1880453.0,894376.0
1055,1882119.0,884401.0
1056,1888474.0,885230.0
1057,1891834.0,876269.0
1058,1888485.0,885963.0
1059,1902108.0,876454.0
1060,1891867.0,877237.0
1061,1881868.0,875729.0
1062,1877492.0,875286.0
1063,1881868.0,878412.0
1064,1884394.0,890416.0
1065,1887908.0,885871.0
1066,1891892.0,883969.0
1067,1895856.0,883946.0
1068,1887879.0,885988.0
1069,1877492.0,875286.0
1070,1895854.0,883336.0
1071,1888258.0,885964.0
1072,1889699.0,886018.0
1073,1887897.0,886025.0
1074,1888344.0,885963.0
1075,1891892.0,883969.0
1076,1888298.0,885862.0
1077,1888485.0,885963.0
1078,1895856.0,883946.0
1079,1892674.0,880990.0
1080,1895712.0,866857.0
1082,1878581.0,874691.0
1083,1894325.0,884415.0
1084,1894282.0,886655.0
1085,1895172.0,885937.0
1086,1895942.0,885141.0
1088,1886948.0,887613.0
1089,1892633.0,885810.0
1090,1887430.0,882064.0
1091,1879176.0,894038.0
1092,1881876.0,883628.0
1093,1911035.0,875522.0
1094,1870573.0,877905.0
1095,1893540.0,884358.0
1096,1913177.0,869898.0
1097,1878332.0,890862.0
1098,1884801.0,893528.0
1099,1897778.0,870815.0
1100,1901858.0,876771.0
1101,1889051.0,876511.0
1102,1889051.0,876511.0
1103,1889051.0,876511.0
1104,1898149.0,877717.0
1105,1873546.0,890114.0
1106,1896602.0,877473.0
1108,1909738.0,881704.0
1109,1895712.0,866857.0
1110,1884685.0,877101.0
1111,1908930.0,883532.0
1112,1877435.0,898356.0
1113,1897303.0,869457.0
1114,1897152.0,870329.0
1116,1898123.0,864642.0
1117,1900957.0,871550.0
1118,1894066.0,882773.0
1119,1887324.0,882064.0
1120,1885000.0,889539.0
1121,1889405.0,871780.0
1122,1885571.0,888081.0
1124,1884631.0,895729.0
1126,1891875.0,879441.0
1127,1895856.0,883946.0
1129,1901196.0,863187.0
1130,1913433.0,868849.0
1131,1902150.0,870701.0
1132,1878512.0,871779.0
1133,1908529.0,871488.0
1134,1890176.0,883639.0
1135,1877552.0,875279.0
1136,1895856.0,883946.0
1137,1877552.0,875279.0
1138,1892617.0,881581.0
1139,1889491.0,885381.0
1140,1896903.0,884346.0
1141,1884801.0,893528.0
1142,1887938.0,885661.0
1143,1892965.0,873055.0
1146,1894961.0,872615.0
1147,1891448.0,874478.0
1149,1884722.0,888958.0
1151,1888237.0,885659.0
1152,1888297.0,885699.0
1153,1891008.0,876217.0
1154,1900814.0,870776.0
1155,1890265.0,886808.0
1156,1882192.0,878441.0
1157,1894592.0,871549.0
1158,1878507.0,893874.0
1159,1887176.0,886028.0
1160,1856224.0,889238.0
1161,1913433.0,868849.0
1165,1897901.0,890075.0
1168,1911434.0,874453.0
1169,1893409.0,881571.0
1171,1892670.0,891448.0
1172,1878504.0,893468.0
1175,1895802.0,885499.0
1176,1879201.0,893122.0
1177,1899511.0,884151.0
1178,1900991.0,863290.0
1179,1897758.0,878578.0
1182,1895856.0,883946.0
1183,1898125.0,887569.0
1188,1896243.0,880852.0
1189,1886356.0,893534.0
1190,1888235.0,885137.0
1191,1860166.0,890608.0
1192,1894271.0,883800.0
1193,1892629.0,884705.0
1194,1879236.0,882503.0
1195,1898593.0,874022.0
1197,1899306.0,863617.0
1199,1888670.0,885770.0
1200,1884619.0,889207.0
1203,1880803.0,892789.0
1207,1877207.0,900590.0
1208,1893411.0,882267.0
1209,1845414.0,871877.0
1210,1879891.0,895080.0
1212,1866905.0,891511.0
1213,1889507.0,889977.0
1214,1898368.0,882817.0
1215,1893240.0,881220.0
1216,1866839.0,880823.0
1217,1908489.0,871495.0
1218,1892617.0,881581.0
1219,1889479.0,888405.0
1220,1888225.0,887526.0
1221,1912931.0,874096.0
1222,1878337.0,900856.0
1223,1876126.0,895277.0
1224,1899513.0,871496.0
1225,1893379.0,874106.0
1226,1894714.0,873714.0
1227,1891781.0,885217.0
1228,1894264.0,881757.0
1229,1893592.0,884418.0
1230,1896745.0,882763.0
1232,1889051.0,876511.0
1233,1892617.0,881581.0
1234,1884771.0,886108.0
1235,1893285.0,884419.0
1236,1878580.0,897671.0
1237,1901858.0,876771.0
