,X-COORDINATE,Y_COORDINATE
4545,1888298.0,885767.0
4546,1889051.0,876511.0
4547,1888668.0,885318.0
4548,1889458.0,884792.0
4549,1893012.0,887182.0
4550,1905079.0,867109.0
4551,1892602.0,877889.0
4552,1900867.0,863518.0
4553,1902925.0,871680.0
4554,1898999.0,876770.0
4555,1908501.0,869155.0
4556,1894271.0,883800.0
4559,1878337.0,900856.0
4560,1892578.0,871566.0
4561,1895859.0,884636.0
4562,1899131.0,871528.0
4563,1895250.0,884352.0
4564,1895074.0,886325.0
4565,1887842.0,877503.0
4566,1897387.0,885548.0
4571,1874826.0,881034.0
4572,1883245.0,874512.0
4573,1883596.0,882077.0
4574,1894264.0,881757.0
4575,1889472.0,883642.0
4576,1884190.0,888426.0
4578,1880606.0,888380.0
4579,1878332.0,890862.0
4580,1894271.0,883800.0
4581,1884719.0,888034.0
4582,1890294.0,880644.0
4583,1900467.0,866633.0
4584,1895830.0,877207.0
4585,1868935.0,873620.0
4586,1910144.0,872926.0
4587,1891008.0,876217.0
4588,1905397.0,871097.0
4589,1897131.0,884405.0
4590,1887084.0,885181.0
4592,1881932.0,882484.0
4593,1894271.0,883800.0
4594,1878504.0,893468.0
4595,1889095.0,885567.0
4596,1867757.0,891698.0
4597,1867030.0,892008.0
4598,1890257.0,886593.0
4599,1885901.0,888419.0
4600,1867030.0,892008.0
4601,1867030.0,892008.0
4602,1899108.0,884337.0
4603,1885064.0,894650.0
4604,1893231.0,874470.0
4605,1888519.0,885170.0
4606,1891078.0,878745.0
4607,1878503.0,889859.0
4608,1883702.0,874570.0
4609,1882236.0,897647.0
4610,1894609.0,887523.0
4611,1885698.0,876970.0
4612,1888561.0,883645.0
4613,1888297.0,885699.0
4614,1888238.0,885862.0
4615,1887938.0,885839.0
4616,1889458.0,884792.0
4617,1894215.0,884775.0
4618,1890463.0,882846.0
4619,1876525.0,894774.0
4620,1891848.0,871909.0
4621,1887084.0,885181.0
4623,1904128.0,868602.0
4624,1888407.0,885963.0
4625,1888298.0,885862.0
4626,1889051.0,876511.0
4627,1889851.0,885958.0
4628,1889051.0,876511.0
4629,1895784.0,880828.0
4630,1895845.0,880890.0
4631,1878548.0,882576.0
4632,1893540.0,884358.0
4633,1888298.0,885767.0
4634,1888904.0,885168.0
4635,1902089.0,871110.0
4636,1889051.0,876511.0
4637,1892673.0,880637.0
4639,1887778.0,885966.0
4640,1885901.0,888419.0
4641,1894206.0,882398.0
4642,1898760.0,881171.0
4643,1892587.0,873822.0
4644,1888485.0,885963.0
4645,1900789.0,870336.0
4646,1888872.0,885598.0
4647,1888267.0,865696.0
4648,1889068.0,871605.0
4649,1869378.0,883195.0
4650,1887938.0,885661.0
4651,1876542.0,902314.0
4653,1894840.0,890813.0
4654,1894743.0,879968.0
4655,1892633.0,885810.0
4656,1891798.0,886802.0
4657,1898238.0,884830.0
4658,1888723.0,883912.0
4659,1879004.0,893843.0
4660,1888407.0,885963.0
4661,1882120.0,884799.0
4662,1881761.0,889060.0
4663,1890232.0,880134.0
4664,1905403.0,868704.0
4665,1885590.0,892623.0
4666,1900724.0,881224.0
4667,1889116.0,881265.0
4668,1894271.0,883800.0
4669,1892647.0,874055.0
4670,1882384.0,890969.0
4671,1888238.0,885862.0
4672,1890683.0,876590.0
4673,1901954.0,865984.0
4674,1891830.0,883321.0
4675,1888248.0,886894.0
4676,1877552.0,875279.0
4677,1877492.0,875286.0
4678,1892583.0,872833.0
4679,1893487.0,887527.0
4680,1901196.0,863187.0
4681,1888907.0,885961.0
4682,1888907.0,885961.0
4683,1878392.0,890802.0
4684,1894279.0,885871.0
4685,1888519.0,885170.0
4686,1888297.0,885699.0
4687,1888298.0,885903.0
4688,1889459.0,880470.0
4689,1907134.0,878063.0
4690,1867030.0,892008.0
4691,1891460.0,878444.0
4692,1889471.0,888013.0
4693,1895771.0,877437.0
4694,1877522.0,893270.0
4695,1902141.0,884332.0
4696,1904842.0,880702.0
4697,1888232.0,884472.0
4698,1898958.0,871499.0
4700,1888872.0,885598.0
4701,1878580.0,897650.0
4702,1895861.0,886726.0
4703,1884684.0,872260.0
4704,1889463.0,884434.0
4705,1888422.0,885963.0
4706,1888238.0,885930.0
4707,1888298.0,885903.0
4708,1878157.0,893266.0
4709,1888298.0,885767.0
4710,1888298.0,885903.0
4711,1888422.0,885963.0
4712,1887496.0,883589.0
4713,1877617.0,874421.0
4714,1891821.0,880997.0
4715,1879237.0,882656.0
4716,1911553.0,879711.0
4717,1891844.0,887028.0
4719,1884800.0,893262.0
4720,1870311.0,877090.0
4721,1901386.0,870710.0
4722,1888831.0,885962.0
4723,1886233.0,874741.0
4724,1854164.0,878939.0
4725,1897344.0,866983.0
4726,1910122.0,876032.0
4727,1878606.0,882023.0
4728,1880223.0,871757.0
4730,1901386.0,871488.0
4732,1878643.0,892533.0
4733,1894241.0,880394.0
4734,1895791.0,882518.0
4735,1889433.0,878648.0
4738,1886716.0,884444.0
4739,1890249.0,884377.0
4740,1885634.0,884448.0
4741,1890254.0,885738.0
4742,1892648.0,874217.0
4743,1893572.0,889276.0
4744,1888238.0,885862.0
4745,1895074.0,886325.0
4746,1878037.0,900420.0
4747,1886886.0,888355.0
4748,1900081.0,885185.0
4749,1878019.0,886003.0
4750,1877207.0,900721.0
4752,1883438.0,874511.0
4753,1888561.0,883645.0
4754,1881930.0,885254.0
4755,1897418.0,866858.0
4756,1905543.0,880729.0
4757,1867238.0,883419.0
4758,1881400.0,884404.0
4759,1873478.0,888407.0
4760,1896979.0,884405.0
4761,1898122.0,871169.0
4762,1898122.0,871169.0
4763,1898978.0,889784.0
4764,1900209.0,887500.0
4765,1895856.0,883946.0
4766,1878643.0,897995.0
4767,1892949.0,886797.0
4768,1897342.0,874468.0
4769,1888297.0,885699.0
4770,1887938.0,885661.0
4771,1888519.0,885170.0
4772,1879031.0,893191.0
4773,1890585.0,882786.0
4774,1884256.0,882869.0
4775,1888297.0,885699.0
4776,1882583.0,892384.0
4777,1881235.0,878453.0
4778,1881215.0,881025.0
4779,1884684.0,872260.0
4780,1867030.0,892008.0
4781,1866905.0,891511.0
4782,1884684.0,872260.0
4783,1889413.0,873636.0
4784,1901695.0,872470.0
4785,1892673.0,880720.0
4786,1884664.0,874638.0
4787,1889433.0,878648.0
4788,1895799.0,884673.0
4789,1890463.0,882846.0
4791,1889433.0,878648.0
4792,1884340.0,891775.0
4793,1891418.0,895530.0
4794,1897966.0,872434.0
4796,1896601.0,887009.0
4797,1897426.0,885136.0
4798,1894076.0,882773.0
4799,1889433.0,878648.0
4800,1889456.0,884364.0
4801,1876417.0,892947.0
4802,1890254.0,885738.0
4803,1876257.0,895063.0
4804,1892621.0,875094.0
4805,1882475.0,897901.0
4807,1897812.0,884796.0
4808,1884190.0,888426.0
4809,1892949.0,886797.0
4810,1903244.0,877451.0
4811,1884801.0,893542.0
4813,1889051.0,876511.0
4814,1882355.0,891256.0
4815,1889051.0,876511.0
4816,1905255.0,866582.0
4817,1878564.0,887220.0
4818,1900803.0,870475.0
4819,1884802.0,893763.0
4820,1888237.0,887060.0
4821,1891801.0,875477.0
4822,1890257.0,889184.0
4823,1876053.0,883661.0
4824,1877552.0,875279.0
4825,1904928.0,873170.0
4826,1894267.0,882672.0
4827,1894529.0,885207.0
4828,1878551.0,883398.0
4829,1891078.0,878747.0
4830,1902126.0,870438.0
4831,1888353.0,885170.0
4832,1877117.0,899795.0
4833,1886204.0,888358.0
4834,1886204.0,888358.0
4835,1893391.0,877114.0
4836,1890995.0,872962.0
4837,1898238.0,865338.0
4839,1898601.0,880439.0
4840,1888297.0,885699.0
4841,1894551.0,882831.0
4842,1887778.0,885966.0
4843,1898124.0,871523.0
4844,1883803.0,882077.0
4845,1890632.0,882845.0
4846,1890463.0,882846.0
4847,1877389.0,893261.0
4848,1892608.0,879502.0
4849,1887944.0,887145.0
4850,1884703.0,876839.0
4851,1893540.0,884358.0
4852,1891844.0,887168.0
4853,1901954.0,865984.0
4854,1878506.0,893837.0
4855,1889051.0,876511.0
4857,1888238.0,885862.0
4858,1887778.0,885966.0
4859,1889838.0,884372.0
4860,1877552.0,875279.0
4861,1899831.0,871555.0
4864,1887919.0,881018.0
4865,1889407.0,872406.0
4868,1896446.0,891560.0
4869,1903786.0,873113.0
4870,1885588.0,892365.0
4871,1892623.0,883197.0
4872,1891364.0,891944.0
4876,1894271.0,883800.0
4877,1892196.0,885949.0
4878,1895817.0,871513.0
4879,1889433.0,878648.0
4881,1903945.0,872233.0
4883,1867030.0,892008.0
4884,1895242.0,888010.0
4885,1884631.0,895732.0
4886,1890302.0,882675.0
4887,1885341.0,894355.0
4888,1891105.0,885480.0
4889,1884737.0,877813.0
4890,1887148.0,886356.0
4891,1887938.0,885661.0
4892,1890632.0,882845.0
4893,1888238.0,885862.0
4895,1879004.0,893854.0
4896,1890193.0,889124.0
4897,1879009.0,882994.0
4898,1894245.0,876588.0
4899,1882020.0,875729.0
4900,1889051.0,876511.0
4901,1882656.0,877047.0
4902,1888297.0,885699.0
4903,1867036.0,893752.0
4904,1888904.0,885168.0
4905,1888668.0,885318.0
4906,1888297.0,885699.0
4908,1896653.0,887954.0
4909,1884697.0,882723.0
4910,1886723.0,891574.0
4911,1898616.0,883548.0
4912,1894221.0,886426.0
4913,1880065.0,893891.0
4914,1891010.0,882784.0
4915,1900958.0,884695.0
4916,1866552.0,897580.0
4917,1884684.0,872260.0
4918,1884684.0,872260.0
4919,1895058.0,882235.0
4920,1878572.0,896823.0
4921,1879004.0,893854.0
4922,1898913.0,888661.0
4923,1889051.0,876511.0
4924,1894222.0,886640.0
4926,1877009.0,901260.0
4927,1878569.0,889281.0
4928,1906909.0,872702.0
4929,1894271.0,883800.0
4930,1902831.0,868499.0
4931,1879053.0,894039.0
4932,1906205.0,866130.0
4933,1900563.0,871253.0
4934,1888384.0,886755.0
4935,1899353.0,886713.0
4936,1888561.0,883645.0
4937,1893485.0,875721.0
4938,1889051.0,876511.0
4939,1887909.0,878507.0
4940,1902124.0,869942.0
4941,1902089.0,871344.0
4942,1894271.0,883800.0
4943,1890463.0,882846.0
4944,1898500.0,886359.0
4945,1895254.0,890810.0
4946,1889469.0,872743.0
4947,1889433.0,878648.0
4948,1908589.0,880716.0
4949,1892643.0,872846.0
4950,1890463.0,882846.0
4951,1884736.0,877704.0
4952,1884664.0,874638.0
4953,1890232.0,880134.0
4954,1888065.0,886025.0
4955,1864476.0,872230.0
4956,1878569.0,896605.0
4957,1878576.0,897263.0
4958,1898185.0,886369.0
4959,1881568.0,884831.0
4961,1886300.0,876489.0
4962,1901726.0,866816.0
4963,1904406.0,877447.0
4971,1893371.0,872053.0
4972,1891876.0,879527.0
4973,1878536.0,888418.0
4974,1900548.0,878857.0
4975,1884664.0,874638.0
4979,1889681.0,884433.0
4980,1892264.0,876970.0
4981,1894230.0,872303.0
4982,1893390.0,876736.0
4983,1874850.0,873750.0
4985,1891105.0,885480.0
4987,1889051.0,876511.0
4988,1887944.0,887145.0
4989,1887944.0,887145.0
4990,1888685.0,885229.0
4991,1900166.0,871553.0
4992,1900166.0,871553.0
4994,1888723.0,883912.0
4995,1888485.0,885963.0
4996,1882507.0,883625.0
4997,1894271.0,883800.0
4998,1866795.0,900107.0
4999,1892589.0,874489.0
5000,1887867.0,882996.0
5001,1878838.0,903567.0
5002,1878609.0,882725.0
5003,1885580.0,890269.0
5004,1891797.0,874487.0
5005,1891844.0,887013.0
5006,1892612.0,880411.0
5007,1880664.0,875792.0
5008,1885934.0,889201.0
5009,1905397.0,871097.0
5010,1895014.0,886326.0
5012,1902113.0,877724.0
5013,1899155.0,888832.0
5014,1894840.0,890813.0
5015,1898225.0,881622.0
5017,1895856.0,883946.0
5018,1888298.0,885903.0
5019,1888237.0,887060.0
5020,1894271.0,883800.0
5021,1889051.0,876511.0
5022,1895854.0,883336.0
5023,1869387.0,878099.0
5024,1890007.0,894725.0
5026,1876037.0,888458.0
5028,1898969.0,884358.0
5029,1889051.0,876511.0
5030,1891900.0,885956.0
5033,1895127.0,880451.0
5034,1893420.0,884365.0
5035,1891844.0,887168.0
5036,1896644.0,884347.0
5037,1888235.0,885137.0
5038,1890585.0,882786.0
5039,1893428.0,886362.0
5040,1884951.0,879736.0
5041,1889051.0,876511.0
5042,1886300.0,876489.0
5043,1893540.0,884358.0
5044,1889433.0,878648.0
5045,1892949.0,886797.0
5046,1913433.0,868849.0
5047,1866236.0,882429.0
5048,1892638.0,887080.0
5049,1888298.0,885767.0
5050,1889051.0,876511.0
5051,1889766.0,884433.0
5052,1889051.0,876511.0
5053,1887478.0,885174.0
5054,1888238.0,885862.0
5055,1889468.0,887177.0
5056,1890463.0,882846.0
5057,1887858.0,885232.0
5058,1902113.0,877724.0
5059,1890095.0,889916.0
5060,1886300.0,876489.0
5061,1890257.0,886602.0
5062,1888238.0,885862.0
5063,1859433.0,889216.0
5064,1877617.0,893776.0
5065,1895856.0,883946.0
5066,1876912.0,890844.0
5067,1902148.0,885916.0
5072,1878609.0,882808.0
5074,1889477.0,889491.0
5076,1890409.0,884370.0
5077,1890409.0,884370.0
5078,1888297.0,885699.0
5079,1888237.0,887060.0
5080,1888238.0,885862.0
5081,1888297.0,885699.0
5082,1884664.0,874638.0
5084,1887867.0,882996.0
5085,1889051.0,876511.0
5086,1887884.0,887183.0
5087,1900528.0,877420.0
5088,1882522.0,877077.0
5089,1895214.0,888407.0
5091,1856083.0,890340.0
5092,1914110.0,869448.0
5093,1887860.0,881216.0
5094,1889051.0,876511.0
5095,1891405.0,888398.0
5096,1887897.0,886025.0
5097,1888416.0,896781.0
5098,1897283.0,866828.0
5099,1895521.0,885203.0
5100,1878560.0,877175.0
5101,1893849.0,884357.0
5102,1893372.0,872227.0
5103,1882864.0,896982.0
5104,1890337.0,891528.0
5105,1892600.0,877427.0
5106,1887938.0,885661.0
5107,1899025.0,883233.0
5110,1885901.0,882009.0
5111,1888237.0,885659.0
5112,1900549.0,882375.0
5113,1884631.0,888424.0
5114,1883790.0,904339.0
5115,1890223.0,884371.0
5116,1890223.0,884371.0
5117,1888322.0,874052.0
5119,1897387.0,885548.0
5120,1889145.0,888347.0
5121,1884799.0,892896.0
5122,1893120.0,886005.0
5123,1891105.0,885480.0
5124,1883596.0,882077.0
5126,1896449.0,892275.0
5127,1889898.0,884372.0
5129,1891836.0,885077.0
5130,1892405.0,889082.0
5131,1860232.0,875724.0
5132,1892620.0,882349.0
5133,1878517.0,873454.0
5135,1866905.0,891511.0
5136,1901412.0,888220.0
5137,1891876.0,879527.0
5138,1889051.0,876511.0
5139,1896197.0,869267.0
5140,1894206.0,882326.0
5141,1887944.0,887145.0
5142,1888297.0,885699.0
5143,1889360.0,885226.0
5144,1878545.0,881665.0
5145,1888238.0,885862.0
5146,1884664.0,874638.0
5147,1884664.0,874638.0
5148,1896349.0,885992.0
5149,1854740.0,881854.0
5150,1898135.0,892724.0
5151,1891887.0,882684.0
5152,1885019.0,900283.0
5153,1876421.0,897246.0
5154,1884736.0,877704.0
5155,1888238.0,885930.0
5156,1888238.0,885862.0
5157,1893540.0,884358.0
5158,1878444.0,895481.0
5159,1888485.0,885963.0
5160,1899897.0,873607.0
5161,1902054.0,886702.0
5162,1888236.0,885319.0
5163,1878444.0,895481.0
5164,1900883.0,863411.0
5165,1876406.0,894165.0
5166,1865123.0,896564.0
5167,1894206.0,882322.0
5168,1888248.0,886894.0
5169,1890223.0,884371.0
5170,1900799.0,863505.0
5171,1894462.0,875498.0
5172,1887463.0,886027.0
5173,1888298.0,885835.0
5174,1895489.0,887579.0
5175,1911085.0,872113.0
5176,1881803.0,893980.0
5177,1900883.0,863411.0
5178,1891905.0,887388.0
5179,1891905.0,887388.0
5180,1891418.0,895530.0
5181,1892617.0,881581.0
5182,1892617.0,881581.0
5183,1876695.0,894810.0
5184,1896594.0,885145.0
5185,1851693.0,890800.0
5186,1887778.0,885966.0
5187,1876406.0,894165.0
5188,1876695.0,894810.0
5189,1899833.0,886231.0
5190,1897359.0,878619.0
5191,1894221.0,886533.0
5192,1899147.0,871558.0
5195,1891905.0,887388.0
5196,1889525.0,886347.0
5197,1891875.0,879441.0
5198,1887941.0,886505.0
5199,1895032.0,880392.0
5200,1884190.0,888426.0
5201,1884799.0,892925.0
5203,1911381.0,872905.0
5204,1898188.0,887106.0
5205,1887087.0,885975.0
5206,1898981.0,887217.0
5207,1899024.0,883143.0
5208,1885084.0,889937.0
5209,1884794.0,891758.0
5210,1897370.0,881182.0
5211,1893671.0,887526.0
5212,1878568.0,896488.0
5213,1900906.0,870011.0
5214,1897188.0,889667.0
5215,1893540.0,884358.0
5216,1891904.0,887160.0
5217,1892624.0,883561.0
5218,1887835.0,877384.0
5219,1882519.0,875920.0
5220,1878546.0,891157.0
5221,1898929.0,874465.0
5223,1888485.0,885963.0
5224,1901695.0,872470.0
5225,1889406.0,872103.0
5226,1894281.0,886597.0
5227,1887778.0,885966.0
5228,1887778.0,885966.0
5229,1893007.0,877124.0
5230,1889458.0,884792.0
5231,1888298.0,885862.0
5232,1887879.0,885988.0
5234,1895818.0,871573.0
5241,1884737.0,888424.0
5242,1887858.0,885232.0
5243,1891830.0,883321.0
5245,1856866.0,882193.0
5246,1894264.0,881681.0
5248,1889458.0,884792.0
5249,1898930.0,874712.0
5250,1889273.0,892356.0
5251,1898969.0,884358.0
5252,1900803.0,870475.0
5253,1883480.0,873059.0
5254,1891904.0,887160.0
5255,1888238.0,885862.0
5256,1877942.0,892585.0
5257,1899058.0,864983.0
5258,1902384.0,865065.0
5259,1913341.0,870764.0
5260,1912228.0,873109.0
5261,1889460.0,885172.0
5263,1889469.0,882850.0
5264,1894271.0,883800.0
5265,1902140.0,884120.0
5266,1878003.0,898009.0
5267,1890651.0,878575.0
5268,1895856.0,883946.0
5269,1884802.0,893793.0
5270,1878406.0,890127.0
5272,1890300.0,882223.0
5273,1892594.0,875747.0
5274,1880403.0,885200.0
5275,1890748.0,890361.0
5276,1896602.0,877473.0
5277,1878573.0,872043.0
5278,1888519.0,885170.0
5279,1882663.0,874545.0
5280,1894316.0,881979.0
5281,1897284.0,893102.0
5282,1888699.0,885384.0
5284,1896321.0,893991.0
5285,1914113.0,869503.0
5286,1867036.0,893752.0
5287,1889469.0,882850.0
5288,1892670.0,887560.0
5289,1905397.0,871097.0
5290,1892686.0,883988.0
5291,1892686.0,883988.0
5292,1867030.0,892008.0
5293,1899825.0,884208.0
5294,1879129.0,888386.0
5295,1895947.0,870626.0
5296,1882355.0,891333.0
5299,1895351.0,884352.0
5300,1888727.0,884932.0
5301,1876442.0,877087.0
5302,1895854.0,883336.0
5303,1888239.0,886216.0
5304,1888298.0,885862.0
5305,1893540.0,884358.0
5307,1900122.0,871553.0
5308,1888267.0,865698.0
5309,1901960.0,862699.0
5311,1892586.0,873556.0
5312,1884801.0,893498.0
5313,1905321.0,874423.0
5315,1902984.0,879824.0
5316,1888297.0,885699.0
5317,1892694.0,887530.0
5318,1891904.0,887160.0
5319,1884781.0,888717.0
5320,1890632.0,882845.0
5321,1894222.0,886640.0
5322,1911590.0,874483.0
5323,1878573.0,881030.0
5324,1888723.0,883912.0
5325,1890585.0,882786.0
5326,1888561.0,883645.0
5327,1897374.0,871506.0
5328,1895854.0,883336.0
5329,1888238.0,885862.0
5330,1882084.0,884461.0
5331,1887938.0,885661.0
5332,1888237.0,885659.0
5333,1888699.0,885384.0
5334,1888672.0,886289.0
5335,1879782.0,885881.0
5336,1891047.0,885971.0
5337,1888258.0,885964.0
5338,1887938.0,885661.0
5339,1887938.0,885661.0
5340,1888298.0,885862.0
5341,1888238.0,885862.0
5342,1888237.0,885659.0
5343,1887659.0,885966.0
5344,1888298.0,885835.0
5345,1888235.0,885137.0
5346,1887084.0,885181.0
5348,1888672.0,886153.0
5349,1882184.0,890008.0
5350,1895048.0,884353.0
5351,1878151.0,890863.0
5352,1891845.0,887322.0
5353,1884622.0,880214.0
5354,1884670.0,876085.0
5356,1884569.0,892346.0
5357,1898084.0,867426.0
5358,1883224.0,880160.0
5359,1897740.0,889663.0
5360,1877643.0,898349.0
5361,1913509.0,870464.0
5362,1880878.0,882821.0
5363,1859433.0,889216.0
5364,1874603.0,882421.0
5365,1888671.0,885980.0
5366,1878609.0,882803.0
5367,1895006.0,884359.0
5369,1888579.0,885963.0
5370,1889051.0,876511.0
5371,1888298.0,885862.0
5372,1889051.0,876511.0
5373,1889051.0,876511.0
5374,1878882.0,879210.0
5375,1882829.0,891984.0
5376,1889051.0,876511.0
5378,1878516.0,873071.0
5379,1891831.0,875695.0
5380,1878566.0,887858.0
5381,1891035.0,882975.0
5382,1908589.0,880716.0
5383,1902123.0,880319.0
5385,1891797.0,874487.0
5386,1888668.0,883645.0
5387,1895051.0,885145.0
5388,1885547.0,892371.0
5389,1899355.0,880388.0
5393,1877552.0,875279.0
5394,1890300.0,882214.0
5395,1891905.0,887388.0
5396,1892949.0,886797.0
5398,1893999.0,872789.0
5399,1889051.0,876511.0
5400,1889051.0,876511.0
5401,1889051.0,876511.0
5402,1895856.0,883946.0
5403,1902138.0,883801.0
5404,1887673.0,886026.0
5405,1889453.0,883588.0
5406,1889051.0,876511.0
5407,1898185.0,886376.0
5408,1855908.0,889528.0
5409,1893540.0,884358.0
5410,1890965.0,882844.0
5411,1901196.0,863187.0
5412,1892901.0,880399.0
5415,1881475.0,875295.0
5422,1889056.0,874692.0
5423,1889051.0,876511.0
5424,1859463.0,889276.0
5425,1878552.0,883723.0
5426,1890364.0,877494.0
5427,1889051.0,876511.0
5429,1895801.0,885050.0
5431,1869330.0,880448.0
5432,1880413.0,904922.0
5433,1887778.0,885966.0
5434,1879456.0,885638.0
5435,1896514.0,868308.0
5436,1882591.0,893928.0
5437,1895344.0,874461.0
5438,1893972.0,888413.0
5439,1867030.0,892008.0
5440,1880812.0,880842.0
5441,1878591.0,877448.0
5443,1892611.0,880232.0
5444,1891875.0,879441.0
5445,1906162.0,876617.0
5446,1890105.0,891560.0
5447,1895693.0,885202.0
5448,1889542.0,890564.0
5449,1893007.0,877219.0
5450,1885977.0,877732.0
5451,1895817.0,871513.0
5452,1885367.0,888421.0
5453,1904601.0,875490.0
5455,1902050.0,874432.0
5456,1894221.0,886362.0
5457,1894271.0,883800.0
5458,1884914.0,889206.0
5459,1896136.0,871512.0
5460,1897293.0,868201.0
5461,1879308.0,884411.0
5462,1912526.0,877647.0
5463,1888671.0,885980.0
5464,1887937.0,885523.0
5465,1887778.0,885966.0
5466,1888297.0,885550.0
5467,1888297.0,885550.0
5468,1891071.0,876990.0
5469,1885901.0,882009.0
5470,1891056.0,873332.0
5471,1891030.0,891122.0
5472,1887701.0,889134.0
5473,1887778.0,885966.0
5474,1894271.0,883800.0
5475,1913761.0,870012.0
5476,1885574.0,888744.0
5477,1888027.0,885965.0
5478,1891056.0,873332.0
5479,1889051.0,876511.0
5480,1888104.0,885964.0
5482,1888535.0,886023.0
5483,1888298.0,885903.0
5484,1899768.0,884912.0
5485,1885968.0,889993.0
5486,1884718.0,886371.0
5487,1895793.0,883088.0
5488,1891695.0,892323.0
5490,1882531.0,881022.0
5491,1891848.0,871909.0
5492,1884718.0,887884.0
5493,1885452.0,890787.0
5494,1895484.0,885203.0
5495,1891418.0,895530.0
5496,1878564.0,887220.0
5497,1902501.0,865124.0
5498,1884718.0,887884.0
5499,1892617.0,881581.0
5500,1878564.0,887220.0
5501,1890934.0,881199.0
5502,1878515.0,872910.0
5503,1888500.0,885963.0
5504,1890934.0,881199.0
5505,1879924.0,881352.0
5506,1891695.0,892323.0
5507,1896229.0,883557.0
5508,1901834.0,866421.0
5509,1901821.0,863203.0
5510,1900883.0,863411.0
5511,1891844.0,887168.0
5512,1882165.0,876022.0
5513,1888561.0,883645.0
5514,1884570.0,893108.0
5515,1888297.0,885699.0
5516,1888474.0,885230.0
5517,1888485.0,885963.0
5518,1887478.0,885234.0
5519,1886886.0,888355.0
5520,1863635.0,874208.0
5521,1889433.0,878648.0
5522,1892617.0,881581.0
5523,1900883.0,863411.0
5524,1892949.0,886797.0
5525,1895856.0,883946.0
5526,1900883.0,863411.0
5527,1901196.0,863187.0
5528,1888267.0,865698.0
5529,1893028.0,880398.0
5530,1901778.0,865459.0
5531,1889138.0,886752.0
5532,1886766.0,889575.0
5533,1901954.0,865984.0
5534,1863635.0,874208.0
5535,1884782.0,888792.0
5536,1900778.0,877129.0
5537,1885222.0,894153.0
5538,1887878.0,885890.0
5539,1895243.0,888247.0
5541,1877121.0,888394.0
5542,1899131.0,871528.0
5547,1896890.0,867294.0
5550,1893431.0,871962.0
5551,1892689.0,884877.0
5552,1900563.0,871253.0
5553,1884710.0,886005.0
5554,1879874.0,884427.0
5555,1900223.0,875534.0
5556,1892433.0,877457.0
5557,1889051.0,876511.0
5558,1891828.0,882799.0
5559,1889051.0,876511.0
5560,1889051.0,876511.0
5561,1879721.0,885525.0
5562,1914002.0,869581.0
5563,1902100.0,874446.0
5564,1896649.0,883818.0
5565,1902179.0,884326.0
5566,1884689.0,880840.0
5567,1889546.0,891556.0
5568,1892615.0,881195.0
5569,1895792.0,882782.0
5570,1891822.0,881202.0
5571,1884190.0,888426.0
5572,1881165.0,875681.0
5573,1895203.0,885997.0
5574,1891165.0,887596.0
5575,1888685.0,885229.0
5576,1886886.0,888355.0
5578,1893431.0,871962.0
5579,1896954.0,874454.0
5580,1889051.0,876511.0
5581,1889458.0,884792.0
5582,1888238.0,885930.0
5583,1854715.0,876236.0
5584,1901611.0,867173.0
5585,1891875.0,879441.0
5590,1898993.0,882785.0
5591,1854743.0,875826.0
5592,1883934.0,888427.0
5593,1891834.0,884387.0
5598,1859265.0,889247.0
5599,1867950.0,880821.0
5600,1894271.0,883800.0
5602,1905039.0,871571.0
5604,1889404.0,871599.0
5605,1879223.0,881423.0
5606,1873478.0,888407.0
5607,1889550.0,892683.0
5608,1876888.0,890210.0
5609,1889550.0,892683.0
5611,1899831.0,885652.0
5612,1863635.0,874208.0
5614,1884801.0,893528.0
5615,1897319.0,871481.0
5616,1893692.0,873171.0
5617,1899385.0,871979.0
5619,1888561.0,883645.0
5620,1891030.0,881769.0
5621,1905397.0,871097.0
5622,1887084.0,885181.0
5623,1887084.0,885181.0
5625,1897319.0,871514.0
5627,1876888.0,890210.0
5628,1882370.0,894484.0
5629,1897745.0,894715.0
5630,1892686.0,883988.0
5631,1884952.0,881220.0
5632,1897257.0,880444.0
5633,1867030.0,892008.0
5634,1889363.0,885960.0
5635,1892965.0,872931.0
5636,1891047.0,885971.0
5637,1888722.0,891140.0
5638,1881256.0,884344.0
5639,1899998.0,880435.0
5640,1898409.0,886716.0
5641,1880134.0,881421.0
5642,1901418.0,885767.0
5643,1891050.0,886735.0
5644,1900883.0,863411.0
5645,1888754.0,891711.0
5646,1890176.0,883639.0
5647,1889433.0,878648.0
5648,1891854.0,873625.0
5649,1897319.0,871514.0
5650,1895856.0,883946.0
5651,1878566.0,887858.0
5652,1886313.0,890396.0
5653,1892204.0,876892.0
5654,1892590.0,874746.0
5655,1892578.0,871566.0
5656,1890463.0,882846.0
5658,1892031.0,875724.0
5660,1892795.0,878477.0
5661,1902165.0,880367.0
5662,1897328.0,889794.0
5663,1881215.0,881025.0
5664,1902124.0,869854.0
5665,1880442.0,881237.0
5666,1900060.0,870474.0
5667,1878548.0,882576.0
5668,1881226.0,875996.0
5669,1895856.0,883946.0
5670,1884952.0,881220.0
5671,1897435.0,888840.0
5672,1889474.0,888558.0
5673,1888237.0,885591.0
5674,1889430.0,876185.0
5675,1900699.0,863601.0
5676,1878494.0,892159.0
5677,1884782.0,888792.0
5678,1888723.0,885599.0
5679,1876993.0,898623.0
5680,1896955.0,867943.0
5681,1888671.0,885980.0
