,x_coordinate,y_coordinate
0,1896468.0,885169.0
1,1890223.0,884371.0
2,1885805.0,884387.0
3,1889051.0,876511.0
4,1878138.0,871816.0
5,1890632.0,882845.0
6,1894181.0,875456.0
7,1890687.0,885558.0
8,1885920.0,890855.0
9,1879890.0,894901.0
10,1888237.0,887060.0
11,1883134.0,874573.0
12,1894271.0,883800.0
13,1887944.0,887145.0
14,1913474.0,870527.0
15,1890687.0,885558.0
16,1884228.0,880884.0
17,1869739.0,890270.0
18,1890667.0,884429.0
19,1910309.0,871615.0
20,1884803.0,894079.0
21,1885748.0,888360.0
22,1902498.0,866686.0
23,1878497.0,888448.0
24,1876037.0,888458.0
25,1884709.0,881281.0
26,1897369.0,881000.0
27,1881292.0,871756.0
28,1885983.0,891553.0
29,1890667.0,884429.0
30,1866187.0,892608.0
31,1908285.0,848106.0
32,1879411.0,889591.0
33,1894484.0,880393.0
34,1869639.0,890280.0
35,1869639.0,890280.0
36,1883322.0,889195.0
37,1891889.0,883171.0
38,1879094.0,893609.0
39,1887933.0,884616.0
40,1883342.0,896961.0
41,1867367.0,893605.0
42,1907901.0,866895.0
43,1867036.0,893752.0
44,1876037.0,888458.0
45,1867077.0,892288.0
46,1887255.0,885234.0
47,1867036.0,893752.0
48,1869639.0,890280.0
49,1867367.0,893605.0
50,1891008.0,876217.0
51,1883449.0,875133.0
52,1879596.0,889857.0
53,1885635.0,878775.0
54,1879890.0,894901.0
55,1887938.0,885719.0
56,1878570.0,889057.0
57,1884800.0,893292.0
58,1889479.0,888405.0
59,1887858.0,885232.0
60,1892616.0,873758.0
61,1873485.0,890044.0
62,1899025.0,883233.0
63,1886204.0,888358.0
64,1855590.0,889247.0
65,1885259.0,886827.0
66,1883008.0,878370.0
67,1890279.0,884401.0
68,1896153.0,883617.0
69,1891010.0,882784.0
70,1894233.0,873157.0
71,1896546.0,873090.0
72,1884800.0,893277.0
73,1910386.0,874034.0
74,1886038.0,888419.0
75,1887941.0,886505.0
76,1885488.0,888361.0
77,1875202.0,888886.0
78,1887938.0,885661.0
79,1887659.0,885966.0
80,1888238.0,885862.0
81,1888238.0,885862.0
82,1887097.0,886820.0
83,1894840.0,890813.0
84,1888661.0,883591.0
85,1888238.0,885862.0
86,1888670.0,885875.0
87,1881221.0,889027.0
88,1890632.0,882845.0
89,1890463.0,882846.0
90,1880606.0,888380.0
91,1869739.0,890270.0
92,1885748.0,888360.0
93,1898304.0,876750.0
94,1892645.0,873312.0
95,1887077.0,883597.0
96,1867661.0,891661.0
97,1897434.0,882265.0
98,1889458.0,884792.0
99,1890687.0,885558.0
100,1888519.0,885170.0
101,1870087.0,838317.0
102,1890632.0,882845.0
103,1889051.0,876511.0
104,1882278.0,878914.0
105,1889051.0,876511.0
106,1878569.0,896580.0
107,1884789.0,890503.0
108,1890965.0,885220.0
109,1879710.0,877056.0
110,1894271.0,883800.0
111,1885483.0,881236.0
113,1878549.0,891505.0
114,1896305.0,883617.0
115,1891084.0,887567.0
116,1894276.0,884972.0
118,1890463.0,882846.0
119,1877276.0,890126.0
120,1913433.0,868849.0
121,1902207.0,885719.0
122,1876822.0,888455.0
123,1867036.0,893752.0
125,1901754.0,871974.0
126,1890687.0,885558.0
127,1887944.0,887145.0
128,1876037.0,888458.0
129,1895856.0,883946.0
130,1887082.0,884877.0
131,1882594.0,893089.0
132,1881221.0,889027.0
133,1887090.0,886752.0
134,1892608.0,879502.0
135,1878566.0,887858.0
136,1895856.0,883946.0
137,1889458.0,884792.0
138,1891010.0,876753.0
139,1878556.0,892429.0
140,1887322.0,885234.0
141,1887877.0,885560.0
142,1900054.0,870960.0
143,1890302.0,882675.0
144,1888485.0,885963.0
145,1902607.0,886730.0
146,1901473.0,870739.0
147,1892303.0,871590.0
148,1874790.0,888462.0
149,1897296.0,881968.0
150,1867143.0,892581.0
151,1880060.0,888442.0
152,1889051.0,876511.0
153,1869739.0,890270.0
154,1867030.0,892008.0
155,1884190.0,888426.0
156,1887858.0,885232.0
157,1884801.0,893528.0
158,1869739.0,890270.0
159,1881182.0,880995.0
160,1894693.0,889270.0
161,1911420.0,874420.0
162,1888139.0,885803.0
163,1878043.0,891759.0
164,1869739.0,890270.0
165,1884036.0,876689.0
166,1891036.0,883203.0
167,1887937.0,885587.0
168,1869739.0,890270.0
169,1867367.0,893605.0
170,1888297.0,885699.0
171,1889051.0,876511.0
172,1887877.0,885560.0
173,1888687.0,888408.0
174,1892617.0,881581.0
175,1891728.0,885950.0
176,1899128.0,879161.0
177,1866911.0,891534.0
178,1891080.0,879323.0
179,1893755.0,878436.0
180,1878555.0,884444.0
181,1914002.0,869581.0
