,x_coordinate,y_coordinate
0,1902089.0,871110.0
1,1887761.0,884380.0
2,1867036.0,893752.0
3,1887897.0,886025.0
4,1884451.0,894044.0
5,1866905.0,891511.0
6,1890717.0,885557.0
7,1895050.0,880164.0
8,1896929.0,889609.0
9,1879543.0,881058.0
10,1888237.0,887060.0
11,1897436.0,884344.0
12,1888918.0,892297.0
13,1898338.0,882024.0
14,1900006.0,874441.0
15,1891834.0,884387.0
16,1891830.0,883321.0
17,1891834.0,884387.0
18,1890024.0,883640.0
19,1885483.0,899796.0
20,1891105.0,885480.0
21,1887165.0,890532.0
22,1889480.0,890192.0
23,1891840.0,885956.0
24,1892608.0,879358.0
25,1866905.0,891511.0
26,1889074.0,885961.0
27,1886880.0,891943.0
28,1866562.0,893915.0
29,1880871.0,890803.0
30,1880586.0,884467.0
31,1884385.0,886771.0
32,1867036.0,893752.0
33,1898368.0,882817.0
34,1883966.0,894134.0
35,1897919.0,884402.0
36,1897919.0,884402.0
37,1890536.0,878205.0
38,1890242.0,882671.0
39,1889480.0,890192.0
40,1895470.0,883460.0
41,1898090.0,876654.0
42,1898146.0,888315.0
43,1866562.0,893915.0
44,1884952.0,881280.0
45,1888027.0,885965.0
46,1878570.0,889095.0
47,1890572.0,881260.0
48,1897384.0,884727.0
49,1866905.0,891511.0
50,1884978.0,881280.0
51,1900610.0,882603.0
52,1892645.0,873312.0
53,1902112.0,877415.0
54,1885133.0,891954.0
55,1892252.0,884699.0
56,1878511.0,871706.0
57,1889541.0,890287.0
58,1882346.0,895091.0
59,1890242.0,882671.0
60,1890242.0,882671.0
61,1885531.0,892958.0
62,1908366.0,866858.0
63,1880810.0,894465.0
64,1891373.0,873701.0
65,1899027.0,883877.0
66,1884704.0,884410.0
67,1891034.0,882798.0
68,1876997.0,895800.0
69,1899556.0,885920.0
70,1900779.0,875175.0
71,1907892.0,872041.0
72,1898588.0,891720.0
73,1895990.0,873304.0
74,1826034.0,884694.0
75,1897594.0,873329.0
76,1881852.0,893168.0
77,1897374.0,882290.0
78,1884709.0,881281.0
79,1891632.0,786936.0
80,1890998.0,873676.0
81,1881866.0,875069.0
82,1892783.0,885213.0
83,1894390.0,886000.0
84,1911817.0,871119.0
85,1881852.0,893168.0
86,1888237.0,887060.0
87,1883167.0,878823.0
88,1887378.0,889195.0
89,1900708.0,869772.0
90,1899069.0,888004.0
91,1884709.0,881281.0
92,1888237.0,885523.0
93,1895664.0,890030.0
94,1891405.0,886743.0
95,1895604.0,889886.0
96,1888237.0,885591.0
97,1887084.0,885181.0
98,1892965.0,872931.0
99,1890093.0,878178.0
100,1893475.0,883156.0
101,1889872.0,883640.0
102,1892264.0,884669.0
103,1892624.0,883577.0
104,1909704.0,880712.0
105,1887835.0,877384.0
106,1898844.0,880379.0
107,1891373.0,873701.0
108,1898844.0,880379.0
109,1884740.0,878593.0
110,1900722.0,870700.0
111,1908665.0,866893.0
112,1888237.0,887060.0
113,1897056.0,886285.0
114,1891876.0,879527.0
115,1890242.0,882793.0
116,1892949.0,879037.0
117,1880810.0,885887.0
118,1884691.0,881239.0
119,1866905.0,891511.0
120,1887909.0,878533.0
121,1895520.0,885143.0
122,1896919.0,890686.0
123,1896857.0,890323.0
124,1902348.0,874757.0
125,1900978.0,885762.0
126,1891050.0,886735.0
127,1898368.0,882817.0
128,1892783.0,885213.0
129,1871150.0,877148.0
130,1875311.0,888342.0
131,1855590.0,889247.0
132,1901494.0,871487.0
133,1905403.0,868704.0
134,1897538.0,875559.0
135,1900948.0,869894.0
136,1910534.0,880191.0
137,1901791.0,874494.0
138,1892629.0,884878.0
139,1889889.0,893308.0
140,1901808.0,885095.0
141,1900507.0,888765.0
142,1878105.0,897821.0
143,1892631.0,885175.0
144,1901497.0,877397.0
145,1885650.0,899621.0
146,1888862.0,880473.0
147,1900565.0,885937.0
148,1867343.0,892321.0
149,1897150.0,892142.0
150,1888683.0,888807.0
151,1894390.0,886000.0
152,1894463.0,892161.0
153,1891897.0,885211.0
154,1884631.0,895732.0
155,1891894.0,884580.0
156,1891894.0,884580.0
157,1896113.0,874518.0
158,1893926.0,885209.0
159,1887724.0,889986.0
160,1883060.0,881051.0
161,1888237.0,887060.0
162,1869054.0,879107.0
163,1884808.0,895132.0
164,1880887.0,898037.0
165,1887939.0,885945.0
166,1895076.0,887010.0
167,1913404.0,870652.0
168,1900516.0,874458.0
169,1899585.0,865844.0
170,1866905.0,891511.0
171,1895452.0,888019.0
172,1882752.0,885473.0
173,1889483.0,883612.0
174,1892800.0,880399.0
175,1866905.0,891511.0
176,1866905.0,891511.0
177,1878494.0,892208.0
178,1868963.0,873619.0
179,1861022.0,872494.0
180,1892637.0,886761.0
181,1866905.0,891511.0
182,1866905.0,891511.0
183,1855488.0,885459.0
184,1899032.0,884892.0
185,1896019.0,882290.0
186,1887059.0,877505.0
187,1887938.0,885839.0
188,1891794.0,873584.0
189,1893410.0,881851.0
190,1892630.0,884920.0
191,1887938.0,885839.0
192,1874072.0,881082.0
193,1867036.0,893752.0
194,1897408.0,880384.0
195,1893541.0,878437.0
196,1883390.0,875125.0
197,1896942.0,871568.0
198,1886036.0,880817.0
199,1885127.0,861211.0
200,1888742.0,888626.0
201,1877552.0,875279.0
202,1898898.0,869024.0
203,1876785.0,896945.0
204,1895957.0,876298.0
205,1873274.0,877111.0
206,1866562.0,893915.0
207,1892600.0,877443.0
208,1888294.0,884920.0
209,1884567.0,888424.0
210,1879056.0,883694.0
211,1891905.0,887433.0
212,1879171.0,877003.0
213,1898579.0,885432.0
214,1891102.0,884717.0
215,1856951.0,885226.0
216,1891843.0,886748.0
217,1892053.0,875227.0
218,1877782.0,897673.0
219,1892617.0,881581.0
220,1892617.0,881581.0
221,1900212.0,865495.0
222,1896224.0,884378.0
223,1900255.0,871553.0
224,1871336.0,873237.0
225,1893540.0,884358.0
226,1879933.0,883943.0
227,1889051.0,876511.0
228,1886709.0,891203.0
229,1888237.0,887060.0
230,1889084.0,884435.0
231,1887940.0,886201.0
232,1887878.0,885890.0
233,1895009.0,885151.0
234,1897924.0,869483.0
235,1886886.0,888355.0
236,1905392.0,878419.0
237,1888726.0,884795.0
238,1898170.0,888836.0
239,1891793.0,873500.0
240,1881911.0,891534.0
241,1888238.0,885930.0
242,1886886.0,888355.0
243,1888298.0,885835.0
244,1887937.0,885587.0
245,1896530.0,870349.0
246,1888723.0,884003.0
