,x_coordinate,y_coordinate
0,1893420.0,884365.0
1,1892627.0,884368.0
2,1891833.0,884125.0
3,1900203.0,885125.0
4,1892634.0,885962.0
5,1883325.0,892381.0
6,1875165.0,888461.0
7,1890249.0,884377.0
8,1890850.0,884429.0
9,1891034.0,882798.0
10,1890472.0,882846.0
11,1901646.0,866886.0
13,1894223.0,887158.0
14,1895817.0,871513.0
15,1882897.0,882504.0
16,1903270.0,868862.0
17,1878959.0,877912.0
18,1891047.0,885912.0
19,1890585.0,882786.0
20,1881937.0,879439.0
21,1889146.0,885537.0
22,1887090.0,886767.0
23,1878570.0,889095.0
24,1895356.0,887580.0
25,1892599.0,877199.0
26,1895066.0,884207.0
27,1887463.0,886027.0
28,1901960.0,862699.0
29,1878521.0,874511.0
30,1897319.0,871481.0
31,1875968.0,888398.0
32,1900218.0,883602.0
33,1890027.0,886017.0
34,1879148.0,894330.0
35,1865746.0,891599.0
36,1906906.0,883637.0
37,1892651.0,875057.0
38,1896016.0,888464.0
39,1877671.0,891071.0
40,1893243.0,879783.0
41,1888267.0,865698.0
42,1900230.0,888413.0
43,1891047.0,885912.0
45,1911720.0,872447.0
46,1890292.0,880200.0
47,1898570.0,868625.0
48,1885901.0,888419.0
49,1887084.0,885181.0
50,1888966.0,891505.0
51,1890965.0,885220.0
52,1891047.0,885912.0
53,1890226.0,888402.0
54,1883644.0,893923.0
55,1890605.0,885618.0
56,1888267.0,865698.0
57,1893319.0,872869.0
58,1870484.0,872816.0
59,1878614.0,884234.0
60,1891836.0,885175.0
61,1874746.0,888403.0
62,1867036.0,893752.0
63,1885439.0,880126.0
64,1891808.0,877436.0
65,1894332.0,877175.0
66,1885480.0,880443.0
67,1896625.0,880386.0
68,1890018.0,883640.0
69,1876157.0,898473.0
70,1899736.0,867092.0
71,1887519.0,887581.0
72,1882497.0,879102.0
73,1891076.0,885586.0
74,1892619.0,882148.0
75,1866560.0,893915.0
76,1888267.0,865698.0
77,1895775.0,878367.0
78,1900578.0,874865.0
79,1890702.0,891947.0
80,1879327.0,874943.0
81,1901751.0,885629.0
82,1890307.0,885619.0
83,1902064.0,861519.0
84,1898881.0,866872.0
85,1894840.0,890813.0
86,1867036.0,893752.0
87,1866560.0,893915.0
88,1888969.0,875877.0
89,1877498.0,889430.0
90,1866905.0,891511.0
91,1888250.0,886781.0
92,1883626.0,883885.0
93,1885901.0,888419.0
94,1913831.0,859320.0
95,1892656.0,876351.0
96,1891024.0,891136.0
97,1889043.0,874548.0
98,1901751.0,885629.0
99,1878560.0,893036.0
100,1887093.0,886028.0
101,1894591.0,878927.0
102,1883993.0,889574.0
103,1897441.0,884024.0
104,1893999.0,874005.0
105,1877121.0,888394.0
106,1888298.0,885903.0
107,1898310.0,869010.0
108,1902945.0,880364.0
109,1880969.0,874886.0
110,1882649.0,884399.0
111,1903779.0,874050.0
112,1893860.0,885942.0
113,1892686.0,883988.0
114,1884190.0,888426.0
115,1876053.0,883661.0
116,1890665.0,883638.0
117,1894366.0,881246.0
118,1885480.0,880443.0
119,1885480.0,880443.0
120,1895749.0,871776.0
121,1896569.0,867582.0
122,1890964.0,891122.0
123,1902144.0,866848.0
124,1889051.0,876511.0
125,1891111.0,886981.0
126,1890674.0,886014.0
127,1888238.0,885862.0
128,1893183.0,889967.0
129,1883226.0,878694.0
130,1859265.0,889247.0
131,1887525.0,890779.0
132,1890267.0,884431.0
133,1890585.0,882786.0
134,1887092.0,887186.0
135,1889885.0,882848.0
136,1891728.0,885950.0
137,1891718.0,885218.0
138,1891073.0,889163.0
139,1890307.0,885619.0
140,1866905.0,891511.0
141,1887877.0,885560.0
142,1887093.0,886028.0
143,1894332.0,877175.0
144,1879978.0,891602.0
145,1889509.0,882613.0
